DATE,PNL
2022-04-25,221.7621
2022-04-26,225.5875
2022-04-27,219.5496
2022-04-28,229.8100
2022-04-29,227.2833
2022-04-30,201.6521
2022-05-01,194.7675
2022-05-02,215.7842
2022-05-03,219.0289
2022-05-04,229.5687
2022-05-05,233.7504
2022-05-06,225.6771
2022-05-07,199.7342
2022-05-08,169.4817
2022-05-09,213.9745
2022-05-10,167.0212
2022-05-11,153.0917
2022-05-12,173.3071
2022-05-13,159.6746
2022-05-14,161.9342
2022-05-15,146.3383
2022-05-16,210.1900
2022-05-17,221.1617
2022-05-18,204.9875
2022-05-19,211.8554
2022-05-20,209.9508
2022-05-21,140.2779
2022-05-22,164.8321
2022-05-23,199.0879
2022-05-24,176.4008
2022-05-25,159.8821
2022-05-26,89.4163
2022-05-27,103.6575
2022-05-28,67.3971
2022-05-29,164.2454
2022-05-30,225.3800
2022-05-31,209.3271
2022-06-01,212.6983
2022-06-02,182.7550
2022-06-03,167.4896
2022-06-04,145.2033
2022-06-05,149.5442
2022-06-06,93.0629
2022-06-07,185.7000
2022-06-08,181.4979
2022-06-09,173.1150
2022-06-10,183.7442
2022-06-11,110.4321
2022-06-12,108.7779
2022-06-13,166.2454
2022-06-14,189.5250
2022-06-15,205.6646
2022-06-16,222.1058
2022-06-17,256.7733
2022-06-18,201.7679
2022-06-19,162.1696
2022-06-20,243.3358
2022-06-21,271.6792
2022-06-22,260.8050
2022-06-23,281.8158
2022-06-24,285.7358
2022-06-25,249.6408
2022-06-26,218.4796
2022-06-27,298.2175
2022-06-28,302.4833
2022-06-29,289.1842
2022-06-30,321.8229
2022-07-01,306.6992
2022-07-02,224.5762
2022-07-03,206.0179
2022-07-04,289.5179
2022-07-05,307.4025
2022-07-06,292.7796
2022-07-07,245.0904
2022-07-08,310.3233
2022-07-09,177.6104
2022-07-10,204.1315
2022-07-11,370.0858
2022-07-12,368.9588
2022-07-13,344.7817
2022-07-14,359.3796
2022-07-15,330.6525
2022-07-16,167.1596
2022-07-17,222.8821
2022-07-18,379.5871
2022-07-19,352.7154
2022-07-20,325.7138
2022-07-21,356.3633
2022-07-22,334.3371
2022-07-23,311.8458
2022-07-24,233.2229
2022-07-25,287.7958
2022-07-26,320.2158
2022-07-27,379.7758
2022-07-28,419.7033
2022-07-29,402.3537
2022-07-30,364.3454
2022-07-31,317.1429
2022-08-01,408.5767
2022-08-02,326.1717
2022-08-03,325.9846
2022-08-04,371.4813
2022-08-05,367.4483
2022-08-06,262.4900
2022-08-07,217.1000
2022-08-08,360.4521
2022-08-09,340.1733
2022-08-10,334.0813
2022-08-11,377.1942
2022-08-12,430.2287
2022-08-13,364.0204
2022-08-14,314.9667
2022-08-15,433.9258
2022-08-16,460.8596
2022-08-17,539.1992
2022-08-18,511.8233
2022-08-19,493.6738
2022-08-20,447.6958
2022-08-21,368.8612
2022-08-22,561.2696
2022-08-23,606.7608
2022-08-24,607.6958
2022-08-25,591.8100
2022-08-26,699.7496
2022-08-27,593.0371
2022-08-28,386.9767
2022-08-29,633.2925
2022-08-30,598.9762
2022-08-31,528.7621
2022-09-01,534.7775
2022-09-02,409.0529
2022-09-03,289.1279
2022-09-04,242.5113
2022-09-05,362.5963
2022-09-06,436.3133
2022-09-07,446.0500
2022-09-08,425.7875
2022-09-09,354.3150
2022-09-10,406.2587
2022-09-11,384.6466
2022-09-12,398.0183
2022-09-13,401.2679
2022-09-14,420.0271
2022-09-15,362.0854
2022-09-16,200.9281
2022-09-17,97.0808
2022-09-18,129.4237
2022-09-19,276.4375
2022-09-20,354.1000
2022-09-21,353.1037
2022-09-22,382.4079
2022-09-23,373.5054
2022-09-24,341.1346
2022-09-25,247.2796
2022-09-26,244.1138
2022-09-27,291.6779
2022-09-28,383.9213
2022-09-29,405.5392
2022-09-30,273.7233
2022-10-01,123.4254
2022-10-02,207.2212
2022-10-03,317.1345
2022-10-04,229.9204
2022-10-05,125.9871
2022-10-06,116.2766
2022-10-07,147.3275
2022-10-08,157.4258
2022-10-09,145.3137
2022-10-10,178.2496
2022-10-11,263.1843
2022-10-12,253.3796
2022-10-13,253.7285
2022-10-14,248.0463
2022-10-15,147.4187
2022-10-16,109.4088
2022-10-17,153.0563
2022-10-18,165.1513
2022-10-19,123.5879
2022-10-20,131.3037
2022-10-21,149.0879
2022-10-22,130.4850
2022-10-23,90.5779
2022-10-24,78.1250
2022-10-25,101.5796
2022-10-26,94.4029
2022-10-27,121.9087
2022-10-28,102.2275
2022-10-29,98.6579
2022-10-30,118.4851
2022-10-31,142.6725
2022-11-01,68.5246
2022-11-02,74.5521
2022-11-03,102.8617
2022-11-04,178.6042
2022-11-05,132.1040
2022-11-06,81.0687
2022-11-07,99.7583
2022-11-08,91.4671
2022-11-09,120.1263
2022-11-10,126.5925
2022-11-11,117.0650
2022-11-12,163.2525
2022-11-13,144.3491
2022-11-14,174.6292
2022-11-15,175.7212
2022-11-16,163.7287
2022-11-17,151.9092
2022-11-18,191.3412
2022-11-19,202.4792
2022-11-20,207.8671
2022-11-21,219.3196
2022-11-22,208.1629
2022-11-23,178.3438
2022-11-24,230.3142
2022-11-25,249.9283
2022-11-26,236.3837
2022-11-27,215.9838
2022-11-28,322.0458
2022-11-29,369.2613
2022-11-30,393.4712
2022-12-01,361.1175
2022-12-02,343.2687
2022-12-03,297.6070
2022-12-04,305.0992
2022-12-05,350.9829
2022-12-06,350.7150
2022-12-07,338.6500
2022-12-08,370.2317
2022-12-09,413.3829
2022-12-10,355.3171
2022-12-11,327.3454
2022-12-12,428.5725
2022-12-13,433.0142
2022-12-14,438.8704
2022-12-15,386.4108
2022-12-16,401.1025
2022-12-17,272.5212
2022-12-18,223.6100
2022-12-19,194.1125
2022-12-20,203.6175
2022-12-21,220.8517
2022-12-22,204.3646
2022-12-23,182.2285
2022-12-24,116.9892
2022-12-25,118.6946
2022-12-26,77.4942
2022-12-27,126.1829
2022-12-28,68.3013
2022-12-29,66.0154
2022-12-30,16.0425
2022-12-31,20.1872
2023-01-01,23.8683
2023-01-02,131.9204
2023-01-03,143.7800
2023-01-04,98.8387
2023-01-05,123.2025
2023-01-06,129.2071
2023-01-07,82.7775
2023-01-08,71.3571
2023-01-09,130.3425
2023-01-10,126.0600
2023-01-11,87.9046
2023-01-12,85.9833
2023-01-13,84.9592
2023-01-14,91.1455
2023-01-15,78.1821
2023-01-16,136.5721
2023-01-17,137.1667
2023-01-18,131.4546
2023-01-19,147.5917
2023-01-20,177.9063
2023-01-21,148.5279
2023-01-22,151.6600
2023-01-23,202.5471
2023-01-24,197.5230
2023-01-25,175.9029
2023-01-26,147.2677
2023-01-27,166.2875
2023-01-28,140.2004
2023-01-29,123.3396
2023-01-30,105.9923
2023-01-31,132.6871
2023-02-01,109.1571
2023-02-02,140.3621
2023-02-03,140.1767
2023-02-04,151.1546
2023-02-05,130.7600
2023-02-06,167.0104
2023-02-07,171.1233
2023-02-08,153.1754
2023-02-09,142.2800
2023-02-10,133.7281
2023-02-11,139.2908
2023-02-12,141.8311
2023-02-13,158.8464
2023-02-14,152.1071
2023-02-15,135.8354
2023-02-16,134.3071
2023-02-17,105.2796
2023-02-18,101.4004
2023-02-19,115.6875
2023-02-20,98.4658
2023-02-21,139.2517
2023-02-22,144.5838
2023-02-23,141.5796
2023-02-24,126.4321
2023-02-25,107.8304
2023-02-26,112.5283
2023-02-27,141.0779
2023-02-28,144.1058
2023-03-01,137.1723
2023-03-02,135.9121
2023-03-03,133.7283
2023-03-04,123.6737
2023-03-05,123.0621
2023-03-06,139.8121
2023-03-07,123.8779
2023-03-08,139.6021
2023-03-09,126.6296
2023-03-10,116.3671
2023-03-11,113.7975
2023-03-12,92.3358
2023-03-13,40.8346
2023-03-14,87.5879
2023-03-15,130.1613
2023-03-16,103.5637
2023-03-17,110.3600
2023-03-18,110.4933
2023-03-19,112.6483
2023-03-20,125.0342
2023-03-21,111.9829
2023-03-22,88.3204
2023-03-23,74.0763
2023-03-24,47.1398
2023-03-25,27.3668
2023-03-26,81.9554
2023-03-27,83.5281
2023-03-28,113.6096
2023-03-29,115.3600
2023-03-30,79.4425
2023-03-31,91.4004
2023-04-01,75.8900
2023-04-02,66.2143
2023-04-03,114.5037
2023-04-04,133.4492
2023-04-05,140.8138
2023-04-06,128.3017
2023-04-07,125.4958
2023-04-08,113.0817
2023-04-09,102.3062
2023-04-10,42.3500
2023-04-11,65.3125
2023-04-12,100.3354
2023-04-13,78.8696
2023-04-14,126.4679
2023-04-15,97.2133
2023-04-16,110.7055
2023-04-17,123.0883
2023-04-18,107.7571
2023-04-19,52.1979
2023-04-20,112.1475
2023-04-21,101.1033
2023-04-22,92.8992
2023-04-23,84.6771
2023-04-24,105.2267
2023-04-25,90.5558
2023-04-26,111.8300
2023-04-27,94.4613
2023-04-28,107.0637
2023-04-29,99.0646
2023-04-30,59.5663
2023-05-01,88.8704
2023-05-02,107.1917
2023-05-03,98.1483
2023-05-04,94.7058
2023-05-05,97.0546
2023-05-06,90.8667
2023-05-07,85.4683
2023-05-08,98.2608
2023-05-09,104.1600
2023-05-10,107.1950
2023-05-11,109.6629
2023-05-12,98.6317
2023-05-13,65.4729
2023-05-14,72.0267
2023-05-15,103.4246
2023-05-16,78.9446
2023-05-17,77.3621
2023-05-18,85.5917
2023-05-19,85.3125
2023-05-20,43.1196
2023-05-21,26.6562
2023-05-22,88.4954
2023-05-23,62.5163
2023-05-24,96.4058
2023-05-25,71.6487
2023-05-26,60.9792
2023-05-27,51.5363
2023-05-28,2.9121
2023-05-29,12.6883
2023-05-30,85.3058
2023-05-31,65.1888
2023-06-01,70.8704
2023-06-02,79.0079
2023-06-03,54.9133
2023-06-04,44.2825
2023-06-05,81.4817
2023-06-06,81.6025
2023-06-07,89.0579
2023-06-08,82.6292
2023-06-09,85.8562
2023-06-10,53.3863
2023-06-11,46.1013
2023-06-12,93.1204
2023-06-13,87.2096
2023-06-14,101.5933
2023-06-15,118.4523
2023-06-16,127.2717
2023-06-17,104.1875
2023-06-18,90.6592
2023-06-19,118.3242
2023-06-20,119.8554
2023-06-21,122.6079
2023-06-22,122.8746
2023-06-23,107.4013
2023-06-24,81.5800
2023-06-25,75.8519
2023-06-26,91.1521
2023-06-27,100.9033
2023-06-28,113.9154
2023-06-29,115.0729
2023-06-30,101.6204
2023-07-01,50.2088
2023-07-02,-67.2409
2023-07-03,54.7663
2023-07-04,89.1621
2023-07-05,68.8633
2023-07-06,104.7017
2023-07-07,96.8817
2023-07-08,81.1412
2023-07-09,89.4479
2023-07-10,112.6604
2023-07-11,94.7217
2023-07-12,75.0392
2023-07-13,91.6371
2023-07-14,81.2409
2023-07-15,30.3887
2023-07-16,13.7954
2023-07-17,59.9304
2023-07-18,99.1196
2023-07-19,94.4188
2023-07-20,94.4475
2023-07-21,94.7683
2023-07-22,76.6496
2023-07-23,29.6283
2023-07-24,91.0329
2023-07-25,83.2821
2023-07-26,93.5617
2023-07-27,92.0679
2023-07-28,95.6971
2023-07-29,72.6104
2023-07-30,23.8213
2023-07-31,71.4492
2023-08-01,78.2313
2023-08-02,62.0417
2023-08-03,54.0792
2023-08-04,95.5779
2023-08-05,87.6846
2023-08-06,52.6602
2023-08-07,37.8888
2023-08-08,36.5138
2023-08-09,72.7792
2023-08-10,84.8675
2023-08-11,93.2592
2023-08-12,78.6854
2023-08-13,64.4446
2023-08-14,97.3358
2023-08-15,92.3471
2023-08-16,107.2846
2023-08-17,107.2409
2023-08-18,105.3242
2023-08-19,81.8043
2023-08-20,89.2533
2023-08-21,117.9746
2023-08-22,120.9279
2023-08-23,145.2512
2023-08-24,135.6942
2023-08-25,115.8562
2023-08-26,92.5617
2023-08-27,92.9321
2023-08-28,109.8954
2023-08-29,109.4745
2023-08-30,111.6525
2023-08-31,104.0221
2023-09-01,108.7492
2023-09-02,94.8175
2023-09-03,82.7325
2023-09-04,106.8192
2023-09-05,102.2517
2023-09-06,104.0096
2023-09-07,99.0992
2023-09-08,109.4483
2023-09-09,89.6254
2023-09-10,85.0929
2023-09-11,148.4350
2023-09-12,127.8221
2023-09-13,104.1371
2023-09-14,116.8208
2023-09-15,106.2979
2023-09-16,95.8854
2023-09-17,87.6458
2023-09-18,79.2542
2023-09-19,37.2312
2023-09-20,51.6163
2023-09-21,103.6779
2023-09-22,104.8504
2023-09-23,98.8079
2023-09-24,60.1200
2023-09-25,111.2721
2023-09-26,125.0958
2023-09-27,118.3417
2023-09-28,109.6837
2023-09-29,99.2479
2023-09-30,91.9679
2023-10-01,71.5877
2023-10-02,117.6604
2023-10-03,65.4936
2023-10-04,77.2187
2023-10-05,100.9879
2023-10-06,72.7508
2023-10-07,53.1946
2023-10-08,92.6021
2023-10-09,115.0642
2023-10-10,102.0142
2023-10-11,71.3992
2023-10-12,130.6808
2023-10-13,60.6817
2023-10-14,43.8979
2023-10-15,66.7654
2023-10-16,141.8871
2023-10-17,119.5271
2023-10-18,74.1475
2023-10-19,96.8458
2023-10-20,90.1683
2023-10-21,50.8983
2023-10-22,72.0562
2023-10-23,123.3871
2023-10-24,115.0929
2023-10-25,124.4696
2023-10-26,124.1962
2023-10-27,116.7300
2023-10-28,65.6079
2023-10-29,26.3153
2023-10-30,97.2975
2023-10-31,117.1204
2023-11-01,58.5708
2023-11-02,67.5387
2023-11-03,60.4529
2023-11-04,27.9658
2023-11-05,40.0854
2023-11-06,79.4900
2023-11-07,102.5012
2023-11-08,94.0821
2023-11-09,102.4529
2023-11-10,96.6279
2023-11-11,96.8892
2023-11-12,98.5733
2023-11-13,90.0300
2023-11-14,72.1100
2023-11-15,100.2208
2023-11-16,122.2615
2023-11-17,122.2340
2023-11-18,86.7788
2023-11-19,40.2362
2023-11-20,107.0558
2023-11-21,122.2175
2023-11-22,110.9777
2023-11-23,88.4808
2023-11-24,86.0142
2023-11-25,97.9954
2023-11-26,116.6683
2023-11-27,114.2742
2023-11-28,123.1413
2023-11-29,138.1115
2023-11-30,168.3626
2023-12-01,156.1375
2023-12-02,116.4000
2023-12-03,104.2158
2023-12-04,111.4221
2023-12-05,114.4700
2023-12-06,126.7779
2023-12-07,103.3183
2023-12-08,103.8471
2023-12-09,76.2642
2023-12-10,54.9579
2023-12-11,81.2708
2023-12-12,102.2725
2023-12-13,92.2025
2023-12-14,100.8525
2023-12-15,92.4850
2023-12-16,74.6479
2023-12-17,54.4346
2023-12-18,78.9108
2023-12-19,77.9842
2023-12-20,71.3071
2023-12-21,55.0787
2023-12-22,39.5363
2023-12-23,30.3719
2023-12-24,3.2529
2023-12-25,8.1929
2023-12-26,50.7354
2023-12-27,60.2096
2023-12-28,27.0123
2023-12-29,34.9204
2023-12-30,46.1328
2023-12-31,13.2329
2024-01-01,20.1667
2024-01-02,61.8183
2024-01-03,53.8338
2024-01-04,85.8833
2024-01-05,91.0592
2024-01-06,89.0551
2024-01-07,86.4483
2024-01-08,99.3350
2024-01-09,96.6567
2024-01-10,102.7488
2024-01-11,107.2804
2024-01-12,103.5042
2024-01-13,83.8088
2024-01-14,79.7092
2024-01-15,85.0162
2024-01-16,97.3746
2024-01-17,98.0642
2024-01-18,88.0267
2024-01-19,76.6325
2024-01-20,73.1854
2024-01-21,55.6921
2024-01-22,61.6121
2024-01-23,58.2075
2024-01-24,55.5742
2024-01-25,83.6929
2024-01-26,71.8171
2024-01-27,72.2875
2024-01-28,58.1721
2024-01-29,81.2033
2024-01-30,79.7654
2024-01-31,74.4538
2024-02-01,76.0567
2024-02-02,69.8900
2024-02-03,49.2192
2024-02-04,29.4383
2024-02-05,51.1255
2024-02-06,58.3896
2024-02-07,82.5363
2024-02-08,82.1888
2024-02-09,67.0700
2024-02-10,74.4571
2024-02-11,66.9642
2024-02-12,74.7713
2024-02-13,71.7579
2024-02-14,67.8567
2024-02-15,68.3954
2024-02-16,64.6272
2024-02-17,70.7888
2024-02-18,55.1133
2024-02-19,66.0046
2024-02-20,61.8929
2024-02-21,56.3479
2024-02-22,52.4121
2024-02-23,46.3612
2024-02-24,57.7175
2024-02-25,62.5672
2024-02-26,66.1717
2024-02-27,71.6275
2024-02-28,69.5967
2024-02-29,64.3979
2024-03-01,69.5937
2024-03-02,64.8321
2024-03-03,65.8025
2024-03-04,75.6121
2024-03-05,72.7683
2024-03-06,82.6771
2024-03-07,76.2371
2024-03-08,54.2600
2024-03-09,39.2681
2024-03-10,38.5196
2024-03-11,76.6083
2024-03-12,76.3812
2024-03-13,68.1175
2024-03-14,61.6808
2024-03-15,52.7587
2024-03-16,54.7929
2024-03-17,61.1096
2024-03-18,77.9133
2024-03-19,77.8725
2024-03-20,90.0160
2024-03-21,77.1937
2024-03-22,67.2746
2024-03-23,30.9479
2024-03-24,29.8093
2024-03-25,80.8204
2024-03-26,66.3175
2024-03-27,74.4996
2024-03-28,43.0596
2024-03-29,46.0746
2024-03-30,63.1158
2024-03-31,54.7096
2024-04-01,43.8957
2024-04-02,44.2292
2024-04-03,75.2329
2024-04-04,59.5921
2024-04-05,40.5575
2024-04-06,12.5142
2024-04-07,19.2933
2024-04-08,83.6683
2024-04-09,48.0733
2024-04-10,56.4500
2024-04-11,70.0579
2024-04-12,53.2892
2024-04-13,7.1063
2024-04-14,24.8350
2024-04-15,55.0283
2024-04-16,58.8567
2024-04-17,99.5736
2024-04-18,90.9813
2024-04-19,48.9383
2024-04-20,53.2321
2024-04-21,48.7488
2024-04-22,93.2733
2024-04-23,95.4679
2024-04-24,80.1271
2024-04-25,88.3154
2024-04-26,87.0288
2024-04-27,60.6298
2024-04-28,13.5221
2024-04-29,76.9671
2024-04-30,70.1471
2024-05-01,28.9226
2024-05-02,49.6071
2024-05-03,78.8900
2024-05-04,73.6229
2024-05-05,59.0621
2024-05-06,93.6050
2024-05-07,87.7629
2024-05-08,91.7883
2024-05-09,59.0487
2024-05-10,72.2033
2024-05-11,40.9346
2024-05-12,-10.3429
2024-05-13,52.6450
2024-05-14,37.2271
2024-05-15,63.0675
2024-05-16,67.7940
2024-05-17,81.2250
2024-05-18,54.5658
2024-05-19,37.5708
