DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2003,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2004,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2005,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2006,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2007,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2008,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2009,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2010,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2011,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2012,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2013,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2014,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2015,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2016,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2017,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2018,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2019,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2020,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2021,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2022,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2023,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2024,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,UNK,IT,2025,0.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1990,1799921.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1991,1709048.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1992,1621899.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1993,1561590.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1994,1505953.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1995,1465759.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1996,1434690.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1997,1400536.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1998,1368757.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,1999,1356914.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2000,1351739.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2001,1355224.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2002,1367403.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2003,1382699.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2004,1377530.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2005,1369799.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2006,1357158.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2007,1346777.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2008,1338572.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2009,1341397.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2010,1349697.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2011,1363456.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2012,1371164.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2013,1374755.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2014,1377212.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2015,1380011.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2016,1373493.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2017,1372760.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2018,1375182.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2019,1378353.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2020,1374611.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2021,1377822.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2022,1369852.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2023,1355979.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2024,1331575.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y10-14,IT,2025,1306707.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1990,2142727.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1991,2112527.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1992,2062555.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1993,1985157.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1994,1901218.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1995,1799790.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1996,1708078.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1997,1637561.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1998,1584021.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,1999,1535236.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2000,1499300.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2001,1471651.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2002,1439375.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2003,1401588.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2004,1390039.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2005,1386540.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2006,1393075.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2007,1406432.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2008,1429047.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2009,1430820.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2010,1425939.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2011,1412471.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2012,1401511.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2013,1386045.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2014,1377881.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2015,1375817.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2016,1381697.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2017,1381774.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2018,1381032.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2019,1382435.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2020,1385591.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2021,1380198.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2022,1384080.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2023,1395983.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2024,1406085.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y15-19,IT,2025,1406381.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1990,2276489.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1991,2245790.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1992,2243348.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1993,2218361.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1994,2196206.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1995,2166606.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1996,2130916.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1997,2069220.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1998,1998064.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,1999,1919127.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2000,1824891.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2001,1740679.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2002,1674618.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2003,1623093.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2004,1586917.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2005,1554382.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2006,1523725.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2007,1491579.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2008,1484016.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2009,1494206.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2010,1497499.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2011,1507511.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2012,1517670.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2013,1528128.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2014,1513889.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2015,1492252.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2016,1463363.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2017,1439874.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2018,1418745.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2019,1409999.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2020,1406868.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2021,1407840.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2022,1390957.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2023,1400261.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2024,1405555.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y20-24,IT,2025,1416587.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1990,2210991.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1991,2262970.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1992,2320969.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1993,2333975.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1994,2328055.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1995,2301062.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1996,2268700.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1997,2244613.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1998,2226857.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,1999,2209201.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2000,2182636.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2001,2153517.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2002,2098075.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2003,2040514.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2004,2001032.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2005,1933922.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2006,1857177.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2007,1789483.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2008,1761499.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2009,1726847.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2010,1695566.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2011,1676889.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2012,1653040.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2013,1630301.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2014,1620984.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2015,1603227.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2016,1588625.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2017,1580570.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2018,1573876.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2019,1548193.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2020,1523050.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2021,1479314.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2022,1450727.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2023,1441382.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2024,1436757.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y25-29,IT,2025,1437673.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y30-34,IT,1990,1975104.0,,
ESTAT:DEMO_R_PJANGROUP(1.0),03/07/26 11:00:00,A,NR,F,Y30-34,IT,1991,2007066.0,,
