time,time_label,geo,geo_label,unit,unit_label,freq,freq_label,OBS_VALUE
2005,2005,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16300.0
2006,2006,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17100.0
2007,2007,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17700.0
2008,2008,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18200.0
2009,2009,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17500.0
2010,2010,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17500.0
2011,2011,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17600.0
2012,2012,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17700.0
2013,2013,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17300.0
2014,2014,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16900.0
2015,2015,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17400.0
2016,2016,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17800.0
2017,2017,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18400.0
2018,2018,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18600.0
2019,2019,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19100.0
2020,2020,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18200.0
2021,2021,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,20300.0
2022,2022,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,23000.0
2023,2023,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24200.0
2024,2024,ITG,Isole,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25600.0
2000,2000,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,14100.0
2001,2001,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,14700.0
2002,2002,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,14900.0
2003,2003,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,15300.0
2004,2004,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,15300.0
2005,2005,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16000.0
2006,2006,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16800.0
2007,2007,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17200.0
2008,2008,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17600.0
2009,2009,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16900.0
2010,2010,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16900.0
2011,2011,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17000.0
2012,2012,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17000.0
2013,2013,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16700.0
2014,2014,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16200.0
2015,2015,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16600.0
2016,2016,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17100.0
2017,2017,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17600.0
2018,2018,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17800.0
2019,2019,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18300.0
2020,2020,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17400.0
2021,2021,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19500.0
2022,2022,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,22200.0
2023,2023,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,23100.0
2024,2024,ITG1,Sicilia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24500.0
2000,2000,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,15400.0
2001,2001,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16100.0
2002,2002,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16200.0
2003,2003,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,16800.0
2004,2004,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17000.0
2005,2005,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,17400.0
2006,2006,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,18400.0
2007,2007,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19000.0
2008,2008,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19700.0
2009,2009,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19100.0
2010,2010,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19200.0
2011,2011,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19600.0
2012,2012,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19700.0
2013,2013,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19100.0
2014,2014,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19000.0
2015,2015,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,19800.0
2016,2016,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,20000.0
2017,2017,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,20600.0
2018,2018,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,21000.0
2019,2019,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,21700.0
2020,2020,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,20400.0
2021,2021,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,22900.0
2022,2022,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25600.0
2023,2023,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27600.0
2024,2024,ITG2,Sardegna,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29000.0
2000,2000,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26800.0
2001,2001,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27300.0
2002,2002,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27400.0
2003,2003,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27800.0
2004,2004,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28000.0
2005,2005,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28500.0
2006,2006,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29900.0
2007,2007,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31300.0
2008,2008,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31600.0
2009,2009,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29800.0
2010,2010,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30300.0
2011,2011,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31400.0
2012,2012,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31100.0
2013,2013,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30900.0
2014,2014,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31000.0
2015,2015,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31800.0
2016,2016,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33300.0
2017,2017,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34300.0
2018,2018,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35100.0
2019,2019,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,36000.0
2020,2020,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33600.0
2021,2021,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,37700.0
2022,2022,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,41600.0
2023,2023,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,44400.0
2024,2024,ITH,Nord-Est,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,45600.0
2000,2000,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32800.0
2001,2001,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33200.0
2002,2002,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32900.0
2003,2003,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33600.0
2004,2004,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34500.0
2005,2005,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34700.0
2006,2006,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,36600.0
2007,2007,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,38300.0
2008,2008,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,39700.0
2009,2009,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,38700.0
2010,2010,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,39700.0
2011,2011,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,40900.0
2012,2012,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,42500.0
2013,2013,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,42300.0
2014,2014,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,42100.0
2015,2015,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,43000.0
2016,2016,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,44600.0
2017,2017,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,46100.0
2018,2018,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,47700.0
2019,2019,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,49400.0
2020,2020,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,46100.0
2021,2021,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,50800.0
2022,2022,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,58300.0
2023,2023,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,63800.0
2024,2024,ITH1,Provincia Autonoma di Bolzano/Bozen,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,64200.0
2000,2000,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29800.0
2001,2001,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30500.0
2002,2002,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30600.0
2003,2003,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30900.0
2004,2004,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30700.0
2005,2005,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31000.0
2006,2006,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32200.0
2007,2007,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33800.0
2008,2008,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34400.0
2009,2009,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33200.0
2010,2010,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33700.0
2011,2011,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34500.0
2012,2012,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34500.0
2013,2013,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34800.0
2014,2014,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34200.0
2015,2015,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34200.0
2016,2016,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35300.0
2017,2017,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,36100.0
2018,2018,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,37400.0
2019,2019,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,38700.0
2020,2020,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,36700.0
2021,2021,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,40200.0
2022,2022,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,45700.0
2023,2023,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,48500.0
2024,2024,ITH2,Provincia Autonoma di Trento,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,49900.0
2000,2000,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25700.0
2001,2001,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26200.0
2002,2002,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26100.0
2003,2003,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26800.0
2004,2004,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27100.0
2005,2005,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27600.0
2006,2006,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28700.0
2007,2007,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29900.0
2008,2008,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30000.0
2009,2009,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28400.0
2010,2010,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28900.0
2011,2011,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30000.0
2012,2012,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29600.0
2013,2013,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29300.0
2014,2014,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,29400.0
2015,2015,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,30200.0
2016,2016,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31900.0
2017,2017,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,32900.0
2018,2018,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,33500.0
2019,2019,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,34500.0
2020,2020,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,31800.0
2021,2021,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,35700.0
2022,2022,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,39600.0
2023,2023,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,42200.0
2024,2024,ITH3,Veneto,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,43400.0
2000,2000,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,24100.0
2001,2001,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25000.0
2002,2002,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25200.0
2003,2003,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25000.0
2004,2004,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,25100.0
2005,2005,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26000.0
2006,2006,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27400.0
2007,2007,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28800.0
2008,2008,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28800.0
2009,2009,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,26800.0
2010,2010,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27800.0
2011,2011,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,28600.0
2012,2012,ITH4,Friuli-Venezia Giulia,PPS_EU27_2020_HAB,"Purchasing power standard (PPS, EU27 from 2020), per inhabitant",A,Annual,27900.0
