DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2006,122.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2007,125.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2008,124.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2009,116.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2010,115.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2011,116.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2012,112.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2013,109.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2014,109.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2015,109.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2016,110.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2017,111.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2018,111.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2019,111.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2020,100.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2021,108.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2022,112.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2023,116.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC3,2024,115.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2000,94.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2001,96.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2002,97.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2003,97.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2004,99.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2005,99.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2006,101.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2007,103.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2008,105.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2009,98.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2010,103.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2011,103.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2012,101.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2013,99.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2014,99.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2015,100.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2016,102.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2017,105.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2018,107.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2019,107.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2020,100.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2021,110.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2022,115.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2023,115.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITC4,2024,117.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2000,113.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2001,115.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2002,115.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2003,114.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2004,114.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2005,115.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2006,117.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2007,118.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2008,116.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2009,110.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2010,109.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2011,109.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2012,107.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2013,104.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2014,104.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2015,105.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2016,106.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2017,107.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2018,107.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2019,108.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2020,100.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2021,108.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2022,114.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2023,116.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF,2024,117.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2000,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2001,110.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2002,110.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2003,108.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2004,106.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2005,108.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2006,111.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2007,113.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2008,113.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2009,106.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2010,108.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2011,111.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2012,109.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2013,107.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2014,106.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2015,106.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2016,107.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2017,107.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2018,107.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2019,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2020,100.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2021,108.4,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2022,114.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2023,117.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF1,2024,117.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2000,122.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2001,124.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2002,124.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2003,122.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2004,124.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2005,123.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2006,126.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2007,127.8,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2008,121.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2009,116.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2010,114.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2011,113.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2012,108.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2013,101.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2014,100.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2015,102.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2016,103.7,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2017,105.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2018,107.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2019,109.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2020,100.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2021,107.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2022,111.2,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2023,114.0,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF2,2024,112.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2000,114.9,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2001,117.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2002,118.3,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2003,117.1,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2004,117.6,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2005,117.5,,
ESTAT:NAMA_10R_2GVAGR(1.0),23/03/26 23:00:00,A,B1G,I20,ITF3,2006,119.3,,
