Type,Country/area,Subregion,Region,Plant / Project name,Unit / Phase name,Plant / Project name (local),Plant / Project name (other),Capacity (MW),Status,Start year,Retired year,Technology,Fuel,Hydrogen production,Hydrogen capable,Country/area 1 (hydropower only),Country/area 2 (hydropower only),Country/area 1 Capacity (MW) (hydropower only),Country/area 2 Capacity (MW) (hydropower only),Owner,Parent,CHP,CCS,Conversion/replacement,Unit conversion year,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Captive Industry Type,Captive Industry Use,Captive Non Industry Use,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (state, province)",GEM location ID,GEM unit/phase ID,GEM.Wiki URL
solar,Italy,Southern Europe,Europe,Corinaldo Ancona solar farm II,--,,,2.3,operating,,,PV,,,,,,,,,,,,,,,,,,,43.4801,13.2188,approximate,Corinaldo,Ancona,,Marche,L100000823111,G100000826177,https://www.gem.wiki/Corinaldo_Ancona_solar_farm_II
solar,Italy,Southern Europe,Europe,Corinaldo Ancona solar farm III,--,,,3.7,operating,,,PV,,,,,,,,,,,,,,,,,,,43.4801,13.2188,approximate,Corinaldo,Ancona,,Marche,L100000823112,G100000826178,https://www.gem.wiki/Corinaldo_Ancona_solar_farm_III
solar,Italy,Southern Europe,Europe,Corridonia Macerata solar farm I,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,Corridonia,Macerata,,Marche,L100000823113,G100000826179,https://www.gem.wiki/Corridonia_Macerata_solar_farm_I
solar,Italy,Southern Europe,Europe,Corridonia Macerata solar farm II,--,,,4.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,Corridonia,Macerata,,Marche,L100000823114,G100000826180,https://www.gem.wiki/Corridonia_Macerata_solar_farm_II
solar,Italy,Southern Europe,Europe,Costa De' Nobili Pavia solar farm,--,,,2.7,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0369,9.1378,approximate,Costa De' Nobili,Pavia,,Lombardia,L100000823117,G100000826183,https://www.gem.wiki/Costa_De'_Nobili_Pavia_solar_farm
solar,Italy,Southern Europe,Europe,Cotignola Ravenna solar farm I,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.3641,12.059,approximate,Cotignola,Ravenna,,Emilia Romagna,L100000823118,G100000826184,https://www.gem.wiki/Cotignola_Ravenna_solar_farm_I
solar,Italy,Southern Europe,Europe,Cotignola Ravenna solar farm II,--,,,3.7,operating,,,PV,,,,,,,,,,,,,,,,,,,44.3641,12.059,approximate,Cotignola,Ravenna,,Emilia Romagna,L100000823119,G100000826185,https://www.gem.wiki/Cotignola_Ravenna_solar_farm_II
solar,Italy,Southern Europe,Europe,Cozzi Battaglia solar project,--,,,13.2,operating,2011,,Assumed PV,,,,,,,,,,,,,,,,,,,37.2866,15.1119,approximate,,,,,L100001003892,G100001004481,https://www.gem.wiki/Cozzi_Battaglia_solar_project
solar,Italy,Southern Europe,Europe,Cremona solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2209,10.037,approximate,Cremona,Cremona,,Lombardia,L100000823121,G100000826187,https://www.gem.wiki/Cremona_solar_farm
solar,Italy,Southern Europe,Europe,Cremosano Cremona solar farm,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2209,10.037,approximate,Cremosano,Cremona,,Lombardia,L100000823122,G100000826188,https://www.gem.wiki/Cremosano_Cremona_solar_farm
solar,Italy,Southern Europe,Europe,Crotone solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,39.1874,16.8783,approximate,Crotone,Crotone,,Calabria,L100000823124,G100000826190,https://www.gem.wiki/Crotone_solar_farm
solar,Italy,Southern Europe,Europe,Cuneo solar farm I,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cuneo,Cuneo,,Piemonte,L100000823126,G100000826192,https://www.gem.wiki/Cuneo_solar_farm_I
solar,Italy,Southern Europe,Europe,Cuneo solar farm II,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cuneo,Cuneo,,Piemonte,L100000823127,G100000826193,https://www.gem.wiki/Cuneo_solar_farm_II
solar,Italy,Southern Europe,Europe,Cuneo solar farm III,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cuneo,Cuneo,,Piemonte,L100000823128,G100000826194,https://www.gem.wiki/Cuneo_solar_farm_III
solar,Italy,Southern Europe,Europe,Cuneo solar farm IV,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cuneo,Cuneo,,Piemonte,L100000823129,G100000826195,https://www.gem.wiki/Cuneo_solar_farm_IV
solar,Italy,Southern Europe,Europe,Cupello Chieti solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,Cupello,Chieti,,Abruzzo,L100000823130,G100000826196,https://www.gem.wiki/Cupello_Chieti_solar_farm
solar,Italy,Southern Europe,Europe,Curinga Catanzaro solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,38.83,16.4316,approximate,Curinga,Catanzaro,,Calabria,L100000823131,G100000826197,https://www.gem.wiki/Curinga_Catanzaro_solar_farm
solar,Italy,Southern Europe,Europe,Curtarolo Padova solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.4077,11.8735,approximate,Curtarolo,Padova,,Veneto,L100000823132,G100000826198,https://www.gem.wiki/Curtarolo_Padova_solar_farm
solar,Italy,Southern Europe,Europe,Custonaci Trapani solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,38.0174,12.516,approximate,Custonaci,Trapani,,Sicilia,L100000823133,G100000826199,https://www.gem.wiki/Custonaci_Trapani_solar_farm
solar,Italy,Southern Europe,Europe,Cutro Crotone solar farm,--,,,2.1,operating,,,PV,,,,,,,,,,,,,,,,,,,39.1874,16.8783,approximate,Cutro,Crotone,,Calabria,L100000823134,G100000826200,https://www.gem.wiki/Cutro_Crotone_solar_farm
solar,Italy,Southern Europe,Europe,DE Stern solar project,--,,,6.2,operating,2010,,PV,,,,,,,,,,,,,,,,,,,44.8765,10.4119,exact,Parma,Parma,,Emilia Romagna,L100000823552,G100000826618,https://www.gem.wiki/DE_Stern_solar_project
solar,Italy,Southern Europe,Europe,Deliceto solar project,--,,,12.3,operating,2011,,PV,,,,,,,,,,,,,,,,,,,41.217,15.487,exact,Ascoli Satriano,Foggia,,Puglia,L100000822867,G100000825933,https://www.gem.wiki/Deliceto_solar_project
solar,Italy,Southern Europe,Europe,Deruta Perugia solar farm I,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,43.107,12.403,approximate,Deruta,Perugia,,Umbria,L100000823135,G100000826201,https://www.gem.wiki/Deruta_Perugia_solar_farm_I
solar,Italy,Southern Europe,Europe,Deruta Perugia solar farm II,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.107,12.403,approximate,Deruta,Perugia,,Umbria,L100000823136,G100000826202,https://www.gem.wiki/Deruta_Perugia_solar_farm_II
solar,Italy,Southern Europe,Europe,Deruta Perugia solar farm III,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,43.107,12.403,approximate,Deruta,Perugia,,Umbria,L100000823137,G100000826203,https://www.gem.wiki/Deruta_Perugia_solar_farm_III
solar,Italy,Southern Europe,Europe,Diano D'Alba Cuneo solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Diano D'Alba,Cuneo,,Piemonte,L100000823138,G100000826204,https://www.gem.wiki/Diano_D'Alba_Cuneo_solar_farm
solar,Italy,Southern Europe,Europe,Dovera Cremona solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2209,10.037,approximate,Dovera,Cremona,,Lombardia,L100000823139,G100000826205,https://www.gem.wiki/Dovera_Cremona_solar_farm
solar,Italy,Southern Europe,Europe,Duccotto solar project,--,,,7.6,operating,2010,,PV,,,,,,,,,,,,,,,,,,,37.908,13.315,exact,Monreale,Palermo,,Sicilia,L100000823409,G100000826475,https://www.gem.wiki/Duccotto_solar_project
solar,Italy,Southern Europe,Europe,Eboli Salerno solar farm I,--,,,4.7,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,Eboli,Salerno,,Campania,L100000823140,G100000826206,https://www.gem.wiki/Eboli_Salerno_solar_farm_I
solar,Italy,Southern Europe,Europe,Eboli Salerno solar farm II,--,,,7.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,Eboli,Salerno,,Campania,L100000823141,G100000826207,https://www.gem.wiki/Eboli_Salerno_solar_farm_II
solar,Italy,Southern Europe,Europe,Eboli Salerno solar farm III,--,,,7.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,Eboli,Salerno,,Campania,L100000823142,G100000826208,https://www.gem.wiki/Eboli_Salerno_solar_farm_III
solar,Italy,Southern Europe,Europe,Eboli Salerno solar farm IV,--,,,7.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.4194,15.3108,approximate,Eboli,Salerno,,Campania,L100000823143,G100000826209,https://www.gem.wiki/Eboli_Salerno_solar_farm_IV
solar,Italy,Southern Europe,Europe,Enna solar farm,--,,,3.8,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5668,14.2808,approximate,Enna,Enna,,Sicilia,L100000823145,G100000826211,https://www.gem.wiki/Enna_solar_farm
solar,Italy,Southern Europe,Europe,Erika solar project,--,,,9.6,operating,2011,,PV,,,,,,,,,,,,,,,,,,,37.689,12.721,exact,Castelvetrano,Trapani,,Sicilia,L100000823022,G100000826088,https://www.gem.wiki/Erika_solar_project
solar,Italy,Southern Europe,Europe,Fabriano Ancona solar farm,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,43.4801,13.2188,approximate,Fabriano,Ancona,,Marche,L100000823146,G100000826212,https://www.gem.wiki/Fabriano_Ancona_solar_farm
solar,Italy,Southern Europe,Europe,Fabrica Di Roma Viterbo solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,42.4937,11.9451,approximate,Fabrica Di Roma,Viterbo,,Lazio,L100000823147,G100000826213,https://www.gem.wiki/Fabrica_Di_Roma_Viterbo_solar_farm
solar,Italy,Southern Europe,Europe,Fano Pesaro E Urbino solar farm,--,,,3.8,operating,,,PV,,,,,,,,,,,,,,,,,,,43.6941,12.7013,approximate,Fano,Pesaro e Urbino,,Marche,L100000823148,G100000826214,https://www.gem.wiki/Fano_Pesaro_E_Urbino_solar_farm
solar,Italy,Southern Europe,Europe,Fattoria Bancina A solar project,--,,,5.0,operating,2013,,Assumed PV,,,,,,,,,,,,,,,,,,,37.225,13.72,exact,,,,,L100001003896,G100001004485,https://www.gem.wiki/Fattoria_Bancina_A_solar_project
solar,Italy,Southern Europe,Europe,Fattoria Bancina solar project,--,,,8.4,operating,2011,,Assumed PV,,,,,,,,,,,,,,,,,,,37.216,13.72,exact,,,,,L100001003897,G100001004486,https://www.gem.wiki/Fattoria_Bancina_solar_project
solar,Italy,Southern Europe,Europe,Fattoria Narbone A solar project,--,,,10.0,operating,2016,,Assumed PV,,,,,,,,,,,,,,,,,,,37.236,13.743,exact,,,,,L100001003898,G100001004487,https://www.gem.wiki/Fattoria_Narbone_A_solar_project
solar,Italy,Southern Europe,Europe,Fauglia Pisa solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,43.7159,10.4019,approximate,Fauglia,Pisa,,Toscana,L100000823149,G100000826215,https://www.gem.wiki/Fauglia_Pisa_solar_farm
solar,Italy,Southern Europe,Europe,Felizzano Alessandria solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.835,8.745,approximate,Felizzano,Alessandria,,Piemonte,L100000823150,G100000826216,https://www.gem.wiki/Felizzano_Alessandria_solar_farm
solar,Italy,Southern Europe,Europe,Ferentino Frosinone solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.6286,13.5759,approximate,Ferentino,Frosinone,,Lazio,L100000823151,G100000826217,https://www.gem.wiki/Ferentino_Frosinone_solar_farm
solar,Italy,Southern Europe,Europe,Fermo solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.0923,13.6388,approximate,Fermo,Fermo,,Marche,L100000823153,G100000826219,https://www.gem.wiki/Fermo_solar_farm
solar,Italy,Southern Europe,Europe,Ferrara solar farm I,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823155,G100000826221,https://www.gem.wiki/Ferrara_solar_farm_I
solar,Italy,Southern Europe,Europe,Ferrara solar farm II,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823156,G100000826222,https://www.gem.wiki/Ferrara_solar_farm_II
solar,Italy,Southern Europe,Europe,Ferrara solar farm III,--,,,3.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823157,G100000826223,https://www.gem.wiki/Ferrara_solar_farm_III
solar,Italy,Southern Europe,Europe,Ferrara solar farm IV,--,,,3.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823158,G100000826224,https://www.gem.wiki/Ferrara_solar_farm_IV
solar,Italy,Southern Europe,Europe,Ferrara solar farm V,--,,,11.8,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823159,G100000826225,https://www.gem.wiki/Ferrara_solar_farm_V
solar,Italy,Southern Europe,Europe,Ferrara solar farm VI,--,,,11.9,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Ferrara,Ferrara,,Emilia Romagna,L100000823160,G100000826226,https://www.gem.wiki/Ferrara_solar_farm_VI
solar,Italy,Southern Europe,Europe,Fidenza Parma solar farm I,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.8014,10.3281,approximate,Fidenza,Parma,,Emilia Romagna,L100000823162,G100000826228,https://www.gem.wiki/Fidenza_Parma_solar_farm_I
solar,Italy,Southern Europe,Europe,Fidenza Parma solar farm II,--,,,3.4,operating,,,PV,,,,,,,,,,,,,,,,,,,44.8014,10.3281,approximate,Fidenza,Parma,,Emilia Romagna,L100000823163,G100000826229,https://www.gem.wiki/Fidenza_Parma_solar_farm_II
solar,Italy,Southern Europe,Europe,Filandari Vibo Valentia solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,38.6267,16.0987,approximate,Filandari,Vibo Valentia,,Calabria,L100000823164,G100000826230,https://www.gem.wiki/Filandari_Vibo_Valentia_solar_farm
solar,Italy,Southern Europe,Europe,Fiorano Modenese Modena solar farm,--,,,2.7,operating,,,PV,,,,,,,,,,,,,,,,,,,44.5385,10.936,approximate,Fiorano Modenese,Modena,,Emilia Romagna,L100000823165,G100000826231,https://www.gem.wiki/Fiorano_Modenese_Modena_solar_farm
solar,Italy,Southern Europe,Europe,Fiscaglia Ferrara solar farm I,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Fiscaglia,Ferrara,,Emilia Romagna,L100000823167,G100000826233,https://www.gem.wiki/Fiscaglia_Ferrara_solar_farm_I
solar,Italy,Southern Europe,Europe,Fiscaglia Ferrara solar farm II,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Fiscaglia,Ferrara,,Emilia Romagna,L100000823168,G100000826234,https://www.gem.wiki/Fiscaglia_Ferrara_solar_farm_II
solar,Italy,Southern Europe,Europe,Fiscaglia Ferrara solar farm III,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Fiscaglia,Ferrara,,Emilia Romagna,L100000823169,G100000826235,https://www.gem.wiki/Fiscaglia_Ferrara_solar_farm_III
solar,Italy,Southern Europe,Europe,Fiscaglia Ferrara solar farm IV,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Fiscaglia,Ferrara,,Emilia Romagna,L100000823170,G100000826236,https://www.gem.wiki/Fiscaglia_Ferrara_solar_farm_IV
solar,Italy,Southern Europe,Europe,Fiumicino Roma solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Fiumicino,Roma,,Lazio,L100000823171,G100000826237,https://www.gem.wiki/Fiumicino_Roma_solar_farm
solar,Italy,Southern Europe,Europe,Floridia Siracusa solar farm,--,,,2.3,operating,,,PV,,,,,,,,,,,,,,,,,,,37.0646,15.2907,approximate,Floridia,Siracusa,,Sicilia,L100000823172,G100000826238,https://www.gem.wiki/Floridia_Siracusa_solar_farm
solar,Italy,Southern Europe,Europe,Florinas Sassari solar farm,--,,,3.1,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7233,8.561,approximate,Florinas,Sassari,,Sardegna,L100000823173,G100000826239,https://www.gem.wiki/Florinas_Sassari_solar_farm
solar,Italy,Southern Europe,Europe,Foggia solar farm I,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823176,G100000826242,https://www.gem.wiki/Foggia_solar_farm_I
solar,Italy,Southern Europe,Europe,Foggia solar farm II,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823177,G100000826243,https://www.gem.wiki/Foggia_solar_farm_II
solar,Italy,Southern Europe,Europe,Foggia solar farm III,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823178,G100000826244,https://www.gem.wiki/Foggia_solar_farm_III
solar,Italy,Southern Europe,Europe,Foggia solar farm IV,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823179,G100000826245,https://www.gem.wiki/Foggia_solar_farm_IV
solar,Italy,Southern Europe,Europe,Foggia solar farm V,--,,,3.5,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823181,G100000826247,https://www.gem.wiki/Foggia_solar_farm_V
solar,Italy,Southern Europe,Europe,Foggia solar farm VI,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823182,G100000826248,https://www.gem.wiki/Foggia_solar_farm_VI
solar,Italy,Southern Europe,Europe,Foggia solar farm VII,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823183,G100000826249,https://www.gem.wiki/Foggia_solar_farm_VII
solar,Italy,Southern Europe,Europe,Foggia solar farm VIII,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823184,G100000826250,https://www.gem.wiki/Foggia_solar_farm_VIII
solar,Italy,Southern Europe,Europe,Foggia solar farm X,--,,,11.9,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823185,G100000826251,https://www.gem.wiki/Foggia_solar_farm_X
solar,Italy,Southern Europe,Europe,Foggia solar farm XI,--,,,12.7,operating,,,PV,,,,,,,,,,,,,,,,,,,41.5028,15.4529,approximate,Foggia,Foggia,,Puglia,L100000823186,G100000826252,https://www.gem.wiki/Foggia_solar_farm_XI
solar,Italy,Southern Europe,Europe,Fondi Latina solar farm,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Fondi,Latina,,Lazio,L100000823188,G100000826254,https://www.gem.wiki/Fondi_Latina_solar_farm
solar,Italy,Southern Europe,Europe,Forli' Forli'-Cesena solar farm I,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,44.0227,12.0141,approximate,Forli',Forli'-Cesena,,Emilia Romagna,L100000823189,G100000826255,https://www.gem.wiki/Forli'_Forli'-Cesena_solar_farm_I
solar,Italy,Southern Europe,Europe,Forli' Forli'-Cesena solar farm II,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.0227,12.0141,approximate,Forli',Forli'-Cesena,,Emilia Romagna,L100000823190,G100000826256,https://www.gem.wiki/Forli'_Forli'-Cesena_solar_farm_II
solar,Italy,Southern Europe,Europe,Formigliana Vercelli solar farm,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5554,8.3463,approximate,Formigliana,Vercelli,,Piemonte,L100000823192,G100000826258,https://www.gem.wiki/Formigliana_Vercelli_solar_farm
solar,Italy,Southern Europe,Europe,Fosca solar project,--,,,6.4,operating,2011,,PV,,,,,,,,,,,,,,,,,,,40.312,17.998,exact,Leverano,Lecce,,Puglia,L100000823321,G100000826387,https://www.gem.wiki/Fosca_solar_project
solar,Italy,Southern Europe,Europe,Fossalta Di Portogruaro Venezia solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,45.4372,12.3346,approximate,Fossalta Di Portogruaro,Venezia,,Veneto,L100000823193,G100000826259,https://www.gem.wiki/Fossalta_Di_Portogruaro_Venezia_solar_farm
solar,Italy,Southern Europe,Europe,Fossano Cuneo solar farm I,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Fossano,Cuneo,,Piemonte,L100000823194,G100000826260,https://www.gem.wiki/Fossano_Cuneo_solar_farm_I
solar,Italy,Southern Europe,Europe,Fossano Cuneo solar farm II,--,,,2.2,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Fossano,Cuneo,,Piemonte,L100000823195,G100000826261,https://www.gem.wiki/Fossano_Cuneo_solar_farm_II
solar,Italy,Southern Europe,Europe,Fossano Cuneo solar farm III,--,,,2.4,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Fossano,Cuneo,,Piemonte,L100000823196,G100000826262,https://www.gem.wiki/Fossano_Cuneo_solar_farm_III
solar,Italy,Southern Europe,Europe,Fossano Cuneo solar farm IV,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Fossano,Cuneo,,Piemonte,L100000823197,G100000826263,https://www.gem.wiki/Fossano_Cuneo_solar_farm_IV
solar,Italy,Southern Europe,Europe,Francavilla Fontana Brindisi solar farm I,--,,,2.2,operating,,,PV,,,,,,,,,,,,,,,,,,,40.6359,17.6884,approximate,Francavilla Fontana,Brindisi,,Puglia,L100000823198,G100000826264,https://www.gem.wiki/Francavilla_Fontana_Brindisi_solar_farm_I
solar,Italy,Southern Europe,Europe,Francavilla Fontana Brindisi solar farm II,--,,,8.0,operating,,,PV,,,,,,,,,,,,,,,,,,,40.6359,17.6884,approximate,Francavilla Fontana,Brindisi,,Puglia,L100000823199,G100000826265,https://www.gem.wiki/Francavilla_Fontana_Brindisi_solar_farm_II
solar,Italy,Southern Europe,Europe,Francofonte Siracusa solar farm I,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,37.0646,15.2907,approximate,Francofonte,Siracusa,,Sicilia,L100000823200,G100000826266,https://www.gem.wiki/Francofonte_Siracusa_solar_farm_I
solar,Italy,Southern Europe,Europe,Francofonte Siracusa solar farm II,--,,,3.4,operating,,,PV,,,,,,,,,,,,,,,,,,,37.0646,15.2907,approximate,Francofonte,Siracusa,,Sicilia,L100000823201,G100000826267,https://www.gem.wiki/Francofonte_Siracusa_solar_farm_II
solar,Italy,Southern Europe,Europe,Fresonara Alessandria solar farm,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.835,8.745,approximate,Fresonara,Alessandria,,Piemonte,L100000823202,G100000826268,https://www.gem.wiki/Fresonara_Alessandria_solar_farm
solar,Italy,Southern Europe,Europe,Frugarolo Alessandria solar farm,--,,,2.8,operating,,,PV,,,,,,,,,,,,,,,,,,,44.835,8.745,approximate,Frugarolo,Alessandria,,Piemonte,L100000823204,G100000826270,https://www.gem.wiki/Frugarolo_Alessandria_solar_farm
solar,Italy,Southern Europe,Europe,Furci Chieti solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1027,14.4159,approximate,Furci,Chieti,,Abruzzo,L100000823205,G100000826271,https://www.gem.wiki/Furci_Chieti_solar_farm
solar,Italy,Southern Europe,Europe,Gaiarine Treviso solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,45.8067,12.2063,approximate,Gaiarine,Treviso,,Veneto,L100000823206,G100000826272,https://www.gem.wiki/Gaiarine_Treviso_solar_farm
solar,Italy,Southern Europe,Europe,Galatina Lecce solar farm I,--,,,3.8,operating,,,PV,,,,,,,,,,,,,,,,,,,40.1522,18.2261,approximate,Galatina,Lecce,,Puglia,L100000823207,G100000826273,https://www.gem.wiki/Galatina_Lecce_solar_farm_I
solar,Italy,Southern Europe,Europe,Galliera Bologna solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4939,11.3426,approximate,Galliera,Bologna,,Emilia Romagna,L100000823209,G100000826275,https://www.gem.wiki/Galliera_Bologna_solar_farm
solar,Italy,Southern Europe,Europe,Galtelli Nuoro solar farm,--,,,4.1,operating,,,PV,,,,,,,,,,,,,,,,,,,40.264,9.1272,approximate,Galtelli,Nuoro,,Sardegna,L100000823210,G100000826276,https://www.gem.wiki/Galtelli_Nuoro_solar_farm
solar,Italy,Southern Europe,Europe,Gamascia solar project,--,,,9.7,operating,2010,,PV,,,,,,,,,,,,,,,,,,,40.156,18.149,exact,Galatina,Lecce,,Puglia,L100000823208,G100000826274,https://www.gem.wiki/Gamascia_solar_project
