Type,Country/area,Subregion,Region,Plant / Project name,Unit / Phase name,Plant / Project name (local),Plant / Project name (other),Capacity (MW),Status,Start year,Retired year,Technology,Fuel,Hydrogen production,Hydrogen capable,Country/area 1 (hydropower only),Country/area 2 (hydropower only),Country/area 1 Capacity (MW) (hydropower only),Country/area 2 Capacity (MW) (hydropower only),Owner,Parent,CHP,CCS,Conversion/replacement,Unit conversion year,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Captive Industry Type,Captive Industry Use,Captive Non Industry Use,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (state, province)",GEM location ID,GEM unit/phase ID,GEM.Wiki URL
solar,Italy,Southern Europe,Europe,Castelgomberto Vicenza solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.6349,11.4064,approximate,Castelgomberto,Vicenza,,Veneto,L100000823010,G100000826076,https://www.gem.wiki/Castelgomberto_Vicenza_solar_farm
solar,Italy,Southern Europe,Europe,Castelguglielmo Rovigo solar farm,--,,,5.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,Castelguglielmo,Rovigo,,Veneto,L100000823011,G100000826077,https://www.gem.wiki/Castelguglielmo_Rovigo_solar_farm
solar,Italy,Southern Europe,Europe,Castellaneta Taranto solar farm I,--,,,6.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.5488,17.0806,approximate,Castellaneta,Taranto,,Puglia,L100000823012,G100000826078,https://www.gem.wiki/Castellaneta_Taranto_solar_farm_I
solar,Italy,Southern Europe,Europe,Castellaneta Taranto solar farm II,--,,,7.1,operating,,,PV,,,,,,,,,,,,,,,,,,,40.5488,17.0806,approximate,Castellaneta,Taranto,,Puglia,L100000823013,G100000826079,https://www.gem.wiki/Castellaneta_Taranto_solar_farm_II
solar,Italy,Southern Europe,Europe,Castellazzo Bormida Alessandria solar farm,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.835,8.745,approximate,Castellazzo Bormida,Alessandria,,Piemonte,L100000823014,G100000826080,https://www.gem.wiki/Castellazzo_Bormida_Alessandria_solar_farm
solar,Italy,Southern Europe,Europe,Castello D'Argile Bologna solar farm,--,,,2.1,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4939,11.3426,approximate,Castello D'Argile,Bologna,,Emilia Romagna,L100000823015,G100000826081,https://www.gem.wiki/Castello_D'Argile_Bologna_solar_farm
solar,Italy,Southern Europe,Europe,Castelnovetto Pavia solar farm,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0369,9.1378,approximate,Castelnovetto,Pavia,,Lombardia,L100000823016,G100000826082,https://www.gem.wiki/Castelnovetto_Pavia_solar_farm
solar,Italy,Southern Europe,Europe,Castelnuovo Del Garda Verona solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.4385,10.9924,approximate,Castelnuovo Del Garda,Verona,,Veneto,L100000823017,G100000826083,https://www.gem.wiki/Castelnuovo_Del_Garda_Verona_solar_farm
solar,Italy,Southern Europe,Europe,Castelnuovo Di Porto Roma solar farm,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Castelnuovo Di Porto,Roma,,Lazio,L100000823018,G100000826084,https://www.gem.wiki/Castelnuovo_Di_Porto_Roma_solar_farm
solar,Italy,Southern Europe,Europe,Castelnuovo Rangone Modena solar farm,--,,,2.1,operating,,,PV,,,,,,,,,,,,,,,,,,,44.5385,10.936,approximate,Castelnuovo Rangone,Modena,,Emilia Romagna,L100000823019,G100000826085,https://www.gem.wiki/Castelnuovo_Rangone_Modena_solar_farm
solar,Italy,Southern Europe,Europe,Casteltermini Agrigento solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,37.3123,13.5747,approximate,Casteltermini,Agrigento,,Sicilia,L100000823020,G100000826086,https://www.gem.wiki/Casteltermini_Agrigento_solar_farm
solar,Italy,Southern Europe,Europe,Castelvetrano Trapani solar farm I,--,,,2.5,operating,,,PV,,,,,,,,,,,,,,,,,,,38.0174,12.516,approximate,Castelvetrano,Trapani,,Sicilia,L100000823021,G100000826087,https://www.gem.wiki/Castelvetrano_Trapani_solar_farm_I
solar,Italy,Southern Europe,Europe,Castelvetro Di Modena Modena solar farm I,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.5385,10.936,approximate,Castelvetro Di Modena,Modena,,Emilia Romagna,L100000823023,G100000826089,https://www.gem.wiki/Castelvetro_Di_Modena_Modena_solar_farm_I
solar,Italy,Southern Europe,Europe,Castelvetro Di Modena Modena solar farm II,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,44.5385,10.936,approximate,Castelvetro Di Modena,Modena,,Emilia Romagna,L100000823024,G100000826090,https://www.gem.wiki/Castelvetro_Di_Modena_Modena_solar_farm_II
solar,Italy,Southern Europe,Europe,Castelvetro Piacentino Piacenza solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,44.8476,9.6665,approximate,Castelvetro Piacentino,Piacenza,,Emilia Romagna,L100000823025,G100000826091,https://www.gem.wiki/Castelvetro_Piacentino_Piacenza_solar_farm
solar,Italy,Southern Europe,Europe,Castelvisconti Cremona solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.2209,10.037,approximate,Castelvisconti,Cremona,,Lombardia,L100000823026,G100000826092,https://www.gem.wiki/Castelvisconti_Cremona_solar_farm
solar,Italy,Southern Europe,Europe,Castenedolo Brescia solar farm,--,,,1.1,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7796,10.4259,approximate,Castenedolo,Brescia,,Lombardia,L100000823027,G100000826093,https://www.gem.wiki/Castenedolo_Brescia_solar_farm
solar,Italy,Southern Europe,Europe,Castiglione Del Lago Perugia solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,43.107,12.403,approximate,Castiglione Del Lago,Perugia,,Umbria,L100000823028,G100000826094,https://www.gem.wiki/Castiglione_Del_Lago_Perugia_solar_farm
solar,Italy,Southern Europe,Europe,Castiglione Delle Stiviere Mantova solar farm,--,,,1.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.1693,10.6708,approximate,Castiglione Delle Stiviere,Mantova,,Lombardia,L100000823029,G100000826095,https://www.gem.wiki/Castiglione_Delle_Stiviere_Mantova_solar_farm
solar,Italy,Southern Europe,Europe,Castiglione Di Sicilia Catania solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Castiglione Di Sicilia,Catania,,Sicilia,L100000823030,G100000826096,https://www.gem.wiki/Castiglione_Di_Sicilia_Catania_solar_farm
solar,Italy,Southern Europe,Europe,Castignano Ascoli Piceno solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,42.8834,13.5396,approximate,Castignano,Ascoli Piceno,,Marche,L100000823031,G100000826097,https://www.gem.wiki/Castignano_Ascoli_Piceno_solar_farm
solar,Italy,Southern Europe,Europe,Castrocielo Frosinone solar farm,--,,,3.2,operating,,,PV,,,,,,,,,,,,,,,,,,,41.6286,13.5759,approximate,Castrocielo,Frosinone,,Lazio,L100000823032,G100000826098,https://www.gem.wiki/Castrocielo_Frosinone_solar_farm
solar,Italy,Southern Europe,Europe,Castronuovo Di Sicilia Palermo solar farm,--,,,3.9,operating,,,PV,,,,,,,,,,,,,,,,,,,38.1112,13.3524,approximate,Castronuovo Di Sicilia,Palermo,,Sicilia,L100000823033,G100000826099,https://www.gem.wiki/Castronuovo_Di_Sicilia_Palermo_solar_farm
solar,Italy,Southern Europe,Europe,Catania solar farm I,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Catania,Catania,,Sicilia,L100000823036,G100000826102,https://www.gem.wiki/Catania_solar_farm_I
solar,Italy,Southern Europe,Europe,Catania solar farm II,--,,,1.6,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Catania,Catania,,Sicilia,L100000823037,G100000826103,https://www.gem.wiki/Catania_solar_farm_II
solar,Italy,Southern Europe,Europe,Catania solar farm III,--,,,2.7,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Catania,Catania,,Sicilia,L100000823038,G100000826104,https://www.gem.wiki/Catania_solar_farm_III
solar,Italy,Southern Europe,Europe,Catania solar farm IV,--,,,6.0,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Catania,Catania,,Sicilia,L100000823039,G100000826105,https://www.gem.wiki/Catania_solar_farm_IV
solar,Italy,Southern Europe,Europe,Catania solar farm V,--,,,10.0,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5024,15.0874,approximate,Catania,Catania,,Sicilia,L100000823040,G100000826106,https://www.gem.wiki/Catania_solar_farm_V
solar,Italy,Southern Europe,Europe,Catanzaro solar farm,--,,,8.0,operating,,,PV,,,,,,,,,,,,,,,,,,,38.83,16.4316,approximate,Catanzaro,Catanzaro,,Calabria,L100000823042,G100000826108,https://www.gem.wiki/Catanzaro_solar_farm
solar,Italy,Southern Europe,Europe,Cavarzere Venezia solar farm,--,,,2.7,operating,,,PV,,,,,,,,,,,,,,,,,,,45.4372,12.3346,approximate,Cavarzere,Venezia,,Veneto,L100000823043,G100000826109,https://www.gem.wiki/Cavarzere_Venezia_solar_farm
solar,Italy,Southern Europe,Europe,Cavriglia Arezzo solar farm I,--,,,2.1,operating,,,PV,,,,,,,,,,,,,,,,,,,43.5172,11.7639,approximate,Cavriglia,Arezzo,,Toscana,L100000823044,G100000826110,https://www.gem.wiki/Cavriglia_Arezzo_solar_farm_I
solar,Italy,Southern Europe,Europe,Cavriglia Arezzo solar farm II,--,,,7.0,operating,,,PV,,,,,,,,,,,,,,,,,,,43.5172,11.7639,approximate,Cavriglia,Arezzo,,Toscana,L100000823045,G100000826111,https://www.gem.wiki/Cavriglia_Arezzo_solar_farm_II
solar,Italy,Southern Europe,Europe,Cavriglia Arezzo solar farm III,--,,,10.0,operating,,,PV,,,,,,,,,,,,,,,,,,,43.5172,11.7639,approximate,Cavriglia,Arezzo,,Toscana,L100000823046,G100000826112,https://www.gem.wiki/Cavriglia_Arezzo_solar_farm_III
solar,Italy,Southern Europe,Europe,Cellere Viterbo solar farm,--,,,3.1,operating,,,PV,,,,,,,,,,,,,,,,,,,42.4937,11.9451,approximate,Cellere,Viterbo,,Lazio,L100000823048,G100000826114,https://www.gem.wiki/Cellere_Viterbo_solar_farm
solar,Italy,Southern Europe,Europe,Ceneselli Rovigo solar farm I,--,,,3.9,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,Ceneselli,Rovigo,,Veneto,L100000823049,G100000826115,https://www.gem.wiki/Ceneselli_Rovigo_solar_farm_I
solar,Italy,Southern Europe,Europe,Ceneselli Rovigo solar farm II,--,,,3.9,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,Ceneselli,Rovigo,,Veneto,L100000823050,G100000826116,https://www.gem.wiki/Ceneselli_Rovigo_solar_farm_II
solar,Italy,Southern Europe,Europe,Ceneselli Rovigo solar farm III,--,,,4.8,operating,,,PV,,,,,,,,,,,,,,,,,,,44.9772,12.2742,approximate,Ceneselli,Rovigo,,Veneto,L100000823051,G100000826117,https://www.gem.wiki/Ceneselli_Rovigo_solar_farm_III
solar,Italy,Southern Europe,Europe,Cepagatti Pescara solar farm I,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.3103,13.9576,approximate,Cepagatti,Pescara,,Abruzzo,L100000823052,G100000826118,https://www.gem.wiki/Cepagatti_Pescara_solar_farm_I
solar,Italy,Southern Europe,Europe,Cepagatti Pescara solar farm II,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.3103,13.9576,approximate,Cepagatti,Pescara,,Abruzzo,L100000823053,G100000826119,https://www.gem.wiki/Cepagatti_Pescara_solar_farm_II
solar,Italy,Southern Europe,Europe,Cerami Enna solar farm,--,,,2.9,operating,,,PV,,,,,,,,,,,,,,,,,,,37.5668,14.2808,approximate,Cerami,Enna,,Sicilia,L100000823054,G100000826120,https://www.gem.wiki/Cerami_Enna_solar_farm
solar,Italy,Southern Europe,Europe,Cerchio L'Aquila solar farm I,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,Cerchio,L'Aquila,,Abruzzo,L100000823055,G100000826121,https://www.gem.wiki/Cerchio_L'Aquila_solar_farm_I
solar,Italy,Southern Europe,Europe,Cerchio L'Aquila solar farm II,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,Cerchio,L'Aquila,,Abruzzo,L100000823056,G100000826122,https://www.gem.wiki/Cerchio_L'Aquila_solar_farm_II
solar,Italy,Southern Europe,Europe,Cerrione Biella solar farm,--,,,3.8,operating,,,PV,,,,,,,,,,,,,,,,,,,45.567,8.0869,approximate,Cerrione,Biella,,Piemonte,L100000823057,G100000826123,https://www.gem.wiki/Cerrione_Biella_solar_farm
solar,Italy,Southern Europe,Europe,Cervere Cuneo solar farm,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cervere,Cuneo,,Piemonte,L100000823058,G100000826124,https://www.gem.wiki/Cervere_Cuneo_solar_farm
solar,Italy,Southern Europe,Europe,Cerveteri Roma solar farm,--,,,8.7,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Cerveteri,Roma,,Lazio,L100000823059,G100000826125,https://www.gem.wiki/Cerveteri_Roma_solar_farm
solar,Italy,Southern Europe,Europe,Cervia Ravenna solar farm,--,,,2.4,operating,,,PV,,,,,,,,,,,,,,,,,,,44.3641,12.059,approximate,Cervia,Ravenna,,Emilia Romagna,L100000823060,G100000826126,https://www.gem.wiki/Cervia_Ravenna_solar_farm
solar,Italy,Southern Europe,Europe,Cessapalombo Macerata solar farm,--,,,2.7,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,Cessapalombo,Macerata,,Marche,L100000823061,G100000826127,https://www.gem.wiki/Cessapalombo_Macerata_solar_farm
solar,Italy,Southern Europe,Europe,Ceva Cuneo solar farm,--,,,2.3,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Ceva,Cuneo,,Piemonte,L100000823062,G100000826128,https://www.gem.wiki/Ceva_Cuneo_solar_farm
solar,Italy,Southern Europe,Europe,Cherasco Cuneo solar farm I,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cherasco,Cuneo,,Piemonte,L100000823063,G100000826129,https://www.gem.wiki/Cherasco_Cuneo_solar_farm_I
solar,Italy,Southern Europe,Europe,Cherasco Cuneo solar farm II,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,44.4581,7.5581,approximate,Cherasco,Cuneo,,Piemonte,L100000823064,G100000826130,https://www.gem.wiki/Cherasco_Cuneo_solar_farm_II
solar,Italy,Southern Europe,Europe,Cheremule Sassari solar farm,--,,,2.9,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7233,8.561,approximate,Cheremule,Sassari,,Sardegna,L100000823065,G100000826131,https://www.gem.wiki/Cheremule_Sassari_solar_farm
solar,Italy,Southern Europe,Europe,Chiappaporazzito solar project,--,,,4.9,operating,2011,,PV,,,,,,,,,,,,,,,,,,,37.0162,14.5072,approximate,Acate,Ragusa,,Sicilia,L100000822789,G100000825855,https://www.gem.wiki/Chiappaporazzito_solar_project
solar,Italy,Southern Europe,Europe,Chiaramonte Gulfi Ragusa solar farm I,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,36.922,14.7214,approximate,Chiaramonte Gulfi,Ragusa,,Sicilia,L100000823066,G100000826132,https://www.gem.wiki/Chiaramonte_Gulfi_Ragusa_solar_farm_I
solar,Italy,Southern Europe,Europe,Chiari Brescia solar farm,--,,,1.8,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7796,10.4259,approximate,Chiari,Brescia,,Lombardia,L100000823068,G100000826134,https://www.gem.wiki/Chiari_Brescia_solar_farm
solar,Italy,Southern Europe,Europe,Chignolo Po Pavia solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0369,9.1378,approximate,Chignolo Po,Pavia,,Lombardia,L100000823070,G100000826136,https://www.gem.wiki/Chignolo_Po_Pavia_solar_farm
solar,Italy,Southern Europe,Europe,Chivasso Torino solar farm,--,,,1.5,operating,,,PV,,,,,,,,,,,,,,,,,,,45.0678,7.6825,approximate,Chivasso,Torino,,Piemonte,L100000823071,G100000826137,https://www.gem.wiki/Chivasso_Torino_solar_farm
solar,Italy,Southern Europe,Europe,Cigliano Vercelli solar farm I,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5554,8.3463,approximate,Cigliano,Vercelli,,Piemonte,L100000823072,G100000826138,https://www.gem.wiki/Cigliano_Vercelli_solar_farm_I
solar,Italy,Southern Europe,Europe,Cigliano Vercelli solar farm II,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5554,8.3463,approximate,Cigliano,Vercelli,,Piemonte,L100000823073,G100000826139,https://www.gem.wiki/Cigliano_Vercelli_solar_farm_II
solar,Italy,Southern Europe,Europe,Cigliano Vercelli solar farm III,--,,,6.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.5554,8.3463,approximate,Cigliano,Vercelli,,Piemonte,L100000823074,G100000826140,https://www.gem.wiki/Cigliano_Vercelli_solar_farm_III
solar,Italy,Southern Europe,Europe,Cigole Brescia solar farm,--,,,1.7,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7796,10.4259,approximate,Cigole,Brescia,,Lombardia,L100000823075,G100000826141,https://www.gem.wiki/Cigole_Brescia_solar_farm
solar,Italy,Southern Europe,Europe,Ciminna Palermo solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,38.1112,13.3524,approximate,Ciminna,Palermo,,Sicilia,L100000823076,G100000826142,https://www.gem.wiki/Ciminna_Palermo_solar_farm
solar,Italy,Southern Europe,Europe,Cingoli Macerata solar farm,--,,,2.6,operating,,,PV,,,,,,,,,,,,,,,,,,,43.153,13.1509,approximate,Cingoli,Macerata,,Marche,L100000823077,G100000826143,https://www.gem.wiki/Cingoli_Macerata_solar_farm
solar,Italy,Southern Europe,Europe,Cisano Bergamasco Bergamo solar farm,--,,,1.2,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7567,9.7542,approximate,Cisano Bergamasco,Bergamo,,Lombardia,L100000823078,G100000826144,https://www.gem.wiki/Cisano_Bergamasco_Bergamo_solar_farm
solar,Italy,Southern Europe,Europe,Ciserano Bergamo solar farm,--,,,1.4,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7567,9.7542,approximate,Ciserano,Bergamo,,Lombardia,L100000823079,G100000826145,https://www.gem.wiki/Ciserano_Bergamo_solar_farm
solar,Italy,Southern Europe,Europe,Cisterna Di Latina Latina solar farm I,--,,,2.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Cisterna Di Latina,Latina,,Lazio,L100000823080,G100000826146,https://www.gem.wiki/Cisterna_Di_Latina_Latina_solar_farm_I
solar,Italy,Southern Europe,Europe,Cisterna Di Latina Latina solar farm II,--,,,2.9,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Cisterna Di Latina,Latina,,Lazio,L100000823081,G100000826147,https://www.gem.wiki/Cisterna_Di_Latina_Latina_solar_farm_II
solar,Italy,Southern Europe,Europe,Cisterna Di Latina Latina solar farm III,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Cisterna Di Latina,Latina,,Lazio,L100000823082,G100000826148,https://www.gem.wiki/Cisterna_Di_Latina_Latina_solar_farm_III
solar,Italy,Southern Europe,Europe,Cisterna Di Latina Latina solar farm IV,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Cisterna Di Latina,Latina,,Lazio,L100000823083,G100000826149,https://www.gem.wiki/Cisterna_Di_Latina_Latina_solar_farm_IV
solar,Italy,Southern Europe,Europe,Cisterna Di Latina Latina solar farm V,--,,,3.8,operating,,,PV,,,,,,,,,,,,,,,,,,,41.4595,13.0126,approximate,Cisterna Di Latina,Latina,,Lazio,L100000823084,G100000826150,https://www.gem.wiki/Cisterna_Di_Latina_Latina_solar_farm_V
solar,Italy,Southern Europe,Europe,Cisterna di Latina solar farm,--,,,12.0,pre-construction,,,PV,,,,,,,,Kinesis Enerji; Ingenium,,,,,,,,,,,41.46,12.89,exact,Latina,Latina,,Lazio,L100000823085,G100000826151,https://www.gem.wiki/Cisterna_di_Latina_solar_farm
solar,Italy,Southern Europe,Europe,Cittanova Reggio Di Calabria solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,38.1035,15.6398,approximate,Cittanova,Reggio di Calabria,,Calabria,L100000823086,G100000826152,https://www.gem.wiki/Cittanova_Reggio_Di_Calabria_solar_farm
solar,Italy,Southern Europe,Europe,Cividate Camuno Brescia solar farm,--,,,3.3,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7796,10.4259,approximate,Cividate Camuno,Brescia,,Lombardia,L100000823087,G100000826153,https://www.gem.wiki/Cividate_Camuno_Brescia_solar_farm
solar,Italy,Southern Europe,Europe,Civitavecchia Roma solar farm I,--,,,1.1,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Civitavecchia,Roma,,Lazio,L100000823088,G100000826154,https://www.gem.wiki/Civitavecchia_Roma_solar_farm_I
solar,Italy,Southern Europe,Europe,Civitavecchia Roma solar farm II,--,,,2.8,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Civitavecchia,Roma,,Lazio,L100000823089,G100000826155,https://www.gem.wiki/Civitavecchia_Roma_solar_farm_II
solar,Italy,Southern Europe,Europe,Codroipo Udine solar farm,--,,,3.2,operating,,,PV,,,,,,,,,,,,,,,,,,,46.0635,13.2358,approximate,Codroipo,Udine,,Friuli Venezia Giulia,L100000823090,G100000826156,https://www.gem.wiki/Codroipo_Udine_solar_farm
solar,Italy,Southern Europe,Europe,Codrongianos Sassari solar farm,--,,,1.1,operating,,,PV,,,,,,,,,,,,,,,,,,,40.7233,8.561,approximate,Codrongianos,Sassari,,Sardegna,L100000823091,G100000826157,https://www.gem.wiki/Codrongianos_Sassari_solar_farm
solar,Italy,Southern Europe,Europe,Collarmele L'Aquila solar farm,--,,,4.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,Collarmele,L'Aquila,,Abruzzo,L100000823092,G100000826158,https://www.gem.wiki/Collarmele_L'Aquila_solar_farm
solar,Italy,Southern Europe,Europe,Collecorvino Pescara solar farm,--,,,2.9,operating,,,PV,,,,,,,,,,,,,,,,,,,42.3103,13.9576,approximate,Collecorvino,Pescara,,Abruzzo,L100000823093,G100000826159,https://www.gem.wiki/Collecorvino_Pescara_solar_farm
solar,Italy,Southern Europe,Europe,Colleferro Roma solar farm I,--,,,3.3,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Colleferro,Roma,,Lazio,L100000823094,G100000826160,https://www.gem.wiki/Colleferro_Roma_solar_farm_I
solar,Italy,Southern Europe,Europe,Colleferro Roma solar farm II,--,,,3.5,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Colleferro,Roma,,Lazio,L100000823095,G100000826161,https://www.gem.wiki/Colleferro_Roma_solar_farm_II
solar,Italy,Southern Europe,Europe,Colleferro Roma solar farm III,--,,,4.9,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Colleferro,Roma,,Lazio,L100000823096,G100000826162,https://www.gem.wiki/Colleferro_Roma_solar_farm_III
solar,Italy,Southern Europe,Europe,Colleferro Roma solar farm IV,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Colleferro,Roma,,Lazio,L100000823097,G100000826163,https://www.gem.wiki/Colleferro_Roma_solar_farm_IV
solar,Italy,Southern Europe,Europe,Colleferro Roma solar farm V,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.8933,12.4829,approximate,Colleferro,Roma,,Lazio,L100000823098,G100000826164,https://www.gem.wiki/Colleferro_Roma_solar_farm_V
solar,Italy,Southern Europe,Europe,Collelongo L'Aquila solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,42.1369,13.6103,approximate,Collelongo,L'Aquila,,Abruzzo,L100000823099,G100000826165,https://www.gem.wiki/Collelongo_L'Aquila_solar_farm
solar,Italy,Southern Europe,Europe,Collepasso Lecce solar farm,--,,,4.4,operating,,,PV,,,,,,,,,,,,,,,,,,,40.1522,18.2261,approximate,Collepasso,Lecce,,Puglia,L100000823100,G100000826166,https://www.gem.wiki/Collepasso_Lecce_solar_farm
solar,Italy,Southern Europe,Europe,Comiso Ragusa solar farm,--,,,5.0,operating,,,PV,,,,,,,,,,,,,,,,,,,36.922,14.7214,approximate,Comiso,Ragusa,,Sicilia,L100000823101,G100000826167,https://www.gem.wiki/Comiso_Ragusa_solar_farm
solar,Italy,Southern Europe,Europe,Comun Nuovo Bergamo solar farm,--,,,1.0,operating,,,PV,,,,,,,,,,,,,,,,,,,45.7567,9.7542,approximate,Comun Nuovo,Bergamo,,Lombardia,L100000823103,G100000826169,https://www.gem.wiki/Comun_Nuovo_Bergamo_solar_farm
solar,Italy,Southern Europe,Europe,Contrada Francavilla solar project,--,,,5.0,operating,2011,,Assumed PV,,,,,,,,,,,,,,,,,,,41.2033,14.768,approximate,,,,,L100001003891,G100001004480,https://www.gem.wiki/Contrada_Francavilla_solar_project
solar,Italy,Southern Europe,Europe,Controguerra Teramo solar farm,--,,,2.2,operating,,,PV,,,,,,,,,,,,,,,,,,,42.6581,13.6979,approximate,Controguerra,Teramo,,Abruzzo,L100000823104,G100000826170,https://www.gem.wiki/Controguerra_Teramo_solar_farm
solar,Italy,Southern Europe,Europe,Copparo Ferrara solar farm,--,,,3.3,operating,,,PV,,,,,,,,,,,,,,,,,,,44.7668,11.8279,approximate,Copparo,Ferrara,,Emilia Romagna,L100000823106,G100000826172,https://www.gem.wiki/Copparo_Ferrara_solar_farm
solar,Italy,Southern Europe,Europe,Corato Bari solar farm,--,,,3.0,operating,,,PV,,,,,,,,,,,,,,,,,,,41.1258,16.862,approximate,Corato,Bari,,Puglia,L100000823107,G100000826173,https://www.gem.wiki/Corato_Bari_solar_farm
solar,Italy,Southern Europe,Europe,Corigliano-Rossano Cosenza solar farm I,--,,,5.8,operating,,,PV,,,,,,,,,,,,,,,,,,,39.5967,16.3331,approximate,Corigliano-Rossano,Cosenza,,Calabria,L100000823108,G100000826174,https://www.gem.wiki/Corigliano-Rossano_Cosenza_solar_farm_I
solar,Italy,Southern Europe,Europe,Corigliano-Rossano Cosenza solar farm II,--,,,5.9,operating,,,PV,,,,,,,,,,,,,,,,,,,39.5967,16.3331,approximate,Corigliano-Rossano,Cosenza,,Calabria,L100000823109,G100000826175,https://www.gem.wiki/Corigliano-Rossano_Cosenza_solar_farm_II
solar,Italy,Southern Europe,Europe,Corinaldo Ancona solar farm I,--,,,1.9,operating,,,PV,,,,,,,,,,,,,,,,,,,43.4801,13.2188,approximate,Corinaldo,Ancona,,Marche,L100000823110,G100000826176,https://www.gem.wiki/Corinaldo_Ancona_solar_farm_I
