DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CH,2023,1548.700,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CH,2024,1549,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2013,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2014,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2015,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2016,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2017,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2018,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2019,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2020,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2021,257,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2022,271,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CY,2023,271,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2013,776,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2014,776,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2015,776,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2016,1222.661,b,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2017,1240,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2018,1252,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2019,1276,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2020,1298,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2021,1346,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2022,1363,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2023,1388,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,CZ,2024,1486,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2013,12917,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2014,12949,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2015,12993,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2016,12996,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2017,13009,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2018,13141,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2019,13183,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2020,13192,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2021,13155,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2022,13172,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DE,2023,13210,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2013,1216,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2014,1232,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2015,1237,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2016,1255,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2017,1308,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2018,1329,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2019,1346,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2020,1354,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2021,1355,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2022,1355,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,DK,2023,1358,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2013,140,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2014,141,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2015,147,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2016,145,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2017,154,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2018,154,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2019,161,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2020,199,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2021,199,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2022,225,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2023,225,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EE,2024,233,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2013,1558.200,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2014,1558.200,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2015,1589,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2016,1843,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2017,2133,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2018,2098,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2019,2098,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2020,2145,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2021,2169,i,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2022,2205,e,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EL,2023,2296,e,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2013,14981,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2014,15049,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2015,15336,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2016,15444,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2017,15523,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2018,15583,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2019,15722,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2020,15752,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2021,15825,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2022,15855,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2023,15892,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,ES,2024,15886,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2013,70152.326,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2014,70661.272,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2015,71584.693,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2016,72549.687,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2017,73100.221,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2018,73542.536,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2019,74163.492,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2020,74875.838,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2021,75762.839,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2022,76134.095,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,EU27_2020,2023,76515.495,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2013,810,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2014,881,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2015,881,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2016,890,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2017,893,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2018,926,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2019,926,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2020,933,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2021,944,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2022,948,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2023,948,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FI,2024,948,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2013,11552,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2014,11560.142,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2015,11598.820,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2016,11612.453,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2017,11618.101,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2018,11670.526,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2019,11676.682,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2020,11660.228,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2021,11660.228,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2022,11751.272,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2023,11751.272,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,FR,2024,11750.826,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2013,80,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2014,90,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2015,104,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2016,164,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2017,158.200,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2018,220.100,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2019,208,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2020,234,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2021,262.900,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2022,262.900,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2023,271,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,GE,2024,358,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2013,1289,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2014,1290,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2015,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2016,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2017,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2018,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2019,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2020,1310,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2021,1316,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2022,1341,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2023,1341,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HR,2024,1356,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2013,1562.300,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2014,1577.200,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2015,1621.400,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2016,1628,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2017,1636.200,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2018,1669.400,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2019,1723.200,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2020,1774.300,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2021,1859.500,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2022,1867.600,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2023,1870.600,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,HU,2024,1897,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2013,897,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2014,897,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2015,916,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2016,916,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2017,916,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2018,916,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2019,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2020,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2021,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2022,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2023,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IE,2024,995,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2013,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2014,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2015,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2016,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2017,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2018,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2019,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2020,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2021,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2022,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2023,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IS,2024,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2013,6751,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2014,6844,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2015,6943,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2016,6943,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2017,6943,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2018,6966,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2019,6977,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2020,6978,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2021,7556,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2022,7558,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,IT,2023,7561,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2013,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2014,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2015,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2016,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2017,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2018,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2019,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2020,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2021,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2022,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2023,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LI,2024,0,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2013,309,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2014,309,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2015,309,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2016,314,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2017,324,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2018,324,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2019,403,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2020,400,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2021,400,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2022,400,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2023,462,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LT,2024,462,,
ESTAT:TTR00002(1.0),10/06/26 23:00:00,A,MWAY,KM,LU,2013,152,,
