DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,METANO,GNL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2019-06-17,"-10,16","-10,65","-2,81",,,"-2,88",12,"-19,12"
2019-06-24,"-5,78","-6,08","-1,67",,,"6,58","6,9","12,25"
2019-07-01,"-1,25","-1,84","-0,62",,,"4,88","10,3","19,12"
2019-07-08,"1,66","2,05","-10,86",,,"4,61","-2,7",-1
2019-07-15,"6,33","3,57","-3,78",,,"18,25","13,9","16,88"
2019-07-22,"3,18","2,54","-0,42",,,"-9,43","-17,5","-28,38"
2019-07-29,"-7,92","-8,72","-1,71",,,"3,11","5,5","1,44"
2019-08-05,"0,33","0,5","-4,51",,,"0,75",1,"-1,77"
2019-08-12,"-12,41","-11,86","-7,62",,,"-14,43","-14,9","-26,11"
2019-08-19,"-8,13","-8,13","3,48",,,"-0,04","-1,4",-3
2019-08-26,"-3,14","-1,96","-2,54",,,"4,39","-1,2","10,55"
2019-09-02,"-2,6","-1,84","-1,12",,,"-5,29","-11,4","-12,54"
2019-09-09,"-0,87","-0,02","-2,65",,,"16,4","14,6","3,65"
2019-09-16,"5,31","8,17","-1,36",,,"8,29",9,"-0,33"
2019-09-23,"19,18","19,94","-0,24",,,"10,85","16,3","12,89"
2019-09-30,"2,24","2,58","-1,44",,,-6,"-2,9","7,44"
2019-10-07,"-6,41","-6,54","7,23",,,"-12,1","-1,3","2,11"
2019-10-14,"-6,44","-6,18","3,28",,,"-0,36","0,2","0,56"
2019-10-21,"-4,63","-3,01","-0,12",,,"2,57","-0,6","-11,78"
2019-10-28,"-2,55","-2,01","-0,68",,,"5,39","5,3","8,67"
2019-11-04,"0,52","1,3","0,3",,,"-4,1","-5,4",-1
2019-11-11,"1,32","1,06","-0,06",,,"3,14","5,6","6,22"
2019-11-18,"0,08","-0,3","-1,05",,,"4,82","-1,8","-2,56"
2019-11-25,"2,69","0,25","-0,03",,,"-1,32","2,6","5,78"
2019-12-02,"4,28","6,08","3,71",,,"6,36","0,4","0,11"
2019-12-09,"-0,35","-0,24","2,37",,,"-1,25",9,"14,56"
2019-12-16,"-2,42","-1,71",1,,,"1,6","3,5","10,55"
2020-01-06,"12,13","14,84","15,42",,,"10,72","18,6","28,56"
2020-01-13,"3,62","4,16","10,13",,,"-0,75","13,3","35,33"
2020-01-20,"-6,65","-4,8","1,98",,,"-13,75","-12,4","-20,55"
2020-01-27,"0,02","-6,25","0,14",,,"-16,07","-8,1","-19,11"
2020-02-03,"-16,64","-13,35","-0,36",,,"-9,68","-8,9","-20,67"
2020-02-10,"-15,81","-18,3","-7,75",,,"-6,79","-26,86",-26
2020-02-17,"-7,54","-9,31","-2,14",,,"-1,32","-3,91","7,88"
2020-02-24,"-1,64","-1,94","-2,77",,,"4,54","3,45","0,12"
2020-03-02,"-5,35","-7,26","-3,08",,,"-42,72","-42,45","-50,25"
2020-03-09,"-17,84","-17,96","-6,81",,,"-3,43","2,63","-1,87"
2020-03-16,"-25,72","-25,17","-4,5",,,"-75,35","-55,09","-72,75"
2020-03-23,"-19,12","-20,55",-1,,,"-28,29","-50,82","-48,63"
2020-03-30,"-20,93","-20,67","0,34",,,"16,61","7,37","-20,12"
2020-04-06,"-19,73","-19,79","-8,62",,,"-38,07","-28,37","-15,38"
2020-04-13,"-14,54","-12,42","-5,67",,,"6,5","6,73","17,63"
2020-04-20,"-11,01","-9,17","-0,42",,,"-33,61","-14,91","-9,5"
2020-04-27,"-19,65","-19,37","-2,26",,,"-30,57","-62,72","-16,38"
2020-05-04,"-17,33","-19,91","-1,28",,,"-9,97","19,36","4,38"
2020-05-11,"-12,27","-14,36","-2,37",,,"14,72","7,64","21,62"
2020-05-18,"-5,26","-5,4","-1,52",,,"3,75","27,95","7,88"
2020-05-25,"10,02","8,98","-0,58",,,"17,96","27,05","40,81"
2020-06-01,"4,71","4,48","-0,29",,,"1,79","-0,55","-3,44"
2020-06-08,"-0,47","-0,45","0,27",,,"12,75","12,45","16,22"
2020-06-15,"6,76","6,09","0,25",,,"-9,64","-4,18","0,78"
2020-06-22,"7,61","6,56","0,09",,,"17,5","8,09","10,78"
2020-06-29,"13,8","12,48","0,77",,,"2,1","-3,18","-2,11"
2020-07-06,"1,65","2,26","-0,52",,,"12,75",5,"9,33"
2020-07-13,"2,97","2,53","0,41",,,"0,75","-0,27","0,56"
2020-07-20,"0,8","0,51","0,11",,,"1,57","-11,36","-20,34"
2020-07-27,"-1,04","-1,09","0,08",,,"0,08","-1,46","-0,89"
2020-08-03,"-1,9","-1,4","-0,02",,,"-9,25","-5,64",-6
2020-08-10,-4,"-4,02","-0,41",,,"2,46","-1,72","4,56"
2020-08-17,"0,57","0,23","0,32",,,"-1,04","1,09","0,89"
2020-08-24,"1,45","1,01","1,58",,,"-3,92","-1,73","-1,89"
2020-08-31,"0,4","-0,37","-1,27",,,"-4,83","-2,36","0,89"
2020-09-07,"-1,6","-3,55","-1,14",,,"-11,82","-8,91","-11,78"
2020-09-14,"-6,44","-7,36","-0,1",,,-13,"-8,64",-7
2020-09-21,"-3,34","-6,87","-0,65",,,"4,32","7,27","11,89"
2020-09-28,"0,84","-2,47","-0,45",,,"-6,28","-4,81","-2,33"
2020-10-05,"-1,3","-2,25","-0,56",,,3,"2,36","0,55"
2020-10-12,"0,39","-1,69","0,07",,,"1,57","9,82","14,22"
2020-10-19,"0,51","-0,52","0,59",,,"0,18","1,82","0,89"
2020-10-26,"-1,42","-1,97","-0,46",,,"-3,57","-1,28","-1,33"
2020-11-02,"-3,84","-3,74","-0,34",,,"-15,57","-13,18",-13
2020-11-09,"-5,54","-6,05","0,91",,,"2,71","0,46","9,67"
2020-11-16,"7,12","6,58","1,03",,,"16,79","12,45","15,55"
2020-11-23,"7,78","8,81","3,56",,,"7,92",2,"-0,67"
2020-11-30,"10,38","11,14","6,34",,,"20,75","21,36","12,78"
2020-12-07,"5,72","8,54","3,12",,,"9,68",3,"1,22"
2020-12-14,"3,17","4,52","3,08",,,"5,22","8,55","8,56"
2020-12-21,"15,07",16,"7,08",,,"8,53","8,64","5,44"
2020-12-28,"6,49","7,48","4,86",,,"-1,6","-4,55","3,45"
2021-01-04,"7,43","7,25","2,2",,,"4,85","-0,91","-2,67"
2021-01-11,"8,57","5,94","5,17",,,8,"14,37","12,11"
2021-01-18,"15,91","14,47","4,26",,,"13,54","17,36","14,67"
2021-01-25,"10,18",7,"2,9",,,"-0,57","12,18","4,11"
2021-02-01,"3,83","4,11","1,05",,,"6,21","-4,64",-6
2021-02-08,"8,91","10,09","3,3",,,"12,68","16,82","27,11"
2021-02-15,"11,53","12,29","1,39",,,"14,14","8,28","20,22"
2021-02-22,"18,12","17,97","3,59",,,"21,11","7,27","13,67"
2021-03-01,"18,03","17,54","3,49",,,"16,57","5,82","14,33"
2021-03-08,"13,07","12,74","5,47",,,"-1,64","2,54","15,67"
2021-03-15,"16,5","14,88","4,04",,,"17,82","2,37","-0,55"
2021-03-22,"12,62","8,91","2,16",,,"-11,32","-15,37","-17,34"
2021-03-29,"-3,42","-4,68","2,29",,,"-3,5","-7,91","-9,66"
2021-04-05,"-1,13","-3,16","0,74",,,"2,03","2,91","6,88"
2021-04-12,"-0,7","-1,96","0,06",,,"-2,6","-1,18","-5,88"
2021-04-19,"0,93","0,48","-0,79",,,"1,71","22,91",13
2021-04-26,"2,56","1,94","0,34",,,"-1,11","-9,64","-8,45"
2021-05-03,"1,93","1,23","1,69",,,"3,68","3,91","3,67"
2021-05-10,"8,88","8,37","-0,16",,,"5,93","6,18","2,55"
2021-05-17,"5,25","5,45","0,13",,,"-0,36",-6,"-7,44"
2021-05-24,"-0,66","-1,32","-3,13",,,"-1,14",-12,"-10,22"
2021-05-31,"-2,39","-3,34","-0,22",,,"4,39",1,4
2021-06-07,"9,02","9,57","0,92",,,"9,18","7,37","13,44"
2021-06-14,"6,42","7,25","1,79",,,"9,72","3,09","2,78"
2021-06-21,"9,01","9,34","2,34",,,"9,96","13,09","11,33"
2021-06-28,"10,14","11,61","0,21",,,"3,07","7,45",8
2021-07-05,"9,73","8,78","3,65",,,"9,32",7,"10,22"
2021-07-12,"15,26","13,37","3,64",,,"1,25","5,64","-6,55"
2021-07-19,"5,66","4,93","9,59",,,"5,58","-6,82",5
2021-07-26,"-1,67","-2,27","2,18",,,"-4,68","-0,91","-6,45"
2021-08-02,"1,94","-0,4","0,15",,,"4,18","3,73","7,34"
2021-08-09,"1,88","-0,19","6,3",,,"-6,9","-10,27","-13,78"
2021-08-16,"-1,25","-2,23","3,08",,,"-2,93","0,72","3,89"
2021-08-23,"-3,77","-4,32","1,65",,,"-10,92","-13,54","-18,78"
2021-08-30,"-2,16","-3,47","-0,62",,,"13,89","14,18","20,11"
2021-09-06,"4,96","4,14","4,71",,,"6,14","9,91","15,45"
2021-09-13,"6,9","5,96","8,21",,,"-3,07","-0,18","-1,23"
2021-09-20,"8,58","6,58","0,71",,,"14,43","11,45","10,78"
2021-09-27,"5,69","6,83","2,64",,,"18,64","24,46","9,67"
2021-10-04,"10,53","13,26","4,79",,,"29,29","15,54","24,89"
2021-10-11,"26,18","30,4","65,64",,,"18,68","6,55","13,44"
2021-10-18,"20,77","26,05","34,65",,,"28,92","17,36","11,67"
2021-10-25,12,"14,72","7,92",,,"2,68","9,55","1,33"
2021-11-01,"3,41","5,18","4,53",,,0,"-2,64","-3,44"
2021-11-08,"1,51","0,76","2,2",,,"-10,46","-4,91","-10,56"
2021-11-15,"-1,2","-0,92","1,55",,,"10,32","4,18","11,22"
2021-11-22,"-2,69","-1,61","1,34",,,"-8,11","-3,09","-2,33"
2021-11-29,"-4,11","-3,82","0,06",,,"4,04","9,64","11,33"
2021-12-06,"-9,86","-9,74","-6,19",,,"-34,61","-27,82",-44
2021-12-13,"-7,55","-7,38","-6,98",,,"16,86","2,27","16,45"
2021-12-20,"-2,89","-3,23",-3,,,"3,57","-0,72","-3,67"
2021-12-27,"-2,87","-1,82","0,21",,,"5,86","0,27","2,56"
2022-01-03,"3,47","2,6","-1,06",,,"-0,36","8,54","12,11"
2022-01-10,"10,34","10,09","0,7",,,"28,89","10,82",15
2022-01-17,"20,91","22,23","-1,89",,,"14,18","8,73",5
2022-01-24,"24,33","26,9","-0,4",,,"29,18","7,09","31,22"
2022-01-31,"18,08","20,15","0,65",,,"13,88","17,09","7,11"
2022-02-07,"22,6","23,3","0,33",,,"20,2","26,91","10,56"
2022-02-14,"15,94","17,6","-1,18",,,"8,76","3,46","2,78"
2022-02-21,"14,68","14,17","0,29",,,"6,32","5,81","6,33"
2022-02-28,"18,92","18,11","0,53",,,"49,48","33,64","40,89"
2022-03-07,"84,28","88,86","36,21",,,"151,28","89,36",102
2022-03-14,"231,44","325,3","17,12",,,"104,88","58,73","29,89"
2022-03-21,"-47,39","-30,07","6,14",,,"-29,4","-10,73","-75,45"
2022-03-28,"-266,75","-266,68","-33,27",,,"50,48","14,91","53,45"
2022-04-04,"-77,72","-69,71","-13,85",,,"-83,17","-15,36","-37,23"
2022-04-11,"-27,36","-27,61","7,59",,,"-21,27","-21,64","-32,55"
2022-04-18,"-8,12","-9,83","1,65",,,"48,32","20,64","21,44"
2022-04-25,"9,04","16,69","1,55",,,"7,07","4,36","2,67"
2022-05-02,12,"23,7","4,31",,,"46,5","19,18","14,78"
2022-05-09,"29,99","39,48","-7,04",,,"-11,54","-10,36","-3,67"
2022-05-16,"14,87","-2,64","-3,44",,,"-18,87","-0,91","-5,22"
2022-05-23,"49,97","-8,01","-2,23",,,"-23,18","21,82",6
2022-05-30,"12,35","-7,16","-1,19",,,"33,55","15,27","12,67"
2022-06-06,"55,08","38,73","-0,64",,,"80,42","31,18","24,22"
2022-06-13,"73,72","83,75","-0,46",,,"58,77","23,82","19,78"
2022-06-20,"49,22","70,77","-0,07",,,"32,93","10,64","-26,12"
2022-06-27,"10,5","27,79","-0,09",,,"20,18","-0,46","-26,44"
2022-07-04,"-8,93","-11,3","-0,74",,,"-39,17","-41,09",12
2022-07-11,"-36,61","-40,9","-2,13",,,"-13,81","32,91","-18,56"
2022-07-18,"-39,73","-40,74","-1,35",,,"-11,61","-61,54",-28
2022-07-25,"-51,23","-46,43","-1,83",,,-60,"-1,73","20,12"
2022-08-01,"-60,33","-42,81","-2,9",,,"-2,91","11,82","0,11"
2022-08-08,"-46,55","-40,37","-11,7",,,"-104,2","-17,62","-28,34"
2022-08-15,"-60,38","-54,75","-8,58",,,"-28,95","35,07","12,89"
2022-08-22,"-20,91","-12,13","4,71",,,"42,92","-15,36","-6,89"
2022-08-29,"12,17","64,29","-6,81",,,"76,85","31,73","31,89"
2022-09-05,"-14,9","29,71","3,99",,,"-8,36","-29,44","-41,66"
2022-09-12,"-24,36","-10,61","0,25",,,"-37,31","-20,11","-19,89"
2022-09-19,"-30,73","-24,7","-1,96",,,"-53,62","-9,09","-5,11"
2022-09-26,"-35,37","-41,36","-1,2",,,"17,96","3,45","5,66"
2022-10-03,"-23,31","-23,4","-2,72",,,"3,04","-4,81","-1,78"
2022-10-10,"26,97","50,65","-1,8",,,"102,54","41,81","25,78"
2022-10-17,"37,81","93,69","-1,15",,,"16,08","7,37","-13,33"
2022-10-24,"-6,35","-2,59","-6,47",,,"-28,82","-8,91","-14,78"
2022-10-31,"-13,5","-14,54","-9,45",,,"-15,61","-1,91",6
2022-11-07,"9,99","-6,98","1,46",,,"-17,7","-1,73","3,78"
2022-11-14,"22,2","-6,1","-2,31",,,"-48,74","-14,54","-13,78"
2022-11-21,"-12,82","-42,54","-5,37",,,-58,"-43,28","-55,89"
2022-11-28,"-37,31","-61,99","-3,27",,,"-40,26",-20,-19
2022-12-05,"29,64","16,75","8,16",,,"-4,16","-5,18","12,89"
2022-12-12,"12,15","5,4","8,46",,,"-91,12","-40,45","-48,44"
2022-12-19,"-38,63","-52,94","-14,41",,,"41,08","-4,91","3,44"
2022-12-26,"-37,74","-27,37","7,09",,,"-12,29","6,27","13,78"
2023-01-01,"18,87","18,07","5,87",,,"17,29","5,37",1
2023-01-09,"167,92","160,29","26,07",,,"-15,23","0,36","-7,22"
2023-01-16,"1,57","-4,45","-9,83",,,"14,09","15,91","4,11"
2023-01-23,"15,89","11,42","-1,86",,,"23,13","8,91","8,44"
2023-01-30,"41,84","37,22","-1,36",,,"-10,87","1,54","10,56"
2023-02-06,"1,06","-15,28","-3,92",,,"-62,79","-22,63","-13,56"
2023-02-13,"-12,63","-43,87","8,38",,,"-29,75","5,91","15,45"
2023-02-20,"0,27","-16,59","2,29",,,"6,09","-3,82","0,55"
2023-02-27,"-3,56","-14,87","1,3",,,"-9,8","-9,18","-9,44"
2023-03-06,"-3,61","-12,65","-1,91",,,"18,92","9,72","10,78"
2023-03-13,"7,09","3,52","-2,41",,,"-15,33","-7,45","-7,78"
2023-03-20,"-4,59","-10,78","-2,25",,,"-40,21","-32,73","-43,89"
2023-03-27,"-4,48","-1,13","-2,4",,,"-11,44",3,"-2,11"
2023-04-03,"7,28","-33,9","-2,07",,,"-11,13","1,82","11,22"
2023-04-10,"17,14","0,45","-4,44",,,"14,97","24,59","20,11"
2023-04-17,"10,42","-0,73","-5,14",,,"-6,32","-10,23","0,22"
2023-04-24,"-7,75","-20,88","-9,83",,,"-36,65","-8,18","-7,44"
2023-05-01,"-20,41","-34,78","-2,06",,,"-34,13","-11,45","-11,78"
2023-05-08,"-22,78","-30,97","-3,29",,,"-30,35",-20,"-25,67"
2023-05-15,"-23,16","-25,72","-6,52",,,"12,39",-6,"4,78"
2023-05-22,"-4,06","-3,81","-3,12",,,"5,61","6,63",12
2023-05-29,"10,93","11,97","-2,29",,,"-4,78","1,18","1,56"
2023-06-05,"3,76","-0,86","-4,8",,,"-4,74","-5,72","-8,11"
2023-06-12,"9,21",7,"-12,18",,,"16,22","11,63","9,22"
2023-06-19,"9,53","8,91","-5,71",,,"8,78","9,91","9,22"
2023-06-26,"11,46","12,97","-6,58",,,"0,52",-3,"-2,78"
2023-07-03,"-5,94","-5,3","-7,38",,,"-5,21","2,37","0,67"
2023-07-10,"-1,64","-1,25","-4,35",,,"9,73","1,36","4,22"
2023-07-17,"14,73","19,5","-3,53",,,"15,66","7,73","9,22"
2023-07-24,"4,46","6,32","-2,72",,,"10,39","-0,28","-4,55"
2023-07-31,"33,91","36,51","-1,24",,,"58,29","10,91","30,55"
2023-08-07,"31,29","50,31","0,17",,,"38,82","41,82","27,45"
2023-08-14,"9,82","31,3","1,43",,,"26,45","22,64","13,67"
2023-08-21,"7,1","17,63","5,93",,,"-2,54","-11,73","-7,78"
2023-08-28,"1,56","2,01","-6,69",,,"25,8","-1,73","-4,67"
2023-09-04,"6,75","8,26","-1,82",,,"-1,91","0,28","1,89"
2023-09-11,"15,12","21,09","4,63",,,"36,35","22,63","16,67"
2023-09-18,"27,7","47,32","2,86",,,"45,87","24,91",14
2023-09-25,"4,6","14,22","0,99",,,"4,17","3,73","0,11"
2023-10-02,"-10,31","-6,12","0,18",,,"-3,52","-0,55","0,44"
2023-10-09,"-28,89","-10,49","5,24",,,"-60,35","-27,72","-42,55"
2023-10-16,"-44,01","-24,33",2,,,"3,66","9,81","9,11"
2023-10-23,"-23,2","-13,6","0,77",,,"10,73","10,91","20,11"
2023-10-30,"-22,63","-18,36","1,32",,,"-17,6","-11,27","-17,33"
2023-11-06,"-18,65","-17,63","2,47",,,"-18,4","-2,64","-7,12"
2023-11-13,"-19,22","-23,43","-2,05",,,-54,"-45,15","-24,22"
2023-11-20,"-19,3","-27,75","0,6",,,"-17,87","-20,3","-12,11"
2023-11-27,"-10,36","-11,12","-2,02",,,"11,14","1,5","-18,11"
2023-12-04,"-8,26","-12,01","0,67",,,"-19,32",4,"-3,91"
2023-12-11,"-16,98","-19,7","1,01",,,"-14,25","-28,2","-14,73"
2023-12-18,"-14,17","-21,62","-10,08",,,"-24,12","-21,6","0,28"
2023-12-25,"-1,12","-6,89","5,3",0,0,"15,08","10,4",10
2024-01-01,"7,26","5,47","5,47","-2,86","-0,16","-6,58","-9,2",-4
2024-01-08,"1,61","-0,12","1,9","-2,03","-15,5","-5,16","24,2","-1,55"
2024-01-15,"-4,72","-6,02","-8,95","-7,19","-87,74","14,2","8,9","16,82"
2024-01-22,"8,86","9,62","-1,12","-8,83","-32,34","9,66","-24,5","-6,18"
2024-01-29,"34,06","32,75","-1,1","-8,48","-2,9",18,"10,3","18,54"
2024-02-05,"14,86","18,72","0,71","-4,81","-4,05","16,09","22,8","-1,27"
2024-02-12,"13,26","15,88","5,28","-8,5","-28,23","13,66","4,4","0,91"
2024-02-19,"23,93","31,07","1,21","-12,04","-37,91","10,96","6,6",4
2024-02-26,"-4,94","-6,2","-0,5","-8,6","-8,17","-29,16","-6,9",8
2024-03-04,-7,"-13,63","-0,68","-12,64","-13,76","-11,84","2,2","4,18"
2024-03-11,"0,76","-12,02","-1,63","-10,74","-27,45","-5,41","-3,5","-1,82"
2024-03-18,"-1,34","-10,74","-0,07","-5,57","-29,86","11,87","0,5","1,46"
2024-03-25,"25,79","10,75","-0,24","-7,45","-6,55","-0,21","3,6","5,18"
2024-04-01,"10,02","-7,67","1,8","-5,05","-2,88","-16,3","3,9","8,73"
2024-04-08,"13,59","5,72","-0,39","-1,29","-0,78","20,78",-2,"-5,09"
2024-04-15,"12,95","8,1","-1,96","-2,09","6,26","2,61","3,7","1,36"
2024-04-22,"6,75","-4,37","-0,33","-2,48","-8,79","-26,17","-6,9","-5,64"
2024-04-29,"-5,9","-12,63","1,63","-3,07","3,05","-22,46","-6,4","1,91"
2024-05-06,"-2,3","-14,66","-0,43","-1,21","8,45","-17,91","-10,1","-13,54"
2024-05-13,"-13,7","-21,91","-1,68","8,45","30,1",-2,"-8,6","-15,55"
2024-05-20,"-15,7","-20,04","-0,81","1,36","4,05","-17,14","-8,6","-9,73"
2024-05-27,"-8,96","-10,85","-1,52","0,26","2,73","-6,36","-6,2","-6,18"
2024-06-03,"-8,83","-11,46","-1,12","-3,67","-3,85","-3,14",6,"12,09"
2024-06-10,"-14,39","-15,96","-1,63","2,43","15,85","-21,04","-6,7",-5
2024-06-17,"-6,33","-0,67","-0,34","1,56","16,9","34,23","15,7","23,73"
2024-06-24,"1,25","21,49","-1,74","0,89","0,51","12,43",18,"21,09"
2024-07-01,"14,11","21,71","-0,31","0,31","-1,07","10,75","8,5","13,64"
2024-07-08,"11,75","14,2","6,81","3,91","17,38","8,09","5,6","6,91"
2024-07-15,"-1,65","-0,71","3,78","1,28","14,43","-26,86","-29,62","-19,37"
2024-07-22,"-7,66","-8,58","-0,81","-2,9","2,35","-15,84","-7,45","-11,18"
2024-07-29,"-10,73","-11,79","-1,07","0,78","0,72","-8,57",-7,"-12,18"
2024-08-05,"-12,85","-13,39","-0,5","-3,95","-0,03","-6,52","-7,44","-5,27"
2024-08-12,"-10,63","-12,05","0,34","0,67","-6,61","-15,26","-3,11","-0,55"
2024-08-19,"-5,85","-6,79","7,95","8,69","-0,67","-1,04","3,56",13
2024-08-26,"-11,15","-14,17","-6,29","1,76","-0,26","-26,42","-11,67","-14,63"
2024-09-02,"-15,21","-16,17","-1,69","3,33",7,"-0,49","3,33","1,54"
2024-09-09,"-13,41","-12,62","0,05","4,69","29,78","-23,55","-13,89","-19,27"
2024-09-16,"-22,91","-19,77","0,92","5,04","27,63","-13,45","-13,22","-16,18"
2024-09-23,"-16,46","-13,51","0,1","1,51","-0,91","-4,05",0,"0,91"
2024-09-30,"-8,15","-6,66","-0,12","0,95","-0,03","-1,81","-2,78","-5,18"
2024-10-07,"-3,42","-3,15","2,2",-1,"-4,43","24,45","17,45","18,54"
2024-10-14,"26,06","27,61","1,88","0,86","-11,02","26,23","17,11","19,27"
2024-10-21,"7,87","5,33","1,8","0,62","-1,52","-17,78","-17,67","-23,18"
2024-10-28,"-3,24","-9,85","1,53","0,69","2,57","-3,22","4,22","7,64"
2024-11-04,"-5,62","-3,52","2,21","0,79","-6,53","2,22","-4,11",-5
2024-11-11,"-0,12","3,4","0,25","4,73","21,48","17,5",5,"2,54"
2024-11-18,"-2,45","-0,91","1,95","11,22","28,64","0,6","0,78","-1,09"
2024-11-25,"4,23","14,46","2,26","14,28","0,36","16,95","11,45","11,91"
2024-12-02,"5,53","12,66","1,24","11,67","-0,12","-9,41","-6,12","1,73"
2024-12-09,"-6,58","-6,12","0,38","17,48","36,38","-12,09","-0,11","-0,55"
2024-12-16,"-6,71","-7,62","0,26","9,78","14,05","13,35","4,45","1,91"
2024-12-23,"4,22","5,48","0,47","5,93","-4,17","10,17","0,89","1,82"
2024-12-30,"2,13","2,75","4,36","1,98","5,36","1,57","0,33","0,55"
2025-01-06,"15,86","15,83","-1,3","9,25","12,81","22,91",6,"2,72"
2025-01-13,"20,51","20,57","-0,89","12,47","52,2","7,7","1,56","0,55"
2025-01-20,"29,96","34,47","-1,46","27,71","17,63","35,08","15,66","11,82"
2025-01-27,"8,19","12,58","-0,49","15,66","-10,12","-17,87","-13,55","-10,73"
2025-02-03,"-7,76","-9,12","0,3","3,5","-2,52","-15,21",-7,"-6,27"
2025-02-10,"-2,61","-6,28","3,96","11,57","24,76","-0,27","12,33","23,27"
2025-02-17,"3,76","3,26","1,54","30,43","24,11","4,96","0,56","-2,64"
2025-02-24,"-1,01","-0,39","0,51","14,15","3,34","4,57","-1,45","-3,18"
2025-03-03,"-7,49","-7,87","-0,12","-0,19","6,5","-18,74","-15,55","-13,82"
2025-03-10,"-14,31","-15,33","-0,1","-9,96","-7,85","-29,32","-27,23","-37,81"
2025-03-17,"-19,69","-20,4","-0,61","-11,83","-9,26","-32,51","-12,44","-10,09"
2025-03-24,-15,"-16,46","-1,39","-9,91","-4,29","7,22","-1,67",-6
2025-03-31,"-5,38","-7,38","-0,57","-5,78","-4,29","10,48","7,22","11,36"
2025-04-07,"-0,56","-2,34","-0,6","-7,1","-18,35","-23,57","-21,22",-19
2025-04-14,"-22,47","-24,75","-4,23","-9,4","-24,6","-43,82","-24,44",-34
2025-04-21,"-22,63","-22,73","2,83","-6,69","-21,95","-16,06","-2,78","1,36"
2025-04-28,"-10,87","-10,89","0,31","-4,6","-6,14","7,86","-0,11","-0,27"
2025-05-05,"-8,47","-9,31","-4,28","-12,19","-5,48","-18,32","-14,11","-13,82"
2025-05-12,"-7,08","-10,88","-14,67","-14,4","-53,09","-3,5","4,22",-1
2025-05-19,"9,03","12,54","-1,39","-7,86","-45,36","12,55","10,78","16,27"
2025-05-26,"-0,88","7,42","0,79","-4,69","-25,91","-2,05","1,44","2,46"
2025-06-02,"-4,78",-7,"-0,71","-3,62","-3,45","-1,91","5,11","7,82"
2025-06-09,"-3,28","-5,99","-4,33","-5,55","-3,78","0,49",14,"-1,18"
2025-06-16,"6,78","8,11","-7,25","-3,88","-16,08","21,38","7,67","24,27"
2025-06-23,"37,53","49,39","-0,53","-0,9","-0,76","88,21","2,88","0,29"
2025-06-30,"13,17","32,83","-0,15","3,07","0,36","-39,67","1,45","-21,29"
2025-07-07,"-13,78","-12,25","-1,66","1,17","4,69","3,7","7,56",7
2025-07-14,"-4,63","-0,82","-1,52","0,66","4,19","7,24","4,33","6,73"
2025-07-21,"-1,59","0,88","-1,71","-5,54","-6,69","15,9","0,45","0,54"
2025-07-28,"-6,67","-3,36","-0,56","-6,89","-13,12","-17,47","-5,67","-8,27"
2025-08-04,"-7,89","-11,5",-1,"-0,4","-0,62","-9,87",1,"5,18"
2025-08-11,"-3,36","-7,42","-0,66","-3,14","-14,83","-17,04","-13,67","-5,36"
2025-08-18,"-8,05","-10,02","4,98","-1,24","-8,12","-16,23","-7,55","-10,37"
2025-08-25,"-5,85","-9,38","-3,58","0,38","3,78","9,86","-1,22","-4,63"
2025-09-01,"1,34","0,43","-3,15","-0,57","7,03","-5,36","-3,12","-3,46"
2025-09-08,"8,58","7,68","-0,62","-1,55","-15,69","5,18",-2,-15
2025-09-15,"5,48","4,69","-1,02","-2,57","-9,95","9,41","-6,77","-1,18"
2025-09-22,"2,66","3,51","-0,91","-1,24","1,19","-1,23","3,44","2,82"
2025-09-29,"-1,79","-0,64","-0,5","-1,62","-1,58","8,68","8,67","7,27"
2025-10-06,"-2,84","-1,69","-1,15","-1,64","-1,11","-14,36",-12,-11
2025-10-13,"-9,57","-10,59","0,45","-3,72","1,61","-5,45","1,66","2,18"
2025-10-20,"-8,98","-9,63","0,02","-2,11","-0,02","-17,78","-10,44","-10,72"
2025-10-27,"-6,85","-6,97","-0,33","-1,08","-2,95","35,27","17,22","10,81"
2025-11-03,"11,37","23,45","0,86","-2,26","-1,03","13,48","0,11","1,09"
2025-11-10,"10,7","22,05","-1,74","-2,05","-4,42","15,61",-2,"-8,81"
2025-11-17,14,"28,46","-0,03","-1,73","-0,55","-0,61","-4,22","-6,64"
2025-11-24,"11,18","19,84","-0,2","-2,17","-2,31","4,74",-2,"-3,36"
2025-12-01,"-3,54","-1,26","-0,76","-1,02","-2,45","-31,13","-20,89","-11,82"
2025-12-08,"-8,93","-17,12","0,23","-4,22","-1,24","-18,39","-2,55","-1,73"
2025-12-15,"-10,24","-19,11","1,24","0,48","-2,17","-20,22","-8,11","-15,18"
2025-12-22,"-17,98","-22,59","-1,68",2,"0,95","-9,65","-3,89","1,64"
2025-12-29,"-11,13","-13,85","3,82","-4,76","-1,66","-0,39","2,22","7,09"
2026-01-05,"-24,19","15,47","-9,4","3,4","2,87","-4,74","0,22","-4,55"
2026-01-12,"-27,41","16,2","7,82","-0,95","-0,18","-2,26","-2,22","-9,45"
2026-01-19,"-1,13","0,34","-2,2","2,64","-4,05","19,26","6,78","7,81"
2026-01-26,"8,79","12,76","0,05","5,6","-0,57","16,26",4,3
