zone,lat,lon,time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration
IT-North,45.46,9.19,2023-11-05,63,15.7,6.3,10.2,14.5,3.7,8.3,7.0,7.0,0.0,4.0,18.0,30.2,292,9.66,1.33,35223.63
IT-North,45.46,9.19,2023-11-06,61,15.7,4.3,9.5,15.2,1.8,8.0,2.8,2.8,0.0,5.0,10.4,24.5,13,9.09,1.18,34608.55
IT-North,45.46,9.19,2023-11-07,61,13.8,7.6,10.4,13.2,5.8,9.0,5.1,5.1,0.0,6.0,11.2,22.7,27,6.33,0.88,28100.22
IT-North,45.46,9.19,2023-11-08,2,13.5,5.4,8.3,12.2,2.5,6.4,0.0,0.0,0.0,0.0,10.5,17.6,289,8.97,1.12,33460.16
IT-North,45.46,9.19,2023-11-09,61,10.8,4.9,8.0,9.6,2.8,6.2,8.7,8.7,0.0,10.0,10.3,16.6,16,3.28,0.53,7332.02
IT-North,45.46,9.19,2023-11-10,51,12.3,4.2,8.4,10.5,1.8,6.4,0.3,0.3,0.0,1.0,11.3,19.1,267,7.68,0.99,31061.71
IT-North,45.46,9.19,2023-11-11,3,14.7,2.4,7.1,10.9,-1.2,4.1,0.0,0.0,0.0,0.0,15.2,28.1,274,8.95,1.26,33018.4
IT-North,45.46,9.19,2023-11-12,3,12.4,3.0,7.0,11.1,0.1,4.9,0.0,0.0,0.0,0.0,9.7,15.5,47,6.84,0.87,31893.29
IT-North,45.46,9.19,2023-11-13,3,14.0,3.3,7.8,13.3,0.4,5.8,0.0,0.0,0.0,0.0,12.6,20.2,284,7.42,0.97,29571.58
IT-North,45.46,9.19,2023-11-14,51,15.0,6.6,10.4,14.9,4.9,9.5,0.2,0.2,0.0,2.0,9.8,17.6,304,6.59,0.91,22427.47
IT-North,45.46,9.19,2023-11-15,3,19.2,9.3,12.5,17.6,6.3,10.1,0.0,0.0,0.0,0.0,16.6,26.6,294,7.91,1.78,31699.39
IT-North,45.46,9.19,2023-11-16,3,12.9,3.9,9.1,10.9,0.7,6.8,0.0,0.0,0.0,0.0,15.4,24.5,12,6.16,1.01,26970.94
IT-North,45.46,9.19,2023-11-17,2,16.3,5.1,9.6,12.1,-0.1,5.4,0.0,0.0,0.0,0.0,28.1,47.5,304,8.45,2.33,32170.0
IT-North,45.46,9.19,2023-11-18,3,14.7,5.3,9.0,11.8,2.0,5.9,0.0,0.0,0.0,0.0,16.6,28.8,315,7.51,1.59,31502.3
IT-North,45.46,9.19,2023-11-19,3,13.8,3.2,7.6,11.8,0.4,5.3,0.0,0.0,0.0,0.0,8.7,14.8,289,7.67,1.0,31208.63
IT-North,45.46,9.19,2023-11-20,3,11.7,2.4,7.6,10.5,-0.1,5.7,0.0,0.0,0.0,0.0,9.7,14.0,11,5.04,0.67,21948.28
IT-North,45.46,9.19,2023-11-21,51,13.3,6.2,9.4,12.4,4.3,7.8,0.2,0.2,0.0,1.0,9.2,19.1,24,7.28,0.9,31362.27
IT-North,45.46,9.19,2023-11-22,3,14.8,2.8,7.8,13.8,-0.4,5.6,0.0,0.0,0.0,0.0,13.0,20.9,9,7.7,1.0,31369.14
IT-North,45.46,9.19,2023-11-23,3,12.0,2.7,6.5,10.4,-0.2,4.1,0.0,0.0,0.0,0.0,8.9,14.4,6,7.56,0.92,31266.61
IT-North,45.46,9.19,2023-11-24,3,14.2,2.3,7.1,12.0,-1.0,3.9,0.0,0.0,0.0,0.0,27.0,40.0,278,7.6,1.27,31221.9
IT-North,45.46,9.19,2023-11-25,0,11.5,4.3,8.2,2.5,-0.9,0.7,0.0,0.0,0.0,0.0,46.9,80.3,344,7.82,3.95,31179.46
IT-North,45.46,9.19,2023-11-26,2,11.9,0.9,5.3,8.4,-3.7,1.0,0.0,0.0,0.0,0.0,14.8,25.9,286,7.55,1.66,31139.38
IT-North,45.46,9.19,2023-11-27,3,6.2,1.5,3.9,3.7,-2.2,1.1,0.0,0.0,0.0,0.0,7.9,14.0,59,1.45,0.38,0.0
IT-North,45.46,9.19,2023-11-28,53,9.3,1.4,4.9,5.7,-2.5,1.4,0.9,0.9,0.0,3.0,17.9,33.8,277,7.24,0.95,30805.01
IT-North,45.46,9.19,2023-11-29,3,9.7,-0.2,5.2,6.6,-4.4,1.1,0.0,0.0,0.0,0.0,22.0,37.4,31,7.23,1.52,30043.12
IT-North,45.46,9.19,2023-11-30,73,5.1,2.4,4.0,2.9,-0.0,1.5,7.0,6.2,0.56,10.0,7.7,15.1,349,1.47,0.27,0.0
IT-North,45.46,9.19,2023-12-01,61,6.3,3.1,4.2,4.8,0.0,1.9,19.9,19.9,0.0,24.0,9.4,26.3,310,0.86,0.21,0.0
IT-North,45.46,9.19,2023-12-02,63,10.7,5.6,7.3,5.1,-0.7,2.5,16.2,16.2,0.0,13.0,34.4,58.3,327,2.66,1.89,11438.2
IT-North,45.46,9.19,2023-12-03,2,8.9,1.0,4.5,6.7,-3.3,0.5,0.0,0.0,0.0,0.0,21.6,37.4,15,6.24,1.33,29721.21
IT-North,45.46,9.19,2023-12-04,71,3.3,-0.9,1.0,0.2,-4.1,-1.9,2.1,1.8,0.21,9.0,7.7,13.0,40,1.58,0.27,0.0
IT-North,45.46,9.19,2023-12-05,3,4.5,-0.7,2.2,1.8,-4.3,-0.6,0.0,0.0,0.0,0.0,8.4,14.0,263,2.38,0.34,177.02
IT-North,45.46,9.19,2023-12-06,1,6.8,-2.0,1.3,4.3,-5.6,-1.7,0.0,0.0,0.0,0.0,9.3,16.9,278,6.29,0.59,30157.93
IT-North,45.46,9.19,2023-12-07,3,8.5,-3.8,1.1,6.5,-7.5,-1.9,0.0,0.0,0.0,0.0,8.1,15.5,330,6.65,0.64,29767.12
IT-North,45.46,9.19,2023-12-08,51,4.4,-1.2,2.6,2.0,-4.6,-0.1,2.9,2.9,0.0,13.0,10.6,19.1,301,1.73,0.3,0.0
IT-North,45.46,9.19,2023-12-09,51,4.9,1.8,3.0,2.4,-0.9,0.5,0.3,0.3,0.0,2.0,7.7,15.8,271,2.53,0.31,0.0
IT-North,45.46,9.19,2023-12-10,53,9.5,1.1,4.4,6.1,-3.2,1.2,2.3,2.3,0.0,5.0,16.5,28.1,274,6.0,0.6,29381.96
IT-North,45.46,9.19,2023-12-11,3,7.1,2.7,4.8,5.1,0.2,2.7,0.0,0.0,0.0,0.0,9.5,16.6,10,3.57,0.41,10643.67
IT-North,45.46,9.19,2023-12-12,51,6.8,2.4,4.2,5.2,-0.0,2.2,0.6,0.6,0.0,3.0,7.1,17.3,309,2.92,0.33,307.81
IT-North,45.46,9.19,2023-12-13,53,9.3,5.8,6.7,7.9,3.5,5.0,4.8,4.8,0.0,14.0,7.9,13.7,276,2.62,0.36,2748.51
IT-North,45.46,9.19,2023-12-14,3,10.2,3.6,6.5,8.6,-0.9,4.3,0.0,0.0,0.0,0.0,14.8,20.9,292,4.71,0.55,20053.83
IT-North,45.46,9.19,2023-12-15,2,13.4,0.6,5.9,12.1,-3.5,2.4,0.0,0.0,0.0,0.0,15.3,20.9,11,6.35,1.16,30085.3
IT-North,45.46,9.19,2023-12-16,2,7.3,-0.4,2.8,5.2,-4.1,-0.1,0.0,0.0,0.0,0.0,9.5,16.6,72,5.52,0.55,30035.0
IT-North,45.46,9.19,2023-12-17,3,7.3,-1.3,1.6,4.6,-4.4,-1.5,0.0,0.0,0.0,0.0,10.2,19.4,274,5.63,0.5,29985.57
IT-North,45.46,9.19,2023-12-18,3,8.8,-1.5,1.8,6.6,-5.1,-1.2,0.0,0.0,0.0,0.0,9.6,16.9,284,5.44,0.51,26572.67
IT-North,45.46,9.19,2023-12-19,3,10.7,-0.5,3.4,9.0,-3.9,0.6,0.0,0.0,0.0,0.0,10.5,17.3,291,6.3,0.67,30297.42
IT-North,45.46,9.19,2023-12-20,3,9.7,0.6,4.2,7.7,-2.5,1.4,0.0,0.0,0.0,0.0,12.3,20.5,297,5.01,0.61,23361.63
IT-North,45.46,9.19,2023-12-21,3,8.5,0.6,3.6,5.5,-2.4,0.6,0.0,0.0,0.0,0.0,16.2,25.9,281,4.75,0.65,22620.36
IT-North,45.46,9.19,2023-12-22,3,16.1,3.2,9.1,11.9,-0.6,5.5,0.0,0.0,0.0,0.0,16.9,28.1,285,4.61,1.45,26009.66
IT-North,45.46,9.19,2023-12-23,3,17.2,5.2,9.5,14.0,1.6,6.1,0.0,0.0,0.0,0.0,17.9,33.5,256,6.0,1.38,30531.45
IT-North,45.46,9.19,2023-12-24,3,14.5,5.4,8.7,11.2,0.9,4.7,0.0,0.0,0.0,0.0,22.3,37.4,267,6.29,1.27,30491.86
IT-North,45.46,9.19,2023-12-25,3,12.6,5.5,8.1,11.1,2.7,6.1,0.0,0.0,0.0,0.0,16.9,28.4,270,5.1,0.61,28220.81
IT-North,45.46,9.19,2023-12-26,3,12.4,4.7,7.9,10.1,2.2,6.2,0.0,0.0,0.0,0.0,10.5,19.4,309,3.16,0.5,9287.72
IT-North,45.46,9.19,2023-12-27,3,11.2,4.5,7.5,10.1,2.1,5.7,0.0,0.0,0.0,0.0,8.3,16.9,304,3.25,0.47,12811.68
IT-North,45.46,9.19,2023-12-28,51,9.7,5.9,7.8,8.7,4.0,6.2,0.5,0.5,0.0,4.0,7.6,12.2,289,1.74,0.32,706.09
IT-North,45.46,9.19,2023-12-29,3,10.2,6.4,7.9,8.8,4.9,6.2,0.0,0.0,0.0,0.0,6.4,12.2,264,2.08,0.39,2346.24
IT-North,45.46,9.19,2023-12-30,51,10.3,2.0,6.5,8.6,-0.6,4.5,0.1,0.1,0.0,1.0,8.4,13.7,285,5.53,0.61,28632.92
IT-North,45.46,9.19,2023-12-31,61,7.9,6.6,7.4,6.5,4.9,5.7,9.4,9.4,0.0,17.0,9.7,18.4,72,0.86,0.2,0.0
IT-North,45.46,9.19,2024-01-01,51,8.9,0.6,5.0,6.7,-2.5,2.4,0.1,0.1,0.0,1.0,13.3,22.7,277,5.78,0.59,25200.0
IT-North,45.46,9.19,2024-01-02,3,5.9,1.1,3.2,3.5,-1.6,0.7,0.0,0.0,0.0,0.0,9.4,15.8,299,2.11,0.29,652.65
IT-North,45.46,9.19,2024-01-03,3,9.8,1.3,5.0,7.0,-1.8,2.3,0.0,0.0,0.0,0.0,10.3,17.6,275,6.45,0.71,31058.8
IT-North,45.46,9.19,2024-01-04,3,11.4,0.7,4.8,9.7,-2.6,2.0,0.0,0.0,0.0,0.0,12.9,23.0,292,6.35,0.73,31122.49
IT-North,45.46,9.19,2024-01-05,63,6.4,2.2,5.2,4.0,-0.7,2.0,20.7,20.7,0.0,15.0,15.9,27.0,34,0.58,0.21,0.0
IT-North,45.46,9.19,2024-01-06,63,7.3,4.9,5.9,4.9,2.6,3.6,11.3,11.3,0.0,11.0,16.1,34.6,288,1.86,0.3,0.0
IT-North,45.46,9.19,2024-01-07,51,8.7,5.0,6.4,6.9,3.0,4.4,2.1,2.1,0.0,12.0,9.0,15.8,267,2.37,0.38,3127.93
IT-North,45.46,9.19,2024-01-08,51,9.0,5.1,6.8,8.0,2.4,4.5,0.3,0.3,0.0,2.0,12.5,19.8,12,2.06,0.43,0.0
IT-North,45.46,9.19,2024-01-09,3,6.9,4.9,5.7,3.7,1.4,2.5,0.0,0.0,0.0,0.0,14.4,24.5,79,1.97,0.54,1804.02
IT-North,45.46,9.19,2024-01-10,3,4.8,1.1,3.2,1.6,-2.4,0.2,0.0,0.0,0.0,0.0,8.9,16.6,86,2.05,0.45,0.0
IT-North,45.46,9.19,2024-01-11,3,7.2,-1.5,1.8,4.3,-4.7,-1.3,0.0,0.0,0.0,0.0,9.2,16.2,291,6.76,0.66,31682.19
IT-North,45.46,9.19,2024-01-12,3,5.9,-2.1,0.7,3.6,-5.2,-2.1,0.0,0.0,0.0,0.0,8.2,15.5,295,5.27,0.5,21382.93
IT-North,45.46,9.19,2024-01-13,3,5.8,-1.3,1.1,2.9,-4.5,-1.8,0.0,0.0,0.0,0.0,8.0,18.4,281,4.65,0.46,18268.45
IT-North,45.46,9.19,2024-01-14,3,6.6,-1.6,1.3,4.4,-5.0,-1.7,0.0,0.0,0.0,0.0,8.1,14.4,287,2.74,0.37,6342.38
IT-North,45.46,9.19,2024-01-15,3,7.9,-0.1,2.8,5.8,-3.2,-0.0,0.0,0.0,0.0,0.0,13.6,22.0,282,6.67,0.68,32084.47
IT-North,45.46,9.19,2024-01-16,3,7.1,-0.7,2.4,5.2,-4.4,-0.9,0.0,0.0,0.0,0.0,14.2,24.8,42,6.22,0.71,21759.87
IT-North,45.46,9.19,2024-01-17,55,3.0,0.1,1.9,0.9,-3.0,-0.6,4.9,4.9,0.0,14.0,7.1,13.7,316,1.03,0.21,0.0
IT-North,45.46,9.19,2024-01-18,61,7.7,1.1,3.2,6.0,-1.8,0.6,5.7,5.7,0.0,5.0,9.3,18.7,271,4.68,0.5,15686.07
IT-North,45.46,9.19,2024-01-19,73,10.4,0.5,4.3,4.9,-2.6,0.7,4.2,3.5,0.49,8.0,26.8,46.8,11,5.93,0.98,30284.13
IT-North,45.46,9.19,2024-01-20,1,7.6,-3.8,1.4,3.1,-7.6,-2.3,0.0,0.0,0.0,0.0,11.0,24.5,341,7.88,0.98,32287.99
IT-North,45.46,9.19,2024-01-21,3,5.2,-4.8,-0.8,1.9,-8.3,-4.4,0.0,0.0,0.0,0.0,7.3,15.8,290,6.66,0.7,29475.7
IT-North,45.46,9.19,2024-01-22,3,7.7,-4.5,0.1,3.5,-8.5,-3.9,0.0,0.0,0.0,0.0,9.7,18.4,296,7.42,1.01,28235.93
IT-North,45.46,9.19,2024-01-23,3,9.0,-2.2,1.9,6.2,-6.7,-1.7,0.0,0.0,0.0,0.0,13.2,21.2,291,7.91,1.0,32400.0
IT-North,45.46,9.19,2024-01-24,3,10.5,-1.6,3.5,7.4,-5.1,0.3,0.0,0.0,0.0,0.0,13.9,23.4,287,7.61,1.0,32400.0
IT-North,45.46,9.19,2024-01-25,3,13.0,0.9,4.7,12.1,-2.7,1.5,0.0,0.0,0.0,0.0,14.0,25.2,297,7.88,0.98,32400.0
IT-North,45.46,9.19,2024-01-26,3,8.3,-1.3,2.8,6.4,-4.5,0.2,0.0,0.0,0.0,0.0,10.2,16.2,266,5.6,0.62,21932.59
IT-North,45.46,9.19,2024-01-27,1,15.9,-0.8,5.1,15.0,-3.9,2.3,0.0,0.0,0.0,0.0,14.8,24.8,293,8.14,1.01,32400.0
IT-North,45.46,9.19,2024-01-28,3,6.5,-1.7,3.2,4.9,-4.7,0.8,0.0,0.0,0.0,0.0,14.1,25.2,63,4.82,0.52,14400.0
IT-North,45.46,9.19,2024-01-29,3,6.0,-2.6,0.8,3.6,-5.8,-1.9,0.0,0.0,0.0,0.0,7.2,18.0,301,6.66,0.66,21600.0
IT-North,45.46,9.19,2024-01-30,3,7.5,-1.9,1.4,5.0,-5.5,-1.5,0.0,0.0,0.0,0.0,7.4,14.8,274,6.66,0.71,31825.83
IT-North,45.46,9.19,2024-01-31,3,9.6,-1.3,2.5,7.6,-4.6,-0.2,0.0,0.0,0.0,0.0,7.6,15.1,284,7.23,0.79,27694.77
IT-North,45.46,9.19,2024-02-01,3,9.7,-0.3,2.9,8.2,-4.0,0.1,0.0,0.0,0.0,0.0,10.2,17.3,290,4.94,0.62,15312.13
IT-North,45.46,9.19,2024-02-02,3,11.8,-1.8,3.3,9.6,-5.0,0.6,0.0,0.0,0.0,0.0,9.7,15.1,282,7.37,0.89,29191.49
IT-North,45.46,9.19,2024-02-03,3,15.1,0.2,6.3,12.2,-2.3,3.6,0.0,0.0,0.0,0.0,15.7,28.8,274,8.68,1.22,32681.23
IT-North,45.46,9.19,2024-02-04,3,14.8,3.4,8.3,12.9,0.6,5.7,0.0,0.0,0.0,0.0,17.3,28.4,273,9.01,1.21,32400.0
IT-North,45.46,9.19,2024-02-05,3,15.6,6.3,9.3,14.0,3.0,6.6,0.0,0.0,0.0,0.0,17.0,28.4,267,8.37,1.13,30782.76
IT-North,45.46,9.19,2024-02-06,51,12.5,6.8,9.0,10.8,4.9,7.5,0.2,0.2,0.0,2.0,8.0,16.9,316,3.63,0.61,224.21
IT-North,45.46,9.19,2024-02-07,51,13.9,5.9,9.2,11.9,3.5,7.4,0.1,0.1,0.0,1.0,9.4,20.2,290,6.71,0.97,25590.81
IT-North,45.46,9.19,2024-02-08,51,13.9,4.8,9.2,12.5,2.4,7.5,0.6,0.6,0.0,2.0,10.1,20.5,277,8.94,1.17,32400.0
IT-North,45.46,9.19,2024-02-09,63,10.0,8.3,9.2,8.5,5.5,6.6,25.3,25.3,0.0,24.0,19.1,36.0,98,1.34,0.32,0.0
IT-North,45.46,9.19,2024-02-10,63,10.1,9.0,9.5,7.7,5.7,6.7,26.9,26.9,0.0,23.0,19.9,33.8,89,1.27,0.35,0.0
IT-North,45.46,9.19,2024-02-11,63,12.5,5.5,9.4,10.4,3.2,7.8,18.3,18.3,0.0,14.0,14.6,25.6,298,5.27,0.79,12033.29
IT-North,45.46,9.19,2024-02-12,3,11.3,3.7,6.8,10.4,0.9,5.0,0.0,0.0,0.0,0.0,8.0,18.0,353,6.89,0.83,27721.85
IT-North,45.46,9.19,2024-02-13,3,14.9,2.8,6.8,13.2,-0.3,4.4,0.0,0.0,0.0,0.0,11.5,20.5,275,10.63,1.39,34896.93
IT-North,45.46,9.19,2024-02-14,3,14.2,1.1,7.3,12.7,-1.7,5.3,0.0,0.0,0.0,0.0,6.7,12.6,311,10.77,1.4,35189.86
IT-North,45.46,9.19,2024-02-15,3,12.9,1.0,7.0,11.7,-2.2,5.2,0.0,0.0,0.0,0.0,8.1,13.3,272,9.41,1.2,31020.13
IT-North,45.46,9.19,2024-02-16,3,13.7,2.9,7.8,12.3,0.7,6.1,0.0,0.0,0.0,0.0,8.3,12.2,302,9.37,1.24,31916.92
IT-North,45.46,9.19,2024-02-17,3,15.6,3.5,9.1,14.3,1.2,7.5,0.0,0.0,0.0,0.0,6.0,14.4,48,10.74,1.48,35319.75
IT-North,45.46,9.19,2024-02-18,3,15.1,2.8,8.2,14.4,0.6,6.8,0.0,0.0,0.0,0.0,9.0,13.0,59,10.03,1.36,30195.73
IT-North,45.46,9.19,2024-02-19,3,17.0,3.8,9.4,16.5,1.0,7.9,0.0,0.0,0.0,0.0,9.0,17.6,333,11.33,1.53,36082.94
IT-North,45.46,9.19,2024-02-20,3,16.0,6.6,9.8,15.1,4.8,8.5,0.0,0.0,0.0,0.0,11.1,17.6,96,9.69,1.38,33615.57
IT-North,45.46,9.19,2024-02-21,3,14.5,3.6,8.6,13.8,0.8,7.0,0.0,0.0,0.0,0.0,7.9,14.4,69,10.99,1.46,33428.24
IT-North,45.46,9.19,2024-02-22,63,11.1,6.4,8.7,8.5,4.4,6.5,10.4,10.4,0.0,10.0,17.4,30.2,85,2.98,0.61,1280.2
IT-North,45.46,9.19,2024-02-23,63,10.7,3.7,8.4,9.6,1.3,6.2,29.4,29.4,0.0,16.0,19.1,32.4,73,4.51,0.69,6534.88
IT-North,45.46,9.19,2024-02-24,71,11.6,2.4,6.5,9.5,-0.7,3.9,16.5,16.4,0.07,14.0,16.6,34.2,71,7.68,1.04,23542.07
IT-North,45.46,9.19,2024-02-25,75,10.3,1.2,5.8,8.9,-1.7,3.6,32.0,20.6,7.98,13.0,10.5,20.9,48,9.26,1.1,31882.41
IT-North,45.46,9.19,2024-02-26,61,7.8,5.7,6.7,4.6,2.0,3.4,15.3,15.3,0.0,24.0,17.9,32.4,67,1.35,0.4,0.0
IT-North,45.46,9.19,2024-02-27,63,8.7,6.0,7.1,6.4,1.1,4.2,41.3,41.3,0.0,24.0,24.6,41.0,345,1.54,0.45,0.0
IT-North,45.46,9.19,2024-02-28,61,16.1,8.0,10.7,15.3,6.0,9.3,6.2,6.2,0.0,11.0,12.8,22.3,331,9.77,1.54,26786.17
IT-North,45.46,9.19,2024-02-29,53,14.6,5.8,10.7,13.2,3.4,8.9,0.9,0.9,0.0,2.0,13.8,23.0,357,5.64,1.04,13638.78
IT-North,45.46,9.19,2024-03-01,61,10.9,8.9,10.0,9.3,6.6,8.0,22.3,22.3,0.0,24.0,14.9,26.6,358,1.77,0.49,0.0
IT-North,45.46,9.19,2024-03-02,63,11.9,8.5,9.6,10.0,5.5,7.7,17.2,17.2,0.0,21.0,16.6,31.0,89,4.27,0.69,8098.68
IT-North,45.46,9.19,2024-03-03,61,12.8,8.3,9.7,8.4,4.7,6.1,5.4,5.4,0.0,13.0,28.6,49.7,88,5.01,1.02,7638.39
IT-North,45.46,9.19,2024-03-04,63,14.2,7.7,10.3,12.2,5.3,8.4,13.4,13.4,0.0,11.0,18.3,32.4,301,10.43,1.54,31099.8
IT-North,45.46,9.19,2024-03-05,63,14.5,4.8,9.2,12.8,2.2,7.1,5.8,5.8,0.0,6.0,13.4,25.9,281,10.05,1.49,29219.86
IT-North,45.46,9.19,2024-03-06,55,13.4,5.4,8.4,11.2,1.0,5.5,7.0,7.0,0.0,12.0,18.0,31.3,2,11.43,1.67,32400.0
IT-North,45.46,9.19,2024-03-07,3,14.2,3.3,8.2,12.5,0.4,6.1,0.0,0.0,0.0,0.0,10.5,16.2,163,14.59,2.0,39600.0
IT-North,45.46,9.19,2024-03-08,55,11.2,6.1,8.1,7.8,3.2,5.0,4.6,4.6,0.0,14.0,20.5,37.1,97,7.65,1.2,15363.76
IT-North,45.46,9.19,2024-03-09,61,9.9,6.9,8.0,7.7,3.8,5.7,7.8,7.8,0.0,17.0,15.6,28.8,98,4.26,0.72,0.0
IT-North,45.46,9.19,2024-03-10,65,9.5,5.3,8.0,7.9,2.9,4.7,37.2,37.2,0.0,17.0,29.9,52.6,94,2.6,0.54,7248.96
IT-North,45.46,9.19,2024-03-11,61,14.3,5.9,9.0,12.2,3.3,6.7,2.0,2.0,0.0,5.0,12.4,21.2,274,13.6,1.95,39247.26
IT-North,45.46,9.19,2024-03-12,51,19.1,4.3,10.8,14.8,0.7,7.4,0.2,0.2,0.0,1.0,20.3,34.9,317,16.28,3.27,39600.0
IT-North,45.46,9.19,2024-03-13,3,16.9,5.4,11.0,15.5,2.4,8.6,0.0,0.0,0.0,0.0,14.0,24.8,68,14.36,2.41,37431.23
IT-North,45.46,9.19,2024-03-14,3,16.9,4.8,10.5,16.2,3.2,9.1,0.0,0.0,0.0,0.0,15.3,26.6,214,14.7,2.2,38961.3
IT-North,45.46,9.19,2024-03-15,51,16.6,7.5,11.6,15.2,5.6,9.9,0.1,0.1,0.0,1.0,12.3,24.5,252,10.86,1.8,30504.94
IT-North,45.46,9.19,2024-03-16,51,19.0,7.4,12.0,18.5,5.6,10.9,0.1,0.1,0.0,1.0,10.7,20.5,261,15.78,2.38,39600.0
IT-North,45.46,9.19,2024-03-17,51,18.3,7.3,12.5,18.0,6.3,11.8,0.2,0.2,0.0,2.0,9.9,16.6,189,12.64,1.98,35864.6
IT-North,45.46,9.19,2024-03-18,53,17.1,9.5,12.3,16.2,8.0,11.2,1.5,1.5,0.0,7.0,12.1,20.2,265,9.68,1.52,23903.73
IT-North,45.46,9.19,2024-03-19,3,17.0,8.0,11.8,16.1,6.4,10.8,0.0,0.0,0.0,0.0,9.3,19.8,101,12.07,1.82,28586.18
IT-North,45.46,9.19,2024-03-20,3,16.8,6.8,12.2,16.1,4.7,11.1,0.0,0.0,0.0,0.0,9.8,16.2,87,15.5,2.27,39635.4
IT-North,45.46,9.19,2024-03-21,3,20.2,7.3,13.4,18.7,5.1,12.0,0.0,0.0,0.0,0.0,13.9,24.5,285,16.68,2.88,39964.08
IT-North,45.46,9.19,2024-03-22,3,19.3,9.0,13.8,18.8,7.3,12.6,0.0,0.0,0.0,0.0,16.9,27.7,81,16.83,2.74,39883.93
IT-North,45.46,9.19,2024-03-23,61,18.0,8.2,12.4,15.5,5.7,10.1,1.9,1.9,0.0,3.0,21.7,45.0,278,13.52,2.45,39039.13
IT-North,45.46,9.19,2024-03-24,51,16.4,5.1,11.2,14.1,0.9,7.0,0.1,0.1,0.0,1.0,24.4,41.4,326,18.23,4.09,41963.75
IT-North,45.46,9.19,2024-03-25,3,15.4,3.5,10.1,12.8,-0.3,6.7,0.0,0.0,0.0,0.0,19.1,31.7,27,18.3,3.37,36455.57
IT-North,45.46,9.19,2024-03-26,53,9.8,7.4,8.9,7.8,4.7,6.6,3.4,3.4,0.0,11.0,12.6,22.3,19,2.85,0.88,0.0
IT-North,45.46,9.19,2024-03-27,63,10.4,6.7,8.7,9.0,4.8,6.9,22.9,22.9,0.0,15.0,21.5,38.2,111,5.11,0.77,5905.7
IT-North,45.46,9.19,2024-03-28,61,10.6,4.6,7.8,9.3,2.5,5.8,6.9,6.9,0.0,9.0,10.5,18.7,48,4.26,0.74,131.82
IT-North,45.46,9.19,2024-03-29,53,15.1,7.8,10.5,13.8,5.7,9.1,4.5,4.5,0.0,14.0,16.1,31.0,54,6.98,1.14,7892.96
IT-North,45.46,9.19,2024-03-30,63,17.9,9.1,12.7,14.7,8.2,10.4,8.7,8.7,0.0,9.0,35.3,61.2,107,10.43,1.98,15336.6
IT-North,45.46,9.19,2024-03-31,65,15.8,10.1,12.0,13.7,7.9,10.0,34.8,34.8,0.0,20.0,21.5,42.5,89,6.09,1.05,5052.89
IT-North,45.46,9.19,2024-04-01,63,17.3,7.9,12.9,14.9,5.9,10.6,16.0,16.0,0.0,13.0,27.7,58.0,116,14.48,2.36,35623.17
IT-North,45.46,9.19,2024-04-02,51,18.6,5.5,11.4,16.9,2.8,9.1,0.1,0.1,0.0,1.0,10.7,23.8,271,20.01,3.21,45667.87
IT-North,45.46,9.19,2024-04-03,55,14.7,7.6,11.3,13.8,5.2,9.8,3.6,3.6,0.0,9.0,16.2,31.7,38,10.9,1.7,22594.83
IT-North,45.46,9.19,2024-04-04,3,18.4,6.8,12.3,17.1,5.1,11.0,0.0,0.0,0.0,0.0,12.4,23.4,271,15.98,2.58,42600.18
IT-North,45.46,9.19,2024-04-05,51,19.0,8.1,13.8,17.8,6.1,12.7,0.2,0.2,0.0,2.0,10.8,22.0,253,15.08,2.48,43176.52
IT-North,45.46,9.19,2024-04-06,3,21.4,8.5,14.7,21.8,6.5,13.8,0.0,0.0,0.0,0.0,12.2,20.9,250,20.04,3.35,45095.49
IT-North,45.46,9.19,2024-04-07,3,23.1,8.9,16.1,23.9,7.0,15.9,0.0,0.0,0.0,0.0,8.4,19.4,272,19.03,3.29,37556.26
IT-North,45.46,9.19,2024-04-08,3,23.7,11.4,17.4,25.9,11.1,18.2,0.0,0.0,0.0,0.0,9.4,15.8,113,19.66,3.41,46521.12
IT-North,45.46,9.19,2024-04-09,61,16.4,12.1,14.2,15.9,10.1,13.3,6.2,6.2,0.0,7.0,15.5,25.9,350,5.11,1.08,2008.23
IT-North,45.46,9.19,2024-04-10,61,16.2,9.0,11.7,13.4,3.2,8.3,11.4,11.4,0.0,16.0,32.7,57.6,349,9.08,2.05,14447.74
IT-North,45.46,9.19,2024-04-11,3,21.2,7.7,14.5,21.9,5.6,13.8,0.0,0.0,0.0,0.0,12.4,19.8,245,21.26,3.49,46794.4
IT-North,45.46,9.19,2024-04-12,1,24.5,10.2,17.4,26.0,9.1,17.6,0.0,0.0,0.0,0.0,8.2,16.2,248,21.7,3.87,46800.0
IT-North,45.46,9.19,2024-04-13,3,25.5,12.1,18.9,28.2,12.0,20.1,0.0,0.0,0.0,0.0,6.1,14.8,70,21.6,3.95,45004.92
