country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ITA,Italy,MAGISANO,WRI1021318,75.0,39.0095,16.6206,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016046,,,,,,,,,,171.73,221.35,203.39,240.67,151.27,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,MDC B,WKS0068404,6.0,42.3925,11.6136,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.99,9.84,9.77,10.31,10.65,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MESE,WRI1002908,164.34,46.3063,9.3823,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1016056,,,,484.585,421.379,418.37,,,JRC-PPDB-OPEN,372.83,505.24,425.97,526.37,173.77,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,MILAZZO,WRI1002909,162.9,38.2212,15.2383,Gas,,,,,,Edison,http://www.termica-milazzo.it/navigate.asp?voce=4&sottovoce=1,CARMA,,,,,966.828,985.155,975.082,,,JRC-PPDB-OPEN,,,,,620.18,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONASTERO,WRI1021355,56.0,46.1556,9.6439,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016062,,,,,,,,,,159.3,200.04,162.92,198.04,100.63,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,MONCALIERI,WRI1002910,780.0,44.993,7.6755,Gas,,,,,,Iren Energia,http://www.irenenergia.it/ChiSiamo/Attivita/Teleriscaldamento/Dove_Siamo/Impianti_Torino.html,GEODB,1009739,,,,2286.333,2905.101,3569.493,,,JRC-PPDB-OPEN,,,,,2969.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONTALTO (Alessandro Volta),WRI1002912,3446.0,42.3572,11.5373,Gas,,,,,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmontalto-ita_2.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445865128793&ssbinary=true,GEODB,1016065,,,,3.079,0.0,1.521,,,JRC-PPDB-OPEN,,,,,13119.43,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONTEFERRANTE,WRI1002913,105.24,41.9547,14.3884,Wind,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1072036,,,,,,,,,,,,,,191.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONTEVERDI 1,WRI1021759,17.0,43.1862,10.7657,Geothermal,,,,1997.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016070,,,,,,,,,,,,,,111.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONTEVERDI 2,WRI1021760,17.0,43.1971,10.7652,Geothermal,,,,1997.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016070,,,,,,,,,,,,,,111.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,MONTORIO,WRI1002914,110.0,42.5831,13.6383,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1016072,,,,267.564,176.471,180.344,,,JRC-PPDB-OPEN,259.97,332.76,306.42,361.11,241.42,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,MUCONE 1S,WRI1002915,101.44,39.4929,16.3838,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,CARMA,1053753,,,,201.211,123.276,145.904,,,JRC-PPDB-OPEN,239.74,306.86,282.57,333.01,222.63,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ITA,Italy,Macchiareddu,WKS0068366,7.2,39.2456,8.9567,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,13.97,13.84,14.02,14.0,14.8,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Macchie Parisi,WKS0067972,4.5,40.536,17.888,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,8.1,7.97,8.25,8.04,8.17,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Maddaloni,WRI1002907,352.0,41.0197,14.37,Gas,,,,1977.0,,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmaddaloni-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757537&ssbinary=true,WRI,,,,,,,,,,,,,,,1340.11,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Mandrella Solar Power Plant,WRI1026413,1.0,40.1137,18.1396,Solar,,,,,Gestamp Asetym Solar,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,1087102,,,,,,,,,,1.62,1.61,1.6,1.57,1.72,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Manduria,WKS0061346,7.6,40.444,17.64,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,13.83,13.96,14.24,13.91,14.54,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Manduria A,WKS0066748,8.0,40.4522,17.6056,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,14.38,14.73,14.87,14.49,15.22,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Manzano,WKS0060115,8.0,45.966,13.373,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.82,12.04,12.41,11.83,11.68,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Marrubiu 1+2,WKS0065681,7.7,39.7386,8.6647,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,14.22,14.62,14.79,14.38,15.16,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Massazza A,WKS0068010,4.0,45.4819,8.1081,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,5.59,5.85,6.02,5.97,6.17,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Masseria Martellotta Solar Power Plant,WRI1026414,8.0,40.5778,16.9715,Solar,,,,,,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,1087110,,,,,,,,,,15.0,13.9,14.07,13.73,15.46,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Masseria Rossa 1 Solar Power Plant,WRI1026415,1.0,40.4117,17.4247,Solar,,,,,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,1081395,,,,,,,,,,1.59,1.74,1.75,1.73,1.59,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Massoli Terni Solar Power Plant,WRI1026416,2.3,42.5107,12.6187,Solar,,,,,,Solar Rig,http://solarig.com/about-us/,Industry About,1087648,,,,,,,,,,3.72,3.74,3.68,3.76,3.95,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Maviglia Solar Power Plant,WRI1026417,1.0,40.3175,17.5873,Solar,,,,,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,Industry About,1087104,,,,,,,,,,1.55,1.75,1.8,1.76,1.58,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC A,WKS0066647,8.0,42.388,11.57,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,13.47,13.14,13.47,13.51,14.27,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC ENEL,WKS0060284,6.0,42.3599,11.5203,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,10.06,10.07,10.38,10.98,10.96,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC ESA,WKS0066646,4.0,42.388,11.607,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,6.46,6.4,6.38,6.58,6.8,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC III+IV,WKS0060004,44.0,42.409,11.5717,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,70.42,68.26,69.92,72.4,77.57,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus,WKS0069395,57.4,42.387,11.587,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,91.93,88.85,91.01,94.46,101.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus N,WKS0069399,12.0,42.425,11.58,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.06,20.61,20.78,21.64,22.05,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus NW,WKS0069398,17.0,42.415,11.575,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,29.54,28.89,29.48,30.33,31.24,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus S,WKS0069396,12.0,42.387,11.587,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.26,20.66,21.11,21.79,22.11,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus SE,WKS0069400,15.0,42.385,11.602,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,26.26,25.63,26.1,26.96,27.63,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC Octopus SW,WKS0069397,14.0,42.396,11.561,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,24.01,24.34,25.38,25.02,26.71,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,MdC SolarWorld,WKS0064356,13.3,42.3954,11.5949,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,23.28,22.76,23.17,23.92,24.45,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Meatiri Solar Power Plant,WRI1026418,1.0,40.1563,18.2334,Solar,,,,,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,,,,,,1.62,1.61,1.59,1.57,1.73,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Mesagne 1,WKS0060255,6.3,40.533,17.89,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,11.96,11.57,11.86,11.67,12.09,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Mesagne C,WKS0067974,5.0,40.489,17.844,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.56,9.26,9.51,9.39,9.63,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Mesagne E,WKS0068110,5.0,40.6,17.797,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.2,9.25,9.57,9.4,9.38,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Mesagne Greenhouses,WKS0068111,9.4,40.599,17.791,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,16.86,17.1,17.41,17.22,17.01,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Mesagne ITA-3,WKS0062460,5.0,40.5423,17.9046,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.56,9.27,9.51,9.36,9.66,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monfalcone power station,WRI1002911,336.0,45.7979,13.5455,Coal,,,,1968.0,A2A Spa,GCPT,https://endcoal.org/global-coal-plant-tracker/,GEODB,1016063,,,,2109.601,2230.957,1995.002,,,JRC-PPDB-OPEN,,,,,1097.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Monreale,WKS0067816,5.0,37.868,13.07,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.68,9.41,9.59,9.35,10.21,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monreale A,WKS0067813,5.0,37.952,13.264,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,9.7,9.54,9.59,9.35,10.13,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monreale B,WKS0067814,4.0,37.9467,13.2614,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,7.24,7.15,7.14,7.0,7.44,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monreale C,WKS0067815,11.0,37.908,13.315,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,21.72,21.65,22.15,21.44,25.18,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monreale D,WKS0067818,6.5,37.923,13.344,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,12.54,12.17,12.5,12.07,13.38,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Montalto di Castro - Solaer Solar Power Plant,WRI1026419,1.0,42.4067,11.6104,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,Industry About,,,,,,,,,,,1.63,1.62,1.65,1.7,1.61,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monte San Pietrangeli Solar Power Plant,WRI1026420,5.7,43.1953,13.6002,Solar,,,,,Solaria EnergÌ_a y Medio Ambiente SA,En Value,http://www.envalue.de/de/neues/index.php,Industry About,,,,,,,,,,,9.51,9.69,9.45,9.51,10.31,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Monte di Eboli,WKS0061411,24.0,40.63,15.027,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,40.6,38.34,38.55,38.91,47.27,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,NAPOLI L,WRI1002916,400.0,40.8339,14.3006,Gas,,,,2009.0,Tirreno,Tirreno Power,http://www.tirrenopower.com/en/impianti-elettrici/napoli-levante/,GEODB,1016074,,,,715.235,1214.228,1091.332,,,JRC-PPDB-OPEN,,,,,1522.85,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NOVEL,WRI1021293,97.0,45.457,8.6496,Other,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,GEODB,,,,,,,,,,,,,,,359.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA CASTELNUOVO,WRI1021797,15.0,43.2166,10.9052,Geothermal,,,,2000.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1076659,,,,,,,,,,,,,,98.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA GABBRO,WRI1021705,19.0,42.2612,10.8853,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016003,,,,,,,,,,,,,,124.49,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA LAGO,WRI1021915,11.0,43.2612,10.8853,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,,,,,,,,,,,,,,,72.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA LARDERELLO,WRI1021763,17.0,43.2271,10.8838,Geothermal,,,,2005.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016032,,,,,,,,,,,,,,111.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA MOLINETTO,WRI1021721,18.0,43.2112,10.8585,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1076663,,,,,,,,,,,,,,117.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA MONTEROTONDO,WRI1021914,11.0,43.1519,10.8495,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1076660,,,,,,,,,,,,,,72.07,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA RADICONDOLI,WRI1021348,59.0,43.1935,11.0446,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1016129,,,,,,,,,,,,,,386.57,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA SAN MARTINO,WRI1021455,39.0,43.1452,10.8325,Geothermal,,,,2005.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1081877,,,,,,,,,,,,,,255.53,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA SASSO,WRI1021762,17.0,43.1763,10.8521,Geothermal,,,,1996.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1076662,,,,,,,,,,,,,,111.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,NUOVA SERRAZZANO,WRI1021382,49.0,43.204,10.8003,Geothermal,,,,2002.0,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,WRI,1076658,,,,,,,,,,,,,,321.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Nicoletto Solar Power Plant,WRI1026421,2.0,43.672,10.7363,Solar,,,,,GP Joule GmbH,Carpe Vigo,http://www.carpevigo.de,Industry About,,,,,,,,,,,3.36,3.34,3.28,3.29,3.15,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Noceto,WKS0064825,4.5,44.776,10.1765,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,6.77,6.86,7.14,7.13,7.04,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,Novi Fossati,WKS0068368,4.6,44.8092,8.7576,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,7.23,7.22,7.99,7.99,7.53,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,ORSA MAGGIORE,WRI1021810,15.0,42.36,11.522,Solar,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,Industry About,,,,,,,,,,,25.91,26.16,26.83,27.94,28.24,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
ITA,Italy,OSTIGLIA,WRI1002917,1457.0,45.0603,11.1374,Gas,,,,2013.0,E On,E.ON,https://web.archive.org/web/20140409021055/http://www.eon-italia.com/en/business/generation/power-plants/ostiglia.html,GEODB,1016082,,,,656.978,859.772,1109.905,,,JRC-PPDB-OPEN,,,,,5547.01,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
ITA,Italy,Oria,WKS0066749,5.9,40.474,17.646,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,10.74,10.87,11.1,10.85,11.27,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
