country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Italy,2014,ITA,60664169.0,2010164047423.0,-13.848,-1.987,203.761,12.361,308.584,18.72,6.77,0.686,379.31,-2.513,-3.956,2529.457,153.447,716.238,43.45,17.808,0.101,11.03,0.669,15.713,8.514,320.25,5279.063,276.53,17.265,-2.509,-46.747,29940.508,0.904,-4.392,-67.466,2569.062,155.85,24209.072,1468.623,56.359,81.483,-11.64,-77.688,589.716,1543.91,93.66,9720.991,-7.573,-5.579,1122.501,68.096,33.87,32.719,104.89,10.935,13.998,148.969,965.15,58.55,2455.642,21.173,8.265,5.289,20.014,333.739,1989.313,120.68,5501.412,43.641,18.517,43.72,13.652,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.993,14.178,725.46,308.914,18.74,11958.623,4.787,3.063,1105.202,67.046,6.777,40.251,77.027,24.64,5.92,8.349,5.936,406.171,97.586,1269.731,8.91,2.141,4.274,4558.375,1816.316,5.289,20.014,333.739,1989.313,120.68,5501.412,43.641,18.517,3.325,1.545,56.759,367.762,22.31,935.631,8.068,3.149,1.888,0.522,38.622,250.23,15.18,636.646,5.489,2.143
Italy,2015,ITA,60575314.0,2025809415322.0,9.232,1.141,222.9,13.502,320.097,19.39,6.932,0.739,398.68,-6.551,-10.052,2367.226,143.395,713.162,43.2,-5.814,-0.039,10.404,0.63,15.445,7.848,326.08,5383.051,279.7,17.002,1.219,22.149,30350.078,0.908,3.681,54.054,2819.795,170.81,25136.922,1522.677,61.069,83.34,9.062,53.438,643.154,1830.449,110.88,10617.431,-5.285,-3.599,1064.739,64.497,39.642,35.201,111.51,-22.218,-33.685,115.285,751.791,45.54,1903.165,16.282,6.31,-7.992,-29.351,304.388,1797.597,108.89,5024.947,38.931,16.66,46.38,14.224,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,10.667,736.127,276.185,16.73,12152.265,-5.112,-3.428,1050.238,63.618,5.981,40.29,79.94,25.57,6.18,3.781,2.912,422.119,102.022,1319.674,9.142,2.21,4.375,4617.393,1838.465,-7.992,-29.351,304.388,1797.597,108.89,5024.947,38.931,16.66,2.85,1.322,58.082,378.702,22.94,958.831,8.202,3.179,-2.203,-1.042,37.579,244.984,14.84,620.376,5.306,2.057
Italy,2016,ITA,60478103.0,2052012434345.0,-11.053,-1.492,198.581,12.01,322.431,19.5,6.819,0.659,389.58,-11.451,-16.421,2099.519,126.975,588.808,35.61,-100.0,-0.63,0.0,0.0,12.453,6.964,322.98,5340.445,285.95,17.394,-0.214,-3.927,30333.92,0.894,0.085,1.302,2942.222,177.94,25198.85,1523.979,62.228,83.588,5.023,32.304,675.458,2086.209,126.17,11168.644,-14.573,-9.399,911.034,55.098,44.123,37.048,111.4,-6.82,-8.672,106.613,701.576,42.43,1762.837,14.838,5.848,-1.94,-5.166,299.222,1785.936,108.01,4947.602,37.772,16.412,37.03,11.465,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.981,-14.582,721.545,267.204,16.16,11930.688,-31.273,-19.895,722.959,43.723,5.651,39.576,80.616,25.79,6.29,0.846,0.677,426.435,104.005,1332.982,9.019,2.2,4.422,4728.158,1834.538,-1.94,-5.166,299.222,1785.936,108.01,4947.602,37.772,16.412,-3.652,-2.543,55.538,365.422,22.1,918.323,7.729,3.046,19.165,6.864,44.444,292.503,17.69,734.877,6.186,2.438
Italy,2017,ITA,60390317.0,2086237040647.0,1.999,0.24,202.845,12.25,320.747,19.37,6.632,0.667,392.82,-12.432,-15.785,1841.182,111.19,540.318,32.63,,,,,11.171,6.052,329.85,5461.968,292.09,17.539,0.713,13.088,30594.736,0.886,1.658,25.274,3116.394,188.2,25653.99,1549.253,64.432,84.325,5.971,40.33,715.788,2324.214,140.36,11852.694,-4.296,-2.367,873.163,52.731,48.054,38.96,114.74,-14.69,-16.116,90.497,599.434,36.2,1498.532,12.393,4.926,-3.236,-11.24,287.981,1720.309,103.89,4768.667,35.568,15.675,37.76,11.448,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.73,722.275,251.862,15.21,11960.114,10.336,4.519,798.841,48.242,5.207,39.313,79.936,25.57,6.2,-0.844,-0.681,423.412,102.665,1323.65,8.754,2.123,4.351,4836.703,1847.626,-3.236,-11.24,287.981,1720.309,103.89,4768.667,35.568,15.675,10.285,5.406,60.944,403.707,24.38,1009.173,8.347,3.317,0.301,-0.089,44.355,293.756,17.74,734.468,6.073,2.414
Italy,2018,ITA,60277496.0,2105551772855.0,17.873,2.189,239.547,14.439,317.531,19.14,6.691,0.781,366.88,-8.269,-9.195,1692.087,101.995,472.316,28.47,,,,,9.952,5.519,329.96,5474.016,286.06,17.216,0.658,12.156,30853.664,0.883,-1.067,-16.535,2847.663,171.65,25427.686,1532.717,60.005,82.941,-3.304,-23.647,692.141,2132.802,128.56,11482.575,-1.59,-0.839,860.885,51.892,44.942,37.454,104.95,34.88,30.958,121.455,809.423,48.79,2014.926,17.056,6.572,10.973,27.267,315.249,1898.055,114.41,5229.956,39.995,17.059,43.9,13.305,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.258,16.306,738.582,242.545,14.62,12253.023,13.207,6.371,906.036,54.614,5.111,39.967,78.931,25.25,6.11,-1.256,-1.004,418.896,101.365,1309.465,8.827,2.136,4.271,4745.718,1859.782,10.973,27.267,315.249,1898.055,114.41,5229.956,39.995,17.059,-7.072,-4.592,56.353,375.762,22.65,934.888,7.918,3.049,-0.144,-0.284,44.071,293.974,17.72,731.129,6.195,2.385
Italy,2019,ITA,60130136.0,2115725732767.0,2.156,0.311,245.311,14.751,325.128,19.55,6.742,0.807,351.32,-24.453,-24.941,1281.447,77.054,313.32,18.84,,,,,6.497,4.216,328.13,5456.998,289.99,17.681,-1.066,-19.829,30599.51,0.87,-1.515,-23.219,2896.385,174.16,25103.855,1509.498,60.057,82.588,2.278,15.765,707.906,2356.555,141.7,11772.9,-10.945,-5.679,768.541,46.212,48.864,38.731,101.88,-5.055,-6.711,114.744,770.329,46.32,1908.258,15.973,6.278,1.352,3.004,318.252,1926.322,115.83,5292.727,39.943,17.412,38.14,11.623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.901,-14.043,724.539,226.509,13.62,12049.507,-8.888,-4.854,827.534,49.76,4.697,39.641,80.117,25.62,6.07,1.502,1.186,426.076,100.948,1332.397,8.835,2.093,4.383,4822.707,1839.953,1.352,3.004,318.252,1926.322,115.83,5292.727,39.943,17.412,4.569,2.283,58.636,393.979,23.69,975.15,8.169,3.208,14.03,5.934,50.005,335.938,20.2,831.612,6.966,2.736
Italy,2020,ITA,59912763.0,1925751927111.0,-0.68,-0.1,244.527,14.65,327.476,19.62,7.088,0.887,334.2,-23.601,-18.185,982.565,58.868,223.325,13.38,,,,,4.834,3.565,309.01,5157.666,276.81,18.926,-9.594,-176.53,27764.078,0.864,-11.823,-178.465,2669.047,159.91,22216.188,1331.033,57.769,80.601,-4.472,-31.655,676.252,2231.578,133.7,11287.271,-15.346,-7.092,652.964,39.121,48.3,40.95,92.51,2.755,2.871,117.614,793.654,47.55,1963.094,17.178,7.122,0.774,2.108,320.361,1951.17,116.9,5347.12,42.231,19.399,32.2,10.42,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.753,-128.625,595.913,214.145,12.83,9946.352,26.761,13.316,1052.797,63.076,4.635,36.085,80.187,25.65,6.03,0.087,0.07,428.122,100.646,1338.399,9.266,2.178,4.856,4620.217,1663.423,0.774,2.108,320.361,1951.17,116.9,5347.12,42.231,19.399,5.288,2.948,61.584,416.272,24.94,1027.894,9.01,3.729,-7.13,-3.68,46.325,313.122,18.76,773.207,6.777,2.805
Italy,2021,ITA,59729353.0,2060299944789.0,11.818,1.731,274.265,16.382,319.106,19.06,6.676,0.924,339.1,10.581,6.229,1089.868,65.097,234.725,14.02,,,,,4.911,3.671,328.28,5496.125,285.49,17.993,7.317,121.719,29887.174,0.866,9.238,122.954,2832.108,169.16,24342.934,1453.988,59.253,81.986,7.022,47.485,723.737,2411.042,144.01,12116.937,-18.608,-7.28,533.095,31.841,50.443,40.809,96.81,-4.714,-5.821,111.794,759.928,45.39,1871.669,15.899,6.304,0.816,-0.891,319.47,1947.619,116.33,5348.62,40.747,18.014,42.79,13.035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.619,69.24,665.154,186.341,11.13,11136.13,-9.392,-5.924,956.848,57.152,3.899,37.506,78.077,24.97,5.91,-2.632,-2.11,418.052,98.946,1307.178,8.746,2.07,4.403,4779.727,1785.142,0.816,-0.891,319.47,1947.619,116.33,5348.62,40.747,18.014,0.391,0.088,61.672,419.224,25.04,1032.531,8.771,3.478,11.543,5.22,51.545,350.414,20.93,862.977,7.331,2.906
Italy,2022,ITA,59619106.0,2136009300257.0,-2.018,-0.331,269.228,16.051,295.375,17.61,6.285,0.919,377.84,32.753,21.321,1449.51,86.419,379.241,22.61,,,,,8.07,4.949,323.16,5420.41,280.17,17.684,-1.662,-29.677,29444.67,0.822,0.95,13.806,3014.302,179.71,24619.516,1467.793,64.143,84.049,-9.913,-71.747,651.99,2372.897,141.47,10935.927,-0.818,-0.26,529.713,31.581,50.494,37.334,105.86,-37.434,-42.021,69.773,476.357,28.4,1170.312,10.137,3.995,-12.209,-40.907,278.563,1685.03,100.46,4672.377,35.857,15.951,42.99,13.303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.657,64.231,729.385,262.164,15.63,12234.077,-8.058,-4.605,881.373,52.547,5.579,41.766,73.29,23.45,5.84,-6.131,-4.787,393.33,97.955,1229.304,8.37,2.084,4.197,4699.333,1755.465,-12.209,-40.907,278.563,1685.03,100.46,4672.377,35.857,15.951,12.311,7.422,69.095,471.661,28.12,1158.934,10.037,3.957,-2.07,-1.191,50.354,343.682,20.49,844.6,7.313,2.883
Italy,2023,ITA,59499452.0,,-4.834,-0.776,256.729,15.275,269.078,16.01,6.121,0.916,323.23,-37.973,-32.816,900.897,53.603,222.187,13.22,,,,,5.054,3.213,312.8,5257.191,261.55,17.608,-4.262,-74.81,28246.553,,-7.778,-114.172,2437.501,145.03,22750.148,1353.621,55.45,81.146,-10.131,-66.051,585.939,2000.354,119.02,9847.803,-9.874,-3.118,478.368,28.463,45.506,35.126,84.54,42.679,29.05,98.823,681.015,40.52,1660.901,15.492,5.924,13.163,35.943,314.506,1958.337,116.52,5285.862,44.55,18.854,51.25,16.384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.098,-15.305,714.08,214.96,12.79,12001.449,-4.542,-2.387,843.029,50.16,4.89,42.807,67.843,21.7,5.69,-7.432,-5.447,364.709,95.631,1140.231,8.297,2.175,4.067,4395.838,1680.654,13.163,35.943,314.506,1958.337,116.52,5285.862,44.55,18.854,9.209,5.811,74.905,516.139,30.71,1258.921,11.742,4.49,15.352,7.305,57.66,396.474,23.59,969.08,9.019,3.457
Italy,2024,ITA,59342870.0,,-11.341,-1.732,228.213,13.543,290.347,17.23,6.44,0.805,281.4,-47.88,-25.665,470.786,27.938,66.562,3.95,,,,,1.476,1.661,318.56,5368.126,267.56,18.106,0.93,15.633,28584.518,,-1.75,-23.694,2246.605,133.32,22410.906,1329.927,49.828,79.069,0.566,3.319,589.258,1998.387,118.59,9929.718,-1.623,-0.462,471.845,28.001,44.323,35.034,75.29,36.276,35.849,134.671,895.306,53.13,2269.378,19.857,8.007,11.358,37.541,352.047,2262.108,134.24,5932.423,50.172,20.931,51.0,16.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.189,-1.348,712.732,181.656,10.78,12010.403,3.3,1.655,873.148,51.815,4.029,42.375,61.1,22.9,5.67,-9.939,-6.743,385.893,95.546,1029.609,8.559,2.119,3.633,4508.713,1696.287,11.358,37.541,352.047,2262.108,134.24,5932.423,50.172,20.931,17.875,13.39,88.295,606.476,35.99,1487.875,13.451,5.249,-5.587,-3.222,54.438,374.434,22.22,917.348,8.305,3.237
Italy,2025,ITA,59146263.0,,,,,,263.922,15.61,5.897,,284.78,,,,,63.064,3.73,,,,,1.409,,311.6,5268.296,264.7,,,,,,,,2292.452,135.59,,,51.224,,,,,2114.25,125.05,,,,,,47.242,,75.38,,,,705.032,41.7,,15.754,,,,,2182.894,129.11,,48.776,,46.9,15.051,,,,0.0,0.0,,0.0,,,,,115.138,6.81,,,,,,2.573,,,21.3,5.69,,,360.124,96.202,,8.047,2.15,,4475.346,,,,,2182.894,129.11,,48.776,,,,,754.57,44.63,,16.861,,,,,363.167,21.48,,8.115,
