direction,reporter,reporter_name,partner,partner_name,year,gwh,twh
export,HR,Croatia,TOTAL,Total,2023,8460.2,8.4602
export,HR,Croatia,SI,Slovenia,2023,4696.2,4.6962
export,HR,Croatia,BA,Bosnia and Herzegovina,2023,2726.6,2.7266
export,HR,Croatia,HU,Hungary,2023,706.7,0.7067
export,HR,Croatia,RS,Serbia,2023,330.7,0.3307
import,HR,Croatia,TOTAL,Total,2023,10037.9,10.0379
import,HR,Croatia,BA,Bosnia and Herzegovina,2023,3336.3,3.3363
import,HR,Croatia,SI,Slovenia,2023,2694.3,2.6943
import,HR,Croatia,HU,Hungary,2023,2687.7,2.6877
import,HR,Croatia,RS,Serbia,2023,1319.6,1.3195999999999999
export,HR,Croatia,TOTAL,Total,2024,8652.0,8.652
export,HR,Croatia,BA,Bosnia and Herzegovina,2024,4318.9,4.318899999999999
export,HR,Croatia,SI,Slovenia,2024,2565.0,2.565
export,HR,Croatia,RS,Serbia,2024,1370.1,1.3700999999999999
export,HR,Croatia,HU,Hungary,2024,398.0,0.398
import,HR,Croatia,TOTAL,Total,2024,13010.2,13.010200000000001
import,HR,Croatia,SI,Slovenia,2024,6295.8,6.2958
import,HR,Croatia,HU,Hungary,2024,4023.8,4.0238000000000005
import,HR,Croatia,BA,Bosnia and Herzegovina,2024,2049.2,2.0492
import,HR,Croatia,RS,Serbia,2024,641.4,0.6414
export,HU,Hungary,TOTAL,Total,2015,6249.0,6.249
export,HU,Hungary,HR,Croatia,2015,4866.0,4.866
export,HU,Hungary,RS,Serbia,2015,594.0,0.594
export,HU,Hungary,AT,Austria,2015,525.0,0.525
export,HU,Hungary,RO,Romania,2015,249.0,0.249
export,HU,Hungary,UA,Ukraine,2015,14.0,0.014
export,HU,Hungary,SK,Slovakia,2015,1.0,0.001
import,HU,Hungary,TOTAL,Total,2015,19935.0,19.935
import,HU,Hungary,SK,Slovakia,2015,9817.0,9.817
import,HU,Hungary,UA,Ukraine,2015,5550.0,5.55
import,HU,Hungary,AT,Austria,2015,2644.0,2.644
import,HU,Hungary,RO,Romania,2015,1359.0,1.359
import,HU,Hungary,RS,Serbia,2015,519.0,0.519
import,HU,Hungary,HR,Croatia,2015,46.0,0.046
export,HU,Hungary,TOTAL,Total,2016,5240.0,5.24
export,HU,Hungary,HR,Croatia,2016,3737.0,3.737
export,HU,Hungary,RO,Romania,2016,560.0,0.56
export,HU,Hungary,AT,Austria,2016,432.0,0.432
export,HU,Hungary,RS,Serbia,2016,417.0,0.417
export,HU,Hungary,UA,Ukraine,2016,83.0,0.083
export,HU,Hungary,SK,Slovakia,2016,11.0,0.011
import,HU,Hungary,TOTAL,Total,2016,17951.0,17.951
import,HU,Hungary,SK,Slovakia,2016,8330.0,8.33
import,HU,Hungary,UA,Ukraine,2016,4412.0,4.412
import,HU,Hungary,AT,Austria,2016,3090.0,3.09
import,HU,Hungary,RO,Romania,2016,929.0,0.929
import,HU,Hungary,RS,Serbia,2016,898.0,0.898
import,HU,Hungary,HR,Croatia,2016,292.0,0.292
export,HU,Hungary,TOTAL,Total,2017,6925.0,6.925
export,HU,Hungary,HR,Croatia,2017,4883.0,4.883
export,HU,Hungary,RS,Serbia,2017,971.0,0.971
export,HU,Hungary,RO,Romania,2017,908.0,0.908
export,HU,Hungary,AT,Austria,2017,134.0,0.134
export,HU,Hungary,UA,Ukraine,2017,23.0,0.023
export,HU,Hungary,SK,Slovakia,2017,6.0,0.006
import,HU,Hungary,TOTAL,Total,2017,19803.0,19.803
import,HU,Hungary,SK,Slovakia,2017,9459.0,9.459
import,HU,Hungary,AT,Austria,2017,5085.0,5.085
import,HU,Hungary,UA,Ukraine,2017,4563.0,4.563
import,HU,Hungary,RO,Romania,2017,359.0,0.359
import,HU,Hungary,RS,Serbia,2017,306.0,0.306
import,HU,Hungary,HR,Croatia,2017,31.0,0.031
export,HU,Hungary,TOTAL,Total,2018,4265.0,4.265
export,HU,Hungary,HR,Croatia,2018,2750.0,2.75
export,HU,Hungary,AT,Austria,2018,591.0,0.591
export,HU,Hungary,RO,Romania,2018,588.0,0.588
export,HU,Hungary,RS,Serbia,2018,271.0,0.271
export,HU,Hungary,SK,Slovakia,2018,60.0,0.06
export,HU,Hungary,UA,Ukraine,2018,5.0,0.005
import,HU,Hungary,TOTAL,Total,2018,18613.0,18.613
import,HU,Hungary,SK,Slovakia,2018,6813.0,6.813
import,HU,Hungary,UA,Ukraine,2018,5054.0,5.054
import,HU,Hungary,AT,Austria,2018,3753.0,3.753
import,HU,Hungary,RS,Serbia,2018,1226.0,1.226
import,HU,Hungary,RO,Romania,2018,1042.0,1.042
import,HU,Hungary,HR,Croatia,2018,725.0,0.725
export,HU,Hungary,TOTAL,Total,2019,7269.0,7.269
export,HU,Hungary,HR,Croatia,2019,4236.0,4.236
export,HU,Hungary,RO,Romania,2019,1970.0,1.97
export,HU,Hungary,RS,Serbia,2019,766.0,0.766
export,HU,Hungary,UA,Ukraine,2019,214.0,0.214
export,HU,Hungary,SK,Slovakia,2019,44.0,0.044
export,HU,Hungary,AT,Austria,2019,39.0,0.039
import,HU,Hungary,TOTAL,Total,2019,19853.0,19.853
import,HU,Hungary,SK,Slovakia,2019,8738.0,8.738
import,HU,Hungary,AT,Austria,2019,6224.0,6.224
import,HU,Hungary,UA,Ukraine,2019,4014.0,4.014
import,HU,Hungary,RS,Serbia,2019,496.0,0.496
import,HU,Hungary,RO,Romania,2019,227.0,0.227
import,HU,Hungary,HR,Croatia,2019,154.0,0.154
export,HU,Hungary,TOTAL,Total,2020,7499.0,7.499
export,HU,Hungary,HR,Croatia,2020,3204.0,3.204
export,HU,Hungary,RO,Romania,2020,2185.0,2.185
export,HU,Hungary,UA,Ukraine,2020,992.0,0.992
export,HU,Hungary,RS,Serbia,2020,959.0,0.959
export,HU,Hungary,AT,Austria,2020,102.0,0.102
export,HU,Hungary,SK,Slovakia,2020,57.0,0.057
import,HU,Hungary,TOTAL,Total,2020,19176.0,19.176
import,HU,Hungary,SK,Slovakia,2020,9251.0,9.251
import,HU,Hungary,AT,Austria,2020,6386.0,6.386
import,HU,Hungary,UA,Ukraine,2020,2484.0,2.484
import,HU,Hungary,RS,Serbia,2020,508.0,0.508
import,HU,Hungary,HR,Croatia,2020,376.0,0.376
import,HU,Hungary,RO,Romania,2020,171.0,0.171
export,HU,Hungary,TOTAL,Total,2021,7213.0,7.213
export,HU,Hungary,HR,Croatia,2021,3317.0,3.317
export,HU,Hungary,RO,Romania,2021,1628.0,1.628
export,HU,Hungary,UA,Ukraine,2021,881.0,0.881
export,HU,Hungary,AT,Austria,2021,715.0,0.715
export,HU,Hungary,RS,Serbia,2021,562.0,0.562
export,HU,Hungary,SK,Slovakia,2021,110.0,0.11
import,HU,Hungary,TOTAL,Total,2021,19967.0,19.967
import,HU,Hungary,SK,Slovakia,2021,10723.0,10.723
import,HU,Hungary,UA,Ukraine,2021,3591.0,3.591
import,HU,Hungary,AT,Austria,2021,3255.0,3.255
import,HU,Hungary,RS,Serbia,2021,1096.0,1.096
import,HU,Hungary,HR,Croatia,2021,774.0,0.774
import,HU,Hungary,RO,Romania,2021,528.0,0.528
export,HU,Hungary,TOTAL,Total,2022,9437.0,9.437
export,HU,Hungary,HR,Croatia,2022,4790.0,4.79
export,HU,Hungary,RO,Romania,2022,1378.0,1.378
export,HU,Hungary,SI,Slovenia,2022,1121.0,1.121
export,HU,Hungary,AT,Austria,2022,757.0,0.757
export,HU,Hungary,RS,Serbia,2022,740.0,0.74
export,HU,Hungary,UA,Ukraine,2022,566.0,0.566
export,HU,Hungary,SK,Slovakia,2022,85.0,0.085
import,HU,Hungary,TOTAL,Total,2022,21589.0,21.589
import,HU,Hungary,SK,Slovakia,2022,13169.0,13.169
import,HU,Hungary,AT,Austria,2022,3572.0,3.572
import,HU,Hungary,UA,Ukraine,2022,3552.0,3.552
import,HU,Hungary,RS,Serbia,2022,612.0,0.612
import,HU,Hungary,RO,Romania,2022,429.0,0.429
import,HU,Hungary,HR,Croatia,2022,236.0,0.236
import,HU,Hungary,SI,Slovenia,2022,19.0,0.019
export,HU,Hungary,TOTAL,Total,2023,8865.0,8.865
export,HU,Hungary,HR,Croatia,2023,2688.0,2.688
export,HU,Hungary,RO,Romania,2023,1601.0,1.601
export,HU,Hungary,SI,Slovenia,2023,1472.0,1.472
export,HU,Hungary,UA,Ukraine,2023,1093.0,1.093
export,HU,Hungary,AT,Austria,2023,946.0,0.946
export,HU,Hungary,RS,Serbia,2023,604.0,0.604
export,HU,Hungary,SK,Slovakia,2023,461.0,0.461
import,HU,Hungary,TOTAL,Total,2023,19964.0,19.964
import,HU,Hungary,SK,Slovakia,2023,10972.0,10.972
import,HU,Hungary,AT,Austria,2023,3466.0,3.466
import,HU,Hungary,UA,Ukraine,2023,2907.0,2.907
import,HU,Hungary,RS,Serbia,2023,1021.0,1.021
import,HU,Hungary,HR,Croatia,2023,707.0,0.707
import,HU,Hungary,RO,Romania,2023,656.0,0.656
import,HU,Hungary,SI,Slovenia,2023,235.0,0.235
export,HU,Hungary,TOTAL,Total,2024,11988.0,11.988
export,HU,Hungary,HR,Croatia,2024,4024.0,4.024
export,HU,Hungary,RO,Romania,2024,3177.0,3.177
export,HU,Hungary,UA,Ukraine,2024,2146.0,2.146
export,HU,Hungary,SI,Slovenia,2024,927.0,0.927
export,HU,Hungary,RS,Serbia,2024,820.0,0.82
export,HU,Hungary,SK,Slovakia,2024,552.0,0.552
export,HU,Hungary,AT,Austria,2024,342.0,0.342
import,HU,Hungary,TOTAL,Total,2024,22716.0,22.716
import,HU,Hungary,SK,Slovakia,2024,13237.0,13.237
import,HU,Hungary,AT,Austria,2024,5888.0,5.888
import,HU,Hungary,UA,Ukraine,2024,1428.0,1.428
import,HU,Hungary,SI,Slovenia,2024,853.0,0.853
import,HU,Hungary,RS,Serbia,2024,773.0,0.773
import,HU,Hungary,HR,Croatia,2024,398.0,0.398
import,HU,Hungary,RO,Romania,2024,139.0,0.139
export,IE,Ireland,TOTAL,Total,2015,1078.605,1.078605
export,IE,Ireland,UK,United Kingdom,2015,1078.605,1.078605
import,IE,Ireland,TOTAL,Total,2015,1751.975,1.7519749999999998
import,IE,Ireland,UK,United Kingdom,2015,1751.975,1.7519749999999998
export,IE,Ireland,TOTAL,Total,2016,1583.011,1.583011
export,IE,Ireland,UK,United Kingdom,2016,1583.011,1.583011
import,IE,Ireland,TOTAL,Total,2016,871.263,0.871263
import,IE,Ireland,UK,United Kingdom,2016,871.263,0.871263
export,IE,Ireland,TOTAL,Total,2017,1794.91,1.79491
export,IE,Ireland,UK,United Kingdom,2017,1794.91,1.79491
import,IE,Ireland,TOTAL,Total,2017,1116.408,1.1164079999999998
import,IE,Ireland,UK,United Kingdom,2017,1116.408,1.1164079999999998
export,IE,Ireland,TOTAL,Total,2018,1649.249,1.649249
export,IE,Ireland,UK,United Kingdom,2018,1649.249,1.649249
import,IE,Ireland,TOTAL,Total,2018,1621.519,1.621519
import,IE,Ireland,UK,United Kingdom,2018,1621.519,1.621519
export,IE,Ireland,TOTAL,Total,2019,1535.039,1.535039
export,IE,Ireland,UK,United Kingdom,2019,1535.039,1.535039
import,IE,Ireland,TOTAL,Total,2019,2179.579,2.1795790000000004
import,IE,Ireland,UK,United Kingdom,2019,2179.579,2.1795790000000004
export,IE,Ireland,TOTAL,Total,2020,1912.966,1.912966
export,IE,Ireland,UK,United Kingdom,2020,1912.966,1.912966
import,IE,Ireland,TOTAL,Total,2020,1761.112,1.761112
import,IE,Ireland,UK,United Kingdom,2020,1761.112,1.761112
export,IE,Ireland,TOTAL,Total,2021,863.122,0.863122
export,IE,Ireland,UK,United Kingdom,2021,863.122,0.863122
import,IE,Ireland,TOTAL,Total,2021,2450.715,2.450715
import,IE,Ireland,UK,United Kingdom,2021,2450.715,2.450715
export,IE,Ireland,TOTAL,Total,2022,1329.731,1.329731
export,IE,Ireland,UK,United Kingdom,2022,1329.731,1.329731
import,IE,Ireland,TOTAL,Total,2022,1581.629,1.581629
import,IE,Ireland,UK,United Kingdom,2022,1581.629,1.581629
export,IE,Ireland,TOTAL,Total,2023,446.418,0.446418
export,IE,Ireland,UK,United Kingdom,2023,446.418,0.446418
import,IE,Ireland,TOTAL,Total,2023,3721.169,3.7211689999999997
import,IE,Ireland,UK,United Kingdom,2023,3721.169,3.7211689999999997
export,IE,Ireland,TOTAL,Total,2024,210.776,0.21077600000000002
export,IE,Ireland,UK,United Kingdom,2024,210.776,0.21077600000000002
import,IE,Ireland,TOTAL,Total,2024,5271.623,5.271623
import,IE,Ireland,UK,United Kingdom,2024,5271.623,5.271623
export,IT,Italy,TOTAL,Total,2015,4471.0,4.471
export,IT,Italy,EL,Greece,2015,1672.0,1.672
export,IT,Italy,MT,Malta,2015,1044.0,1.044
export,IT,Italy,CH,Switzerland,2015,824.0,0.824
export,IT,Italy,FR,France,2015,810.0,0.81
export,IT,Italy,SI,Slovenia,2015,81.0,0.081
export,IT,Italy,AT,Austria,2015,40.0,0.04
import,IT,Italy,TOTAL,Total,2015,50849.0,50.849
import,IT,Italy,CH,Switzerland,2015,26180.0,26.18
import,IT,Italy,FR,France,2015,16316.0,16.316
import,IT,Italy,SI,Slovenia,2015,6223.0,6.223
import,IT,Italy,AT,Austria,2015,1538.0,1.538
import,IT,Italy,EL,Greece,2015,592.0,0.592
export,IT,Italy,TOTAL,Total,2016,6154.0,6.154
export,IT,Italy,EL,Greece,2016,2030.0,2.03
export,IT,Italy,MT,Malta,2016,1525.0,1.525
export,IT,Italy,CH,Switzerland,2016,1322.0,1.322
export,IT,Italy,FR,France,2016,1038.0,1.038
export,IT,Italy,SI,Slovenia,2016,171.0,0.171
export,IT,Italy,AT,Austria,2016,68.0,0.068
import,IT,Italy,TOTAL,Total,2016,43181.0,43.181
import,IT,Italy,CH,Switzerland,2016,20977.0,20.977
import,IT,Italy,FR,France,2016,13987.0,13.987
import,IT,Italy,SI,Slovenia,2016,6468.0,6.468
import,IT,Italy,AT,Austria,2016,1443.0,1.443
import,IT,Italy,EL,Greece,2016,306.0,0.306
export,IT,Italy,TOTAL,Total,2017,5134.231,5.134231
export,IT,Italy,EL,Greece,2017,1637.615,1.637615
export,IT,Italy,CH,Switzerland,2017,1265.412,1.265412
export,IT,Italy,FR,France,2017,1058.032,1.0580319999999999
export,IT,Italy,MT,Malta,2017,901.743,0.9017430000000001
export,IT,Italy,SI,Slovenia,2017,151.443,0.15144300000000002
export,IT,Italy,AT,Austria,2017,119.986,0.11998600000000001
import,IT,Italy,TOTAL,Total,2017,42894.881,42.894881
import,IT,Italy,CH,Switzerland,2017,21592.196,21.592196
import,IT,Italy,FR,France,2017,13716.589,13.716589
import,IT,Italy,SI,Slovenia,2017,5894.338,5.894337999999999
import,IT,Italy,AT,Austria,2017,1332.448,1.332448
import,IT,Italy,EL,Greece,2017,324.68,0.32468
import,IT,Italy,MT,Malta,2017,34.63,0.03463
export,IT,Italy,TOTAL,Total,2018,3271.415,3.271415
export,IT,Italy,CH,Switzerland,2018,1139.33,1.13933
export,IT,Italy,FR,France,2018,805.875,0.805875
export,IT,Italy,MT,Malta,2018,631.666,0.6316660000000001
export,IT,Italy,EL,Greece,2018,610.592,0.610592
export,IT,Italy,SI,Slovenia,2018,60.014,0.060014000000000005
export,IT,Italy,AT,Austria,2018,23.938,0.023937999999999997
import,IT,Italy,TOTAL,Total,2018,47170.204,47.170204
import,IT,Italy,CH,Switzerland,2018,22540.284,22.540284
import,IT,Italy,FR,France,2018,15385.754,15.385754
import,IT,Italy,SI,Slovenia,2018,6738.695,6.738695
import,IT,Italy,AT,Austria,2018,1417.034,1.4170340000000001
import,IT,Italy,EL,Greece,2018,1077.679,1.077679
import,IT,Italy,MT,Malta,2018,10.758,0.010757999999999998
export,IT,Italy,TOTAL,Total,2019,5833.707,5.833707
export,IT,Italy,EL,Greece,2019,2965.652,2.965652
export,IT,Italy,CH,Switzerland,2019,981.109,0.981109
export,IT,Italy,FR,France,2019,947.665,0.947665
export,IT,Italy,MT,Malta,2019,657.142,0.657142
export,IT,Italy,SI,Slovenia,2019,245.293,0.245293
export,IT,Italy,ME,Montenegro,2019,34.972,0.034972
export,IT,Italy,AT,Austria,2019,1.874,0.001874
import,IT,Italy,TOTAL,Total,2019,43974.94,43.974940000000004
import,IT,Italy,CH,Switzerland,2019,22194.212,22.194212
import,IT,Italy,FR,France,2019,15244.687,15.244687
import,IT,Italy,SI,Slovenia,2019,5193.618,5.193618000000001
import,IT,Italy,AT,Austria,2019,1228.863,1.228863
import,IT,Italy,EL,Greece,2019,56.827,0.056826999999999996
import,IT,Italy,ME,Montenegro,2019,37.222,0.037222
import,IT,Italy,MT,Malta,2019,19.511,0.019511
export,IT,Italy,TOTAL,Total,2020,7589.555,7.589555000000001
export,IT,Italy,EL,Greece,2020,2632.593,2.632593
export,IT,Italy,CH,Switzerland,2020,1891.284,1.8912840000000002
export,IT,Italy,FR,France,2020,1164.02,1.16402
export,IT,Italy,ME,Montenegro,2020,1048.934,1.048934
export,IT,Italy,SI,Slovenia,2020,423.107,0.423107
export,IT,Italy,MT,Malta,2020,419.841,0.419841
export,IT,Italy,AT,Austria,2020,9.776,0.009776
import,IT,Italy,TOTAL,Total,2020,39789.94,39.78994
import,IT,Italy,CH,Switzerland,2020,18955.818,18.955818
import,IT,Italy,FR,France,2020,13803.382,13.803382
import,IT,Italy,SI,Slovenia,2020,3909.18,3.9091799999999997
import,IT,Italy,ME,Montenegro,2020,1635.847,1.635847
import,IT,Italy,AT,Austria,2020,1165.707,1.165707
import,IT,Italy,EL,Greece,2020,317.138,0.317138
import,IT,Italy,MT,Malta,2020,2.868,0.002868
export,IT,Italy,TOTAL,Total,2021,3781.887,3.781887
export,IT,Italy,CH,Switzerland,2021,1256.397,1.256397
export,IT,Italy,FR,France,2021,1184.864,1.1848640000000001
export,IT,Italy,MT,Malta,2021,547.246,0.547246
export,IT,Italy,EL,Greece,2021,517.602,0.517602
export,IT,Italy,ME,Montenegro,2021,189.447,0.189447
export,IT,Italy,SI,Slovenia,2021,73.894,0.073894
export,IT,Italy,AT,Austria,2021,12.437,0.012437
import,IT,Italy,TOTAL,Total,2021,46571.698,46.571698
import,IT,Italy,CH,Switzerland,2021,19467.994,19.467993999999997
import,IT,Italy,FR,France,2021,15153.059,15.153058999999999
import,IT,Italy,SI,Slovenia,2021,5449.6,5.4496
import,IT,Italy,ME,Montenegro,2021,3352.74,3.35274
import,IT,Italy,EL,Greece,2021,1856.786,1.856786
import,IT,Italy,AT,Austria,2021,1257.922,1.257922
import,IT,Italy,MT,Malta,2021,33.597,0.033597
export,IT,Italy,TOTAL,Total,2022,4404.235,4.404235
export,IT,Italy,FR,France,2022,1209.649,1.209649
export,IT,Italy,EL,Greece,2022,1053.721,1.053721
export,IT,Italy,CH,Switzerland,2022,1040.526,1.040526
export,IT,Italy,MT,Malta,2022,646.14,0.6461399999999999
export,IT,Italy,ME,Montenegro,2022,421.991,0.421991
export,IT,Italy,SI,Slovenia,2022,23.15,0.023149999999999997
export,IT,Italy,AT,Austria,2022,9.058,0.009058
import,IT,Italy,TOTAL,Total,2022,47391.065,47.391065000000005
import,IT,Italy,CH,Switzerland,2022,20285.879,20.285879
import,IT,Italy,FR,France,2022,14397.165,14.397165000000001
import,IT,Italy,SI,Slovenia,2022,6213.575,6.213575
import,IT,Italy,ME,Montenegro,2022,3247.904,3.247904
import,IT,Italy,EL,Greece,2022,1741.311,1.7413109999999998
import,IT,Italy,AT,Austria,2022,1499.202,1.499202
import,IT,Italy,MT,Malta,2022,6.029,0.006029
export,IT,Italy,TOTAL,Total,2023,3320.491,3.320491
export,IT,Italy,CH,Switzerland,2023,979.75,0.97975
export,IT,Italy,FR,France,2023,958.306,0.958306
export,IT,Italy,MT,Malta,2023,648.351,0.648351
export,IT,Italy,EL,Greece,2023,643.885,0.643885
export,IT,Italy,ME,Montenegro,2023,51.872,0.051872
export,IT,Italy,SI,Slovenia,2023,28.412,0.028412
export,IT,Italy,AT,Austria,2023,9.915,0.009914999999999998
import,IT,Italy,TOTAL,Total,2023,54572.005,54.572005
import,IT,Italy,CH,Switzerland,2023,21201.28,21.20128
import,IT,Italy,FR,France,2023,19318.097,19.318097
import,IT,Italy,SI,Slovenia,2023,6513.269,6.513269
import,IT,Italy,ME,Montenegro,2023,4196.75,4.19675
import,IT,Italy,EL,Greece,2023,1988.922,1.988922
import,IT,Italy,AT,Austria,2023,1327.461,1.327461
import,IT,Italy,MT,Malta,2023,26.226,0.026226
export,IT,Italy,TOTAL,Total,2024,4907.96,4.90796
export,IT,Italy,CH,Switzerland,2024,1314.353,1.314353
export,IT,Italy,MT,Malta,2024,970.418,0.970418
export,IT,Italy,FR,France,2024,779.332,0.779332
export,IT,Italy,SI,Slovenia,2024,596.694,0.596694
export,IT,Italy,EL,Greece,2024,582.377,0.5823769999999999
export,IT,Italy,ME,Montenegro,2024,424.838,0.42483800000000005
export,IT,Italy,AT,Austria,2024,239.948,0.239948
import,IT,Italy,TOTAL,Total,2024,55907.561,55.907561
import,IT,Italy,FR,France,2024,21901.805,21.901805
import,IT,Italy,CH,Switzerland,2024,21713.904,21.713904
import,IT,Italy,SI,Slovenia,2024,4896.62,4.8966199999999995
import,IT,Italy,ME,Montenegro,2024,3238.157,3.238157
import,IT,Italy,EL,Greece,2024,2530.853,2.530853
import,IT,Italy,AT,Austria,2024,1623.297,1.623297
import,IT,Italy,MT,Malta,2024,2.925,0.0029249999999999996
import,LI,Liechtenstein,CH,Switzerland,2015,325.0,0.325
import,LI,Liechtenstein,TOTAL,Total,2015,325.0,0.325
import,LI,Liechtenstein,CH,Switzerland,2016,309.0,0.309
import,LI,Liechtenstein,TOTAL,Total,2016,309.0,0.309
import,LI,Liechtenstein,CH,Switzerland,2017,314.0,0.314
import,LI,Liechtenstein,TOTAL,Total,2017,314.0,0.314
import,LI,Liechtenstein,CH,Switzerland,2018,321.0,0.321
import,LI,Liechtenstein,TOTAL,Total,2018,321.0,0.321
import,LI,Liechtenstein,CH,Switzerland,2019,307.0,0.307
import,LI,Liechtenstein,TOTAL,Total,2019,307.0,0.307
import,LI,Liechtenstein,CH,Switzerland,2020,299.0,0.299
import,LI,Liechtenstein,TOTAL,Total,2020,299.0,0.299
import,LI,Liechtenstein,CH,Switzerland,2021,311.0,0.311
import,LI,Liechtenstein,TOTAL,Total,2021,311.0,0.311
import,LI,Liechtenstein,CH,Switzerland,2022,308.8,0.3088
import,LI,Liechtenstein,TOTAL,Total,2022,308.8,0.3088
import,LI,Liechtenstein,CH,Switzerland,2023,276.0,0.276
import,LI,Liechtenstein,TOTAL,Total,2023,276.0,0.276
import,LI,Liechtenstein,CH,Switzerland,2024,267.687,0.267687
import,LI,Liechtenstein,TOTAL,Total,2024,267.687,0.267687
export,LT,Lithuania,TOTAL,Total,2015,730.0,0.73
export,LT,Lithuania,BY,Belarus,2015,376.0,0.376
export,LT,Lithuania,RU,Russia,2015,173.0,0.173
export,LT,Lithuania,LV,Latvia,2015,167.0,0.167
export,LT,Lithuania,PL,Poland,2015,14.0,0.014
import,LT,Lithuania,TOTAL,Total,2015,7938.0,7.938
import,LT,Lithuania,LV,Latvia,2015,3418.0,3.418
import,LT,Lithuania,BY,Belarus,2015,2456.0,2.456
import,LT,Lithuania,RU,Russia,2015,2000.0,2.0
import,LT,Lithuania,PL,Poland,2015,64.0,0.064
export,LT,Lithuania,TOTAL,Total,2016,2831.0,2.831
export,LT,Lithuania,PL,Poland,2016,1033.0,1.033
export,LT,Lithuania,LV,Latvia,2016,739.0,0.739
export,LT,Lithuania,BY,Belarus,2016,681.0,0.681
export,LT,Lithuania,RU,Russia,2016,256.0,0.256
export,LT,Lithuania,SE,Sweden,2016,122.0,0.122
import,LT,Lithuania,TOTAL,Total,2016,11106.0,11.106
import,LT,Lithuania,LV,Latvia,2016,3725.0,3.725
import,LT,Lithuania,SE,Sweden,2016,2557.0,2.557
import,LT,Lithuania,RU,Russia,2016,2504.0,2.504
import,LT,Lithuania,BY,Belarus,2016,1880.0,1.88
import,LT,Lithuania,PL,Poland,2016,440.0,0.44
export,LT,Lithuania,TOTAL,Total,2017,3249.0,3.249
export,LT,Lithuania,PL,Poland,2017,1536.7,1.5367
export,LT,Lithuania,BY,Belarus,2017,740.7,0.7407
export,LT,Lithuania,LV,Latvia,2017,721.0,0.721
export,LT,Lithuania,RU,Russia,2017,136.2,0.1362
export,LT,Lithuania,SE,Sweden,2017,114.4,0.1144
import,LT,Lithuania,TOTAL,Total,2017,11926.2,11.926200000000001
import,LT,Lithuania,LV,Latvia,2017,3952.2,3.9522
import,LT,Lithuania,SE,Sweden,2017,3042.5,3.0425
import,LT,Lithuania,RU,Russia,2017,2816.1,2.8161
import,LT,Lithuania,BY,Belarus,2017,1620.8,1.6208
import,LT,Lithuania,PL,Poland,2017,494.6,0.49460000000000004
export,LT,Lithuania,TOTAL,Total,2018,3215.0,3.215
export,LT,Lithuania,PL,Poland,2018,1615.2,1.6152
export,LT,Lithuania,LV,Latvia,2018,722.3,0.7222999999999999
export,LT,Lithuania,BY,Belarus,2018,505.6,0.5056
export,LT,Lithuania,SE,Sweden,2018,220.0,0.22
export,LT,Lithuania,RU,Russia,2018,151.9,0.1519
import,LT,Lithuania,TOTAL,Total,2018,12847.5,12.8475
import,LT,Lithuania,LV,Latvia,2018,4217.8,4.2178
import,LT,Lithuania,RU,Russia,2018,3097.0,3.097
import,LT,Lithuania,SE,Sweden,2018,2875.1,2.8750999999999998
import,LT,Lithuania,BY,Belarus,2018,1940.3,1.9403
import,LT,Lithuania,PL,Poland,2018,717.3,0.7172999999999999
export,LT,Lithuania,TOTAL,Total,2019,3924.3,3.9243
export,LT,Lithuania,PL,Poland,2019,2280.0,2.28
export,LT,Lithuania,LV,Latvia,2019,835.8,0.8358
export,LT,Lithuania,BY,Belarus,2019,389.0,0.389
export,LT,Lithuania,SE,Sweden,2019,285.3,0.2853
export,LT,Lithuania,RU,Russia,2019,134.2,0.13419999999999999
import,LT,Lithuania,TOTAL,Total,2019,13267.9,13.2679
import,LT,Lithuania,SE,Sweden,2019,3573.2,3.5732
import,LT,Lithuania,LV,Latvia,2019,3338.7,3.3387
import,LT,Lithuania,BY,Belarus,2019,3189.6,3.1896
import,LT,Lithuania,RU,Russia,2019,2781.7,2.7817
import,LT,Lithuania,PL,Poland,2019,384.7,0.3847
export,LT,Lithuania,TOTAL,Total,2020,4104.9,4.1049
export,LT,Lithuania,PL,Poland,2020,2159.0,2.159
export,LT,Lithuania,LV,Latvia,2020,1382.6,1.3825999999999998
export,LT,Lithuania,BY,Belarus,2020,283.3,0.2833
export,LT,Lithuania,RU,Russia,2020,183.2,0.1832
export,LT,Lithuania,SE,Sweden,2020,96.8,0.0968
import,LT,Lithuania,TOTAL,Total,2020,12013.4,12.013399999999999
import,LT,Lithuania,SE,Sweden,2020,4589.8,4.5898
import,LT,Lithuania,BY,Belarus,2020,2472.5,2.4725
import,LT,Lithuania,LV,Latvia,2020,2356.4,2.3564000000000003
import,LT,Lithuania,RU,Russia,2020,2214.0,2.214
import,LT,Lithuania,PL,Poland,2020,380.7,0.3807
export,LT,Lithuania,TOTAL,Total,2021,3435.2,3.4352
export,LT,Lithuania,PL,Poland,2021,1684.5,1.6845
export,LT,Lithuania,LV,Latvia,2021,1032.1,1.0321
export,LT,Lithuania,BY,Belarus,2021,293.8,0.2938
export,LT,Lithuania,SE,Sweden,2021,253.2,0.2532
export,LT,Lithuania,RU,Russia,2021,171.6,0.1716
import,LT,Lithuania,TOTAL,Total,2021,12478.9,12.4789
import,LT,Lithuania,BY,Belarus,2021,3601.0,3.601
import,LT,Lithuania,SE,Sweden,2021,3446.9,3.4469000000000003
